interaction_id,team_id,employee_1,employee_2,interaction_type,date,duration_minutes,quality_score
INT000999,TEAM024,EMP0092,EMP0069,Code Review,2025-10-31,25,8.3
INT001000,TEAM024,EMP0092,EMP0069,Discussion,2025-08-04,14,3.9
INT001001,TEAM024,EMP0092,EMP0069,Discussion,2025-06-08,11,7.3
INT001002,TEAM024,EMP0092,EMP0323,Collaboration,2025-07-09,7,7.5
INT001003,TEAM024,EMP0092,EMP0323,Pair Programming,2025-06-19,9,7.7
INT001004,TEAM024,EMP0092,EMP0323,Code Review,2025-08-11,15,8.5
INT001005,TEAM024,EMP0092,EMP0323,Mentoring,2025-09-02,36,5.6
INT001006,TEAM024,EMP0092,EMP0323,Meeting,2025-05-15,20,5.5
INT001007,TEAM024,EMP0092,EMP0323,Meeting,2025-08-27,55,7.3
INT001008,TEAM024,EMP0092,EMP0323,Meeting,2025-08-01,68,5.9
INT001009,TEAM024,EMP0092,EMP0064,Brainstorming,2025-06-14,11,8.3
INT001010,TEAM024,EMP0092,EMP0064,Brainstorming,2025-09-14,14,8.9
INT001011,TEAM024,EMP0092,EMP0064,Mentoring,2025-09-12,104,7.0
INT001012,TEAM024,EMP0092,EMP0064,Mentoring,2025-09-11,39,8.5
INT001013,TEAM024,EMP0031,EMP0316,Discussion,2025-05-25,30,5.9
INT001014,TEAM024,EMP0031,EMP0316,Meeting,2025-06-29,27,7.3
INT001015,TEAM024,EMP0031,EMP0069,Mentoring,2025-10-05,34,8.2
INT001016,TEAM024,EMP0031,EMP0069,Collaboration,2025-09-24,22,6.6
INT001017,TEAM024,EMP0031,EMP0069,Code Review,2025-11-05,63,7.6
INT001018,TEAM024,EMP0031,EMP0323,Mentoring,2025-08-21,51,5.9
INT001019,TEAM024,EMP0031,EMP0323,Pair Programming,2025-05-27,12,8.7
INT001020,TEAM024,EMP0031,EMP0323,Discussion,2025-07-22,23,5.5
INT001021,TEAM024,EMP0031,EMP0323,Discussion,2025-08-10,8,5.0
INT001022,TEAM024,EMP0031,EMP0064,Pair Programming,2025-07-11,32,6.4
INT001023,TEAM024,EMP0031,EMP0064,Collaboration,2025-05-18,2,5.7
INT001024,TEAM024,EMP0031,EMP0064,Discussion,2025-06-01,5,6.5
INT001025,TEAM024,EMP0031,EMP0064,Meeting,2025-06-11,33,7.0
INT001026,TEAM024,EMP0031,EMP0064,Collaboration,2025-11-06,16,5.7
INT001027,TEAM024,EMP0316,EMP0069,Collaboration,2025-06-08,39,5.8
INT001028,TEAM024,EMP0316,EMP0069,Pair Programming,2025-08-27,13,6.8
INT001029,TEAM024,EMP0316,EMP0069,Meeting,2025-05-16,61,7.7
INT001030,TEAM024,EMP0316,EMP0323,Pair Programming,2025-08-13,12,7.3
INT001031,TEAM024,EMP0316,EMP0323,Pair Programming,2025-05-28,6,7.0
INT001032,TEAM024,EMP0316,EMP0323,Pair Programming,2025-08-29,2,6.3
INT001033,TEAM024,EMP0316,EMP0323,Mentoring,2025-05-24,19,6.4
INT001034,TEAM024,EMP0316,EMP0323,Pair Programming,2025-05-25,12,8.1
INT001035,TEAM024,EMP0316,EMP0323,Code Review,2025-09-20,10,5.5
INT001036,TEAM024,EMP0316,EMP0323,Brainstorming,2025-06-28,21,6.9
INT001037,TEAM024,EMP0316,EMP0064,Brainstorming,2025-10-24,50,8.4
INT001038,TEAM024,EMP0316,EMP0064,Discussion,2025-06-07,4,7.7
INT001039,TEAM024,EMP0316,EMP0064,Pair Programming,2025-05-22,0,8.3
INT001040,TEAM024,EMP0316,EMP0064,Code Review,2025-05-17,45,7.6
INT001041,TEAM024,EMP0344,EMP0323,Discussion,2025-07-23,5,8.6
INT001042,TEAM024,EMP0344,EMP0323,Mentoring,2025-07-31,61,7.6
INT001043,TEAM024,EMP0344,EMP0323,Collaboration,2025-10-29,3,7.5
INT001044,TEAM024,EMP0492,EMP0003,Pair Programming,2025-09-20,11,5.5
INT001045,TEAM024,EMP0492,EMP0003,Mentoring,2025-09-12,69,7.7
INT001046,TEAM024,EMP0492,EMP0003,Mentoring,2025-06-24,48,5.3
INT001047,TEAM024,EMP0492,EMP0003,Mentoring,2025-07-09,16,7.7
INT001048,TEAM024,EMP0492,EMP0003,Collaboration,2025-08-08,6,8.1
INT001049,TEAM024,EMP0492,EMP0003,Brainstorming,2025-08-23,15,6.9
INT001050,TEAM024,EMP0492,EMP0003,Brainstorming,2025-09-25,6,6.6
INT001051,TEAM024,EMP0492,EMP0323,Meeting,2025-08-24,56,6.5
INT001052,TEAM024,EMP0492,EMP0323,Code Review,2025-07-10,23,6.3
INT001053,TEAM024,EMP0492,EMP0323,Mentoring,2025-09-02,46,6.2
INT001054,TEAM024,EMP0492,EMP0323,Brainstorming,2025-06-17,23,6.1
INT001055,TEAM024,EMP0069,EMP0323,Mentoring,2025-09-11,35,8.8
INT001056,TEAM024,EMP0323,EMP0064,Pair Programming,2025-08-15,9,8.1
INT001057,TEAM024,EMP0323,EMP0064,Collaboration,2025-09-02,21,6.9
INT001058,TEAM024,EMP0323,EMP0064,Discussion,2025-08-24,17,7.9
INT001059,TEAM024,EMP0323,EMP0064,Discussion,2025-10-08,23,8.7
INT001060,TEAM025,EMP0439,EMP0163,Collaboration,2025-05-29,2,5.5
INT001061,TEAM025,EMP0439,EMP0163,Collaboration,2025-06-12,16,5.7
INT001062,TEAM025,EMP0439,EMP0163,Discussion,2025-10-20,20,5.9
INT001063,TEAM025,EMP0439,EMP0163,Collaboration,2025-09-19,9,4.7
INT001064,TEAM025,EMP0439,EMP0163,Brainstorming,2025-10-08,17,7.8
INT001065,TEAM025,EMP0439,EMP0009,Meeting,2025-07-25,33,7.7
INT001066,TEAM025,EMP0439,EMP0009,Code Review,2025-09-30,37,7.9
INT001067,TEAM025,EMP0439,EMP0009,Pair Programming,2025-09-17,20,8.3
INT001068,TEAM025,EMP0439,EMP0009,Collaboration,2025-07-26,5,8.1
INT001069,TEAM025,EMP0439,EMP0009,Code Review,2025-07-13,23,5.0
INT001070,TEAM025,EMP0439,EMP0009,Brainstorming,2025-08-19,29,6.4
INT001071,TEAM025,EMP0439,EMP0009,Brainstorming,2025-09-22,11,4.7
INT001072,TEAM025,EMP0439,EMP0009,Discussion,2025-10-18,3,6.7
INT001073,TEAM025,EMP0439,EMP0437,Pair Programming,2025-09-23,6,7.7
INT001074,TEAM025,EMP0439,EMP0437,Meeting,2025-05-29,11,8.7
INT001075,TEAM025,EMP0439,EMP0437,Discussion,2025-11-06,9,9.4
INT001076,TEAM025,EMP0163,EMP0015,Collaboration,2025-09-25,44,7.2
INT001077,TEAM025,EMP0163,EMP0015,Discussion,2025-09-28,4,5.0
INT001078,TEAM025,EMP0163,EMP0015,Code Review,2025-10-16,41,7.2
INT001079,TEAM025,EMP0163,EMP0015,Discussion,2025-06-03,7,6.4
INT001080,TEAM025,EMP0163,EMP0015,Discussion,2025-05-29,3,7.5
INT001081,TEAM025,EMP0163,EMP0015,Discussion,2025-07-27,8,6.7
INT001082,TEAM025,EMP0163,EMP0015,Discussion,2025-07-08,13,9.1
INT001083,TEAM025,EMP0163,EMP0009,Code Review,2025-06-24,68,6.6
INT001084,TEAM025,EMP0163,EMP0009,Meeting,2025-08-04,56,7.2
INT001085,TEAM025,EMP0163,EMP0009,Brainstorming,2025-08-17,8,6.2
INT001086,TEAM025,EMP0163,EMP0009,Code Review,2025-06-25,96,7.9
INT001087,TEAM025,EMP0163,EMP0009,Mentoring,2025-11-03,57,3.5
INT001088,TEAM025,EMP0163,EMP0009,Mentoring,2025-11-06,23,7.4
INT001089,TEAM025,EMP0163,EMP0009,Code Review,2025-09-05,14,4.9
INT001090,TEAM025,EMP0015,EMP0009,Meeting,2025-10-05,33,6.6
INT001091,TEAM025,EMP0015,EMP0437,Pair Programming,2025-06-10,8,6.4
INT001092,TEAM025,EMP0015,EMP0437,Meeting,2025-09-26,27,8.4
INT001093,TEAM025,EMP0015,EMP0437,Pair Programming,2025-10-27,11,7.1
INT001094,TEAM025,EMP0015,EMP0437,Discussion,2025-08-25,21,5.4
INT001095,TEAM025,EMP0015,EMP0437,Collaboration,2025-06-27,7,6.5
INT001096,TEAM025,EMP0015,EMP0437,Pair Programming,2025-06-26,19,7.9
INT001097,TEAM025,EMP0015,EMP0437,Mentoring,2025-07-19,104,7.3
INT001098,TEAM026,EMP0247,EMP0245,Pair Programming,2025-07-05,8,9.0
INT001099,TEAM026,EMP0247,EMP0245,Code Review,2025-09-20,55,5.3
INT001100,TEAM026,EMP0247,EMP0245,Meeting,2025-07-27,27,7.5
INT001101,TEAM026,EMP0247,EMP0013,Code Review,2025-10-05,152,9.1
INT001102,TEAM026,EMP0247,EMP0013,Collaboration,2025-11-02,17,8.8
INT001103,TEAM026,EMP0247,EMP0013,Code Review,2025-07-01,21,6.5
INT001104,TEAM026,EMP0247,EMP0013,Pair Programming,2025-10-07,8,5.4
INT001105,TEAM027,EMP0280,EMP0422,Pair Programming,2025-05-28,32,9.0
INT001106,TEAM027,EMP0280,EMP0422,Collaboration,2025-06-24,6,8.5
INT001107,TEAM027,EMP0280,EMP0422,Collaboration,2025-10-26,25,6.4
INT001108,TEAM027,EMP0280,EMP0422,Mentoring,2025-10-26,24,7.4
INT001109,TEAM027,EMP0280,EMP0422,Mentoring,2025-10-11,26,8.4
INT001110,TEAM028,EMP0414,EMP0464,Discussion,2025-10-09,19,8.8
INT001111,TEAM028,EMP0414,EMP0464,Discussion,2025-07-17,1,9.4
INT001112,TEAM028,EMP0414,EMP0464,Collaboration,2025-10-07,16,7.5
INT001113,TEAM028,EMP0414,EMP0464,Discussion,2025-09-04,10,8.9
INT001114,TEAM028,EMP0414,EMP0464,Code Review,2025-05-12,17,7.0
INT001115,TEAM028,EMP0414,EMP0454,Mentoring,2025-05-16,46,6.7
INT001116,TEAM028,EMP0414,EMP0454,Pair Programming,2025-11-05,3,7.5
INT001117,TEAM028,EMP0414,EMP0454,Mentoring,2025-07-23,20,5.3
INT001118,TEAM028,EMP0414,EMP0454,Mentoring,2025-10-13,60,4.6
INT001119,TEAM028,EMP0414,EMP0454,Pair Programming,2025-06-27,39,6.8
INT001120,TEAM028,EMP0414,EMP0454,Collaboration,2025-06-01,35,8.2
INT001121,TEAM028,EMP0414,EMP0454,Code Review,2025-05-12,21,4.4
INT001122,TEAM028,EMP0414,EMP0194,Collaboration,2025-10-12,14,6.0
INT001123,TEAM028,EMP0414,EMP0194,Meeting,2025-06-02,74,8.7
INT001124,TEAM028,EMP0414,EMP0367,Discussion,2025-10-11,6,6.9
INT001125,TEAM028,EMP0414,EMP0367,Collaboration,2025-09-18,5,6.2
INT001126,TEAM028,EMP0414,EMP0367,Brainstorming,2025-09-17,0,7.5
INT001127,TEAM028,EMP0414,EMP0367,Brainstorming,2025-09-01,10,6.3
INT001128,TEAM028,EMP0414,EMP0056,Pair Programming,2025-09-17,7,8.0
INT001129,TEAM028,EMP0414,EMP0056,Discussion,2025-05-11,23,5.9
INT001130,TEAM028,EMP0414,EMP0056,Code Review,2025-08-24,58,7.6
INT001131,TEAM028,EMP0414,EMP0056,Collaboration,2025-10-28,7,6.0
INT001132,TEAM028,EMP0414,EMP0056,Code Review,2025-07-03,82,7.2
INT001133,TEAM028,EMP0464,EMP0194,Meeting,2025-09-08,28,9.0
INT001134,TEAM028,EMP0464,EMP0194,Mentoring,2025-11-04,39,8.5
INT001135,TEAM028,EMP0464,EMP0194,Meeting,2025-10-16,52,7.9
INT001136,TEAM028,EMP0464,EMP0194,Mentoring,2025-06-14,32,6.3
INT001137,TEAM028,EMP0464,EMP0194,Code Review,2025-07-04,8,8.6
INT001138,TEAM028,EMP0464,EMP0194,Brainstorming,2025-10-15,16,7.9
INT001139,TEAM028,EMP0464,EMP0194,Meeting,2025-06-30,82,6.4
INT001140,TEAM028,EMP0464,EMP0056,Mentoring,2025-09-03,20,4.8
INT001141,TEAM028,EMP0464,EMP0056,Discussion,2025-09-09,7,6.5
INT001142,TEAM028,EMP0464,EMP0056,Pair Programming,2025-08-24,23,7.7
INT001143,TEAM028,EMP0454,EMP0194,Brainstorming,2025-10-13,19,7.0
INT001144,TEAM028,EMP0454,EMP0194,Brainstorming,2025-09-24,13,7.6
INT001145,TEAM028,EMP0454,EMP0194,Brainstorming,2025-10-28,25,7.6
INT001146,TEAM028,EMP0454,EMP0367,Pair Programming,2025-05-18,7,7.3
INT001147,TEAM028,EMP0454,EMP0367,Mentoring,2025-07-21,49,7.4
INT001148,TEAM028,EMP0454,EMP0367,Meeting,2025-10-09,25,7.2
INT001149,TEAM028,EMP0454,EMP0367,Meeting,2025-10-27,57,7.5
INT001150,TEAM028,EMP0454,EMP0367,Mentoring,2025-10-03,21,5.5
INT001151,TEAM028,EMP0454,EMP0367,Code Review,2025-05-26,13,4.9
INT001152,TEAM028,EMP0454,EMP0367,Pair Programming,2025-08-15,7,9.4
INT001153,TEAM028,EMP0194,EMP0056,Pair Programming,2025-10-15,8,3.1
INT001154,TEAM028,EMP0194,EMP0056,Code Review,2025-08-12,54,6.8
INT001155,TEAM028,EMP0194,EMP0056,Discussion,2025-10-09,24,7.1
INT001156,TEAM028,EMP0367,EMP0056,Pair Programming,2025-07-14,17,6.3
INT001157,TEAM028,EMP0367,EMP0056,Mentoring,2025-08-01,77,6.6
INT001158,TEAM028,EMP0367,EMP0056,Brainstorming,2025-07-08,19,7.6
INT001159,TEAM028,EMP0367,EMP0056,Mentoring,2025-07-23,8,6.0
INT001160,TEAM028,EMP0367,EMP0056,Meeting,2025-09-26,30,6.8
INT001161,TEAM028,EMP0367,EMP0056,Mentoring,2025-10-05,31,8.4
INT001162,TEAM028,EMP0367,EMP0056,Brainstorming,2025-10-23,19,8.6
INT001163,TEAM029,EMP0384,EMP0005,Collaboration,2025-07-24,18,7.6
INT001164,TEAM029,EMP0384,EMP0005,Brainstorming,2025-07-07,6,8.6
INT001165,TEAM029,EMP0384,EMP0005,Mentoring,2025-06-15,63,8.5
INT001166,TEAM029,EMP0384,EMP0005,Code Review,2025-07-18,58,6.1
INT001167,TEAM029,EMP0384,EMP0005,Discussion,2025-06-04,34,5.7
INT001168,TEAM030,EMP0002,EMP0074,Meeting,2025-07-06,12,8.3
INT001169,TEAM030,EMP0002,EMP0074,Discussion,2025-07-25,3,6.9
INT001170,TEAM030,EMP0002,EMP0074,Meeting,2025-10-27,62,6.0
INT001171,TEAM030,EMP0002,EMP0074,Mentoring,2025-09-02,30,5.2
INT001172,TEAM030,EMP0002,EMP0074,Meeting,2025-08-19,72,5.8
INT001173,TEAM030,EMP0002,EMP0074,Brainstorming,2025-05-11,21,6.0
INT001174,TEAM030,EMP0211,EMP0205,Code Review,2025-06-16,60,5.9
INT001175,TEAM030,EMP0211,EMP0205,Brainstorming,2025-05-20,14,6.7
INT001176,TEAM030,EMP0211,EMP0205,Collaboration,2025-08-13,18,9.1
INT001177,TEAM030,EMP0211,EMP0205,Mentoring,2025-06-27,34,8.6
INT001178,TEAM030,EMP0211,EMP0205,Collaboration,2025-05-12,6,8.8
INT001179,TEAM030,EMP0211,EMP0205,Discussion,2025-10-14,41,6.7
INT001180,TEAM030,EMP0211,EMP0205,Mentoring,2025-05-22,75,8.6
INT001181,TEAM030,EMP0211,EMP0074,Mentoring,2025-08-11,29,5.6
INT001182,TEAM030,EMP0211,EMP0074,Mentoring,2025-05-18,103,6.7
INT001183,TEAM030,EMP0211,EMP0074,Code Review,2025-08-01,55,8.6
INT001184,TEAM030,EMP0211,EMP0074,Collaboration,2025-06-18,25,7.7
INT001185,TEAM030,EMP0211,EMP0074,Meeting,2025-10-25,47,7.7
INT001186,TEAM030,EMP0148,EMP0205,Brainstorming,2025-07-10,14,8.7
INT001187,TEAM030,EMP0148,EMP0205,Brainstorming,2025-07-04,5,8.5
INT001188,TEAM030,EMP0148,EMP0205,Meeting,2025-09-26,31,7.6
INT001189,TEAM030,EMP0148,EMP0205,Pair Programming,2025-07-05,15,5.0
INT001190,TEAM030,EMP0148,EMP0205,Pair Programming,2025-09-07,19,7.7
INT001191,TEAM030,EMP0148,EMP0205,Meeting,2025-08-28,28,3.5
INT001192,TEAM030,EMP0148,EMP0074,Mentoring,2025-06-20,37,4.0
INT001193,TEAM030,EMP0148,EMP0074,Discussion,2025-08-03,7,4.7
INT001194,TEAM030,EMP0148,EMP0074,Meeting,2025-09-08,21,7.0
INT001195,TEAM030,EMP0148,EMP0074,Discussion,2025-07-13,24,7.2
INT001196,TEAM030,EMP0151,EMP0074,Discussion,2025-07-03,7,5.3
INT001197,TEAM030,EMP0151,EMP0074,Meeting,2025-08-19,72,8.8
INT001198,TEAM030,EMP0151,EMP0074,Mentoring,2025-07-03,65,8.3
INT001199,TEAM030,EMP0151,EMP0074,Meeting,2025-05-24,15,8.4
INT001200,TEAM030,EMP0151,EMP0074,Discussion,2025-10-12,8,8.8
INT001201,TEAM030,EMP0151,EMP0074,Meeting,2025-07-25,46,4.7
INT001202,TEAM030,EMP0151,EMP0074,Collaboration,2025-06-18,9,8.6
INT001203,TEAM030,EMP0151,EMP0074,Brainstorming,2025-11-07,52,4.8
INT001204,TEAM030,EMP0151,EMP0074,Brainstorming,2025-10-15,2,5.1
INT001205,TEAM031,EMP0243,EMP0173,Collaboration,2025-06-30,32,8.6
INT001206,TEAM031,EMP0243,EMP0173,Mentoring,2025-09-16,29,7.0
INT001207,TEAM031,EMP0243,EMP0173,Discussion,2025-05-20,21,4.1
INT001208,TEAM032,EMP0086,EMP0251,Brainstorming,2025-10-25,6,7.1
INT001209,TEAM032,EMP0086,EMP0251,Brainstorming,2025-09-11,25,7.6
INT001210,TEAM032,EMP0086,EMP0251,Pair Programming,2025-07-14,22,7.6
INT001211,TEAM032,EMP0086,EMP0251,Brainstorming,2025-06-17,8,4.3
INT001212,TEAM032,EMP0086,EMP0008,Pair Programming,2025-05-23,14,6.5
INT001213,TEAM032,EMP0086,EMP0008,Meeting,2025-07-15,33,7.2
INT001214,TEAM032,EMP0086,EMP0008,Brainstorming,2025-10-14,13,8.1
INT001215,TEAM032,EMP0086,EMP0008,Code Review,2025-05-23,28,8.0
INT001216,TEAM032,EMP0086,EMP0058,Brainstorming,2025-08-09,15,5.7
INT001217,TEAM032,EMP0086,EMP0058,Brainstorming,2025-05-29,39,7.3
INT001218,TEAM032,EMP0086,EMP0058,Collaboration,2025-08-25,7,5.9
INT001219,TEAM032,EMP0086,EMP0058,Pair Programming,2025-06-27,4,8.5
INT001220,TEAM032,EMP0086,EMP0497,Discussion,2025-09-26,45,8.2
INT001221,TEAM032,EMP0086,EMP0497,Brainstorming,2025-10-03,13,5.4
INT001222,TEAM032,EMP0086,EMP0497,Meeting,2025-07-26,28,5.1
INT001223,TEAM032,EMP0086,EMP0497,Collaboration,2025-09-03,14,4.5
INT001224,TEAM032,EMP0086,EMP0497,Code Review,2025-09-18,35,6.3
INT001225,TEAM032,EMP0251,EMP0300,Code Review,2025-07-30,122,6.9
INT001226,TEAM032,EMP0251,EMP0300,Brainstorming,2025-07-13,5,7.8
INT001227,TEAM032,EMP0251,EMP0300,Mentoring,2025-09-20,34,8.0
INT001228,TEAM032,EMP0251,EMP0300,Meeting,2025-08-13,26,8.6
INT001229,TEAM032,EMP0251,EMP0300,Meeting,2025-07-24,69,7.1
INT001230,TEAM032,EMP0251,EMP0300,Brainstorming,2025-05-29,12,7.7
INT001231,TEAM032,EMP0251,EMP0058,Discussion,2025-07-15,9,6.0
INT001232,TEAM032,EMP0251,EMP0058,Collaboration,2025-05-23,43,7.7
INT001233,TEAM032,EMP0251,EMP0058,Code Review,2025-07-01,60,5.9
INT001234,TEAM032,EMP0251,EMP0058,Meeting,2025-07-03,25,7.3
INT001235,TEAM032,EMP0251,EMP0058,Mentoring,2025-06-25,45,8.6
INT001236,TEAM032,EMP0251,EMP0352,Brainstorming,2025-07-20,9,8.9
INT001237,TEAM032,EMP0251,EMP0352,Discussion,2025-06-11,22,7.8
INT001238,TEAM032,EMP0251,EMP0352,Brainstorming,2025-06-30,6,6.3
INT001239,TEAM032,EMP0251,EMP0352,Mentoring,2025-09-23,33,6.0
INT001240,TEAM032,EMP0251,EMP0497,Meeting,2025-10-06,30,7.0
INT001241,TEAM032,EMP0251,EMP0497,Mentoring,2025-07-31,46,8.0
INT001242,TEAM032,EMP0251,EMP0497,Collaboration,2025-06-07,15,5.9
INT001243,TEAM032,EMP0300,EMP0058,Discussion,2025-08-01,6,7.9
INT001244,TEAM032,EMP0008,EMP0352,Pair Programming,2025-08-12,32,5.0
INT001245,TEAM032,EMP0008,EMP0352,Brainstorming,2025-07-15,33,8.1
INT001246,TEAM032,EMP0008,EMP0352,Code Review,2025-10-04,38,5.1
INT001247,TEAM032,EMP0008,EMP0352,Collaboration,2025-07-25,10,7.4
INT001248,TEAM032,EMP0058,EMP0497,Collaboration,2025-05-12,5,4.8
INT001249,TEAM032,EMP0058,EMP0497,Mentoring,2025-08-19,47,8.5
INT001250,TEAM032,EMP0058,EMP0497,Mentoring,2025-06-19,22,6.1
INT001251,TEAM032,EMP0058,EMP0497,Code Review,2025-09-13,28,5.9
INT001252,TEAM032,EMP0058,EMP0497,Collaboration,2025-09-15,21,6.6
INT001253,TEAM032,EMP0058,EMP0497,Mentoring,2025-08-25,23,7.4
INT001254,TEAM032,EMP0058,EMP0497,Mentoring,2025-08-11,60,4.3
INT001255,TEAM032,EMP0352,EMP0497,Code Review,2025-05-25,44,6.8
INT001256,TEAM032,EMP0352,EMP0497,Collaboration,2025-07-02,31,6.0
INT001257,TEAM032,EMP0352,EMP0497,Mentoring,2025-05-14,55,7.2
INT001258,TEAM032,EMP0352,EMP0497,Mentoring,2025-08-17,62,5.6
INT001259,TEAM033,EMP0308,EMP0499,Collaboration,2025-08-09,24,7.1
INT001260,TEAM033,EMP0308,EMP0499,Collaboration,2025-07-08,4,6.5
INT001261,TEAM033,EMP0308,EMP0499,Mentoring,2025-06-14,35,8.0
INT001262,TEAM033,EMP0308,EMP0299,Brainstorming,2025-07-22,55,6.8
INT001263,TEAM033,EMP0308,EMP0299,Collaboration,2025-11-04,8,6.4
INT001264,TEAM033,EMP0308,EMP0299,Meeting,2025-10-11,42,6.6
INT001265,TEAM033,EMP0308,EMP0299,Code Review,2025-08-02,83,6.5
INT001266,TEAM033,EMP0308,EMP0107,Code Review,2025-10-24,46,6.3
INT001267,TEAM033,EMP0308,EMP0107,Brainstorming,2025-08-31,44,7.8
INT001268,TEAM033,EMP0308,EMP0107,Pair Programming,2025-09-27,28,6.8
INT001269,TEAM033,EMP0308,EMP0107,Pair Programming,2025-05-17,3,8.0
INT001270,TEAM033,EMP0308,EMP0007,Mentoring,2025-10-23,45,7.9
INT001271,TEAM033,EMP0308,EMP0007,Code Review,2025-08-24,44,4.9
INT001272,TEAM033,EMP0308,EMP0007,Meeting,2025-06-22,27,8.0
INT001273,TEAM033,EMP0308,EMP0007,Brainstorming,2025-08-08,24,8.1
INT001274,TEAM033,EMP0308,EMP0442,Brainstorming,2025-06-03,5,7.8
INT001275,TEAM033,EMP0308,EMP0442,Mentoring,2025-05-19,34,8.0
INT001276,TEAM033,EMP0308,EMP0442,Brainstorming,2025-06-17,20,5.1
INT001277,TEAM033,EMP0308,EMP0442,Mentoring,2025-09-11,26,6.4
INT001278,TEAM033,EMP0308,EMP0442,Collaboration,2025-05-26,0,8.2
INT001279,TEAM033,EMP0308,EMP0442,Code Review,2025-07-31,59,6.7
INT001280,TEAM033,EMP0308,EMP0442,Brainstorming,2025-06-30,13,9.0
INT001281,TEAM033,EMP0499,EMP0372,Discussion,2025-08-02,18,6.4
INT001282,TEAM033,EMP0499,EMP0372,Brainstorming,2025-07-24,37,6.9
INT001283,TEAM033,EMP0499,EMP0107,Meeting,2025-06-19,34,4.7
INT001284,TEAM033,EMP0499,EMP0107,Mentoring,2025-11-04,40,6.6
INT001285,TEAM033,EMP0499,EMP0107,Code Review,2025-09-04,34,5.6
INT001286,TEAM033,EMP0499,EMP0107,Brainstorming,2025-06-02,7,7.5
INT001287,TEAM033,EMP0499,EMP0107,Brainstorming,2025-07-17,8,4.5
INT001288,TEAM033,EMP0499,EMP0107,Mentoring,2025-09-11,69,7.5
INT001289,TEAM033,EMP0499,EMP0107,Mentoring,2025-05-11,28,7.1
INT001290,TEAM033,EMP0499,EMP0107,Pair Programming,2025-05-26,15,7.1
INT001291,TEAM033,EMP0499,EMP0442,Code Review,2025-06-06,35,4.4
INT001292,TEAM033,EMP0499,EMP0442,Pair Programming,2025-09-19,30,6.2
INT001293,TEAM033,EMP0499,EMP0442,Code Review,2025-07-16,50,8.0
INT001294,TEAM033,EMP0499,EMP0442,Meeting,2025-05-17,14,7.3
INT001295,TEAM033,EMP0499,EMP0442,Code Review,2025-09-21,25,6.3
INT001296,TEAM033,EMP0184,EMP0440,Discussion,2025-10-28,38,8.5
INT001297,TEAM033,EMP0184,EMP0440,Collaboration,2025-08-28,12,7.6
INT001298,TEAM033,EMP0184,EMP0440,Code Review,2025-09-01,35,6.4
INT001299,TEAM033,EMP0184,EMP0440,Collaboration,2025-09-27,16,7.1
INT001300,TEAM033,EMP0184,EMP0440,Meeting,2025-09-03,15,6.1
INT001301,TEAM033,EMP0184,EMP0372,Meeting,2025-09-29,68,8.6
INT001302,TEAM033,EMP0184,EMP0372,Pair Programming,2025-09-29,4,6.7
INT001303,TEAM033,EMP0184,EMP0372,Meeting,2025-06-08,29,6.0
INT001304,TEAM033,EMP0184,EMP0372,Collaboration,2025-05-31,27,7.4
INT001305,TEAM033,EMP0184,EMP0372,Pair Programming,2025-05-22,10,6.8
INT001306,TEAM033,EMP0184,EMP0372,Brainstorming,2025-07-05,49,7.4
INT001307,TEAM033,EMP0184,EMP0299,Meeting,2025-08-08,60,8.9
INT001308,TEAM033,EMP0184,EMP0299,Collaboration,2025-08-18,34,6.2
INT001309,TEAM033,EMP0184,EMP0299,Code Review,2025-09-12,63,7.7
INT001310,TEAM033,EMP0184,EMP0299,Meeting,2025-06-27,16,7.7
INT001311,TEAM033,EMP0184,EMP0299,Code Review,2025-07-01,100,8.8
INT001312,TEAM033,EMP0184,EMP0299,Collaboration,2025-07-24,5,7.0
INT001313,TEAM033,EMP0184,EMP0107,Pair Programming,2025-10-15,34,6.2
INT001314,TEAM033,EMP0184,EMP0007,Mentoring,2025-09-14,46,5.2
INT001315,TEAM033,EMP0184,EMP0007,Pair Programming,2025-08-15,8,8.6
INT001316,TEAM033,EMP0184,EMP0007,Pair Programming,2025-08-07,10,7.9
INT001317,TEAM033,EMP0184,EMP0007,Brainstorming,2025-09-13,14,5.8
INT001318,TEAM033,EMP0184,EMP0007,Collaboration,2025-06-02,2,4.6
INT001319,TEAM033,EMP0184,EMP0442,Brainstorming,2025-06-17,7,8.9
INT001320,TEAM033,EMP0184,EMP0442,Meeting,2025-05-25,44,9.4
INT001321,TEAM033,EMP0184,EMP0442,Mentoring,2025-10-09,60,5.5
INT001322,TEAM033,EMP0184,EMP0301,Mentoring,2025-09-07,49,8.6
INT001323,TEAM033,EMP0184,EMP0301,Collaboration,2025-06-03,22,8.2
INT001324,TEAM033,EMP0184,EMP0301,Meeting,2025-09-06,23,6.1
INT001325,TEAM033,EMP0184,EMP0301,Pair Programming,2025-05-17,9,6.5
INT001326,TEAM033,EMP0440,EMP0372,Discussion,2025-10-09,39,6.5
INT001327,TEAM033,EMP0440,EMP0372,Collaboration,2025-09-03,49,7.5
INT001328,TEAM033,EMP0440,EMP0372,Meeting,2025-08-27,52,7.3
INT001329,TEAM033,EMP0440,EMP0007,Discussion,2025-06-30,13,7.1
INT001330,TEAM033,EMP0440,EMP0007,Meeting,2025-07-06,27,8.9
INT001331,TEAM033,EMP0440,EMP0007,Mentoring,2025-08-24,42,6.8
