enrollment_id,learner_id,course_id,enroll_date,completion_date,is_completed,progress_pct,time_spent_hours,video_watch_pct,quiz_score_avg,num_quiz_attempts,assignments_completed,user_rating,days_to_complete
ENR003583,LRN01184,CRS0075,2025-07-25,,0,11,8.7,23.6,,0,3,,
ENR003584,LRN01184,CRS0192,2025-10-03,,0,46,26.4,49.0,80.1,2,13,,
ENR003585,LRN01185,CRS0171,2025-04-12,,0,53,12.6,56.6,59.6,2,5,,
ENR003586,LRN01185,CRS0185,2025-01-30,,0,19,3.9,21.3,,0,2,,
ENR003587,LRN01185,CRS0004,2025-02-14,,0,49,16.5,47.9,52.2,2,14,,
ENR003588,LRN01185,CRS0005,2025-01-10,,0,17,4.7,12.3,,0,4,,
ENR003589,LRN01185,CRS0028,2024-12-16,,0,14,2.8,11.4,,0,1,,
ENR003590,LRN01185,CRS0001,2025-05-09,,0,20,1.0,29.9,,0,0,,
ENR003591,LRN01185,CRS0182,2025-04-04,,0,14,0.7,4.3,,0,0,,
ENR003592,LRN01185,CRS0034,2025-04-25,,0,11,4.8,16.1,,0,3,,
ENR003593,LRN01185,CRS0022,2025-05-15,,0,17,7.8,3.0,,0,4,,
ENR003594,LRN01185,CRS0049,2025-01-02,,0,1,0.4,0.0,,0,0,,
ENR003595,LRN01185,CRS0164,2025-04-22,,0,10,2.4,10.0,,0,1,,
ENR003596,LRN01185,CRS0033,2025-03-27,,0,45,28.5,49.3,59.4,2,14,,
ENR003597,LRN01185,CRS0036,2024-12-06,,0,13,1.3,9.7,,0,0,,
ENR003598,LRN01185,CRS0010,2024-12-25,2025-01-24,1,100,10.7,100.0,56.6,5,6,4.4,30.0
ENR003599,LRN01185,CRS0056,2025-04-22,,0,15,3.4,5.0,,0,2,,
ENR003600,LRN01186,CRS0153,2025-05-25,,0,33,18.6,25.6,24.7,1,9,,
ENR003601,LRN01186,CRS0158,2025-07-16,2025-07-26,1,100,11.0,100.0,75.3,5,5,4.2,10.0
ENR003602,LRN01186,CRS0142,2025-11-06,,0,9,2.1,13.6,,0,1,,
ENR003603,LRN01186,CRS0147,2025-08-18,2025-09-07,1,100,27.9,85.5,55.9,5,12,4.1,20.0
ENR003604,LRN01186,CRS0200,2025-09-08,,0,5,1.5,0.0,,0,0,,
ENR003605,LRN01186,CRS0063,2025-10-29,,0,37,3.4,33.3,91.1,1,2,,
ENR003606,LRN01186,CRS0152,2025-07-27,,0,28,4.2,29.1,87.0,1,1,,
ENR003607,LRN01186,CRS0165,2025-08-29,,0,15,6.3,21.7,,0,4,,
ENR003608,LRN01186,CRS0140,2025-10-17,2025-11-24,1,100,38.7,91.6,72.1,5,14,4.4,38.0
ENR003609,LRN01186,CRS0124,2025-07-20,,0,32,17.7,45.3,60.0,1,7,,
ENR003610,LRN01186,CRS0160,2025-07-21,,0,26,7.8,16.3,84.9,1,6,,
ENR003611,LRN01186,CRS0121,2025-05-30,2025-06-10,1,100,12.2,100.0,77.0,5,8,4.1,11.0
ENR003612,LRN01186,CRS0157,2025-08-08,2025-09-17,1,100,45.7,87.2,82.8,5,15,4.8,40.0
ENR003613,LRN01186,CRS0150,2025-08-13,,0,18,8.4,27.1,,0,5,,
ENR003614,LRN01186,CRS0145,2025-10-22,2025-11-27,1,100,34.6,100.0,70.3,5,16,3.7,36.0
ENR003615,LRN01187,CRS0179,2025-05-06,2025-06-01,1,100,19.1,96.8,67.8,5,10,4.3,26.0
ENR003616,LRN01188,CRS0152,2025-11-03,2025-11-25,1,100,14.1,97.7,75.0,5,5,4.9,22.0
ENR003617,LRN01189,CRS0040,2024-11-30,,0,27,9.9,33.0,68.1,1,5,,
ENR003618,LRN01189,CRS0010,2024-09-24,2024-10-02,1,100,8.4,85.2,86.2,5,6,4.5,8.0
ENR003619,LRN01190,CRS0145,2024-05-30,2024-07-13,1,100,40.1,100.0,76.7,5,16,3.4,44.0
ENR003620,LRN01190,CRS0061,2024-06-11,,0,26,16.8,36.6,67.5,1,6,,
ENR003621,LRN01191,CRS0164,2024-12-05,2025-01-22,1,100,28.1,100.0,84.2,5,13,4.4,48.0
ENR003622,LRN01192,CRS0043,2025-08-19,,0,42,14.2,35.2,48.9,2,6,,
ENR003623,LRN01193,CRS0114,2024-09-08,,0,32,13.4,43.6,66.8,1,5,,
ENR003624,LRN01193,CRS0018,2024-10-13,,0,23,1.2,9.3,65.0,1,1,,
ENR003625,LRN01193,CRS0198,2025-01-11,,0,13,3.7,21.8,,0,1,,
ENR003626,LRN01193,CRS0115,2024-10-02,,0,29,11.3,25.5,51.9,1,4,,
ENR003627,LRN01193,CRS0087,2024-10-04,,0,22,6.0,11.7,72.3,1,2,,
ENR003628,LRN01193,CRS0081,2024-08-11,2024-11-21,1,100,46.4,100.0,60.6,5,21,3.4,102.0
ENR003629,LRN01193,CRS0123,2024-08-22,,0,5,2.6,10.9,,0,1,,
ENR003630,LRN01194,CRS0066,2024-10-10,2024-10-15,1,100,12.6,100.0,69.3,5,7,3.5,5.0
ENR003631,LRN01194,CRS0070,2024-11-28,2024-12-03,1,100,11.3,95.0,67.4,5,7,3.9,5.0
ENR003632,LRN01195,CRS0160,2024-04-22,,0,32,17.5,22.8,79.1,1,7,,
ENR003633,LRN01195,CRS0143,2024-04-18,2024-04-26,1,100,6.0,100.0,53.1,5,4,4.5,8.0
ENR003634,LRN01195,CRS0129,2024-05-02,,0,56,8.6,68.5,50.9,2,4,,
ENR003635,LRN01195,CRS0018,2024-08-07,2024-08-24,1,100,11.3,91.5,78.2,5,6,4.2,17.0
ENR003636,LRN01196,CRS0125,2024-08-22,,0,14,12.5,4.5,,0,4,,
ENR003637,LRN01197,CRS0160,2024-06-28,,0,21,9.2,18.8,56.5,1,5,,
ENR003638,LRN01198,CRS0138,2024-07-07,,0,51,37.2,54.2,58.3,2,15,,
ENR003639,LRN01198,CRS0145,2024-08-26,,0,25,4.4,31.0,73.9,1,4,,
ENR003640,LRN01198,CRS0136,2024-11-07,,0,42,23.5,34.7,73.3,2,11,,
ENR003641,LRN01199,CRS0102,2024-11-27,,0,35,19.8,32.5,52.8,1,9,,
ENR003642,LRN01200,CRS0159,2024-06-26,2024-08-12,1,100,15.1,100.0,45.0,5,7,4.1,47.0
ENR003643,LRN01201,CRS0155,2024-03-24,,0,12,5.6,11.1,,0,2,,
ENR003644,LRN01202,CRS0010,2024-03-19,,0,27,1.6,27.2,80.0,1,1,,
ENR003645,LRN01203,CRS0157,2024-09-18,2024-10-26,1,100,39.0,95.4,50.1,5,15,4.2,38.0
ENR003646,LRN01203,CRS0015,2024-07-17,,0,36,11.8,45.1,43.1,1,4,,
ENR003647,LRN01203,CRS0006,2024-09-16,,0,45,2.6,35.4,65.0,2,1,,
ENR003648,LRN01203,CRS0011,2024-06-14,2024-07-19,1,100,38.3,100.0,72.0,5,12,4.8,35.0
ENR003649,LRN01203,CRS0040,2024-10-07,,0,7,2.1,19.4,,0,1,,
ENR003650,LRN01204,CRS0082,2024-11-14,,0,45,4.1,35.5,40.2,2,1,,
ENR003651,LRN01204,CRS0120,2024-07-31,,0,20,0.6,32.6,,0,0,,
ENR003652,LRN01205,CRS0077,2024-05-23,,0,63,25.0,67.3,43.1,3,13,,
ENR003653,LRN01206,CRS0102,2024-03-22,,0,54,18.1,50.2,80.2,2,14,,
ENR003654,LRN01206,CRS0012,2024-08-11,,0,11,1.5,10.0,,0,0,,
ENR003655,LRN01207,CRS0050,2025-12-06,,0,39,2.3,31.0,81.9,1,1,,
ENR003656,LRN01207,CRS0029,2025-11-11,,0,17,5.5,23.7,,0,1,,
ENR003657,LRN01207,CRS0004,2025-09-04,2025-11-30,1,100,61.3,100.0,66.6,5,28,4.1,87.0
ENR003658,LRN01207,CRS0038,2026-01-27,,0,28,11.6,16.6,73.4,1,6,,
ENR003659,LRN01207,CRS0039,2026-01-05,,0,33,11.7,44.0,82.0,1,9,,
ENR003660,LRN01208,CRS0001,2024-06-23,,0,35,3.3,42.4,87.5,1,1,,
ENR003661,LRN01208,CRS0107,2024-06-27,,0,27,6.5,31.1,23.1,1,4,,
ENR003662,LRN01208,CRS0117,2024-04-08,,0,12,7.3,25.9,,0,3,,
ENR003663,LRN01208,CRS0082,2024-06-17,,0,37,2.6,50.0,55.6,1,1,,
ENR003664,LRN01208,CRS0115,2024-03-15,2024-05-20,1,100,35.6,100.0,71.5,5,14,4.5,66.0
ENR003665,LRN01208,CRS0112,2024-08-27,,0,31,2.8,20.9,47.1,1,1,,
ENR003666,LRN01208,CRS0156,2024-05-29,,0,37,3.7,47.0,63.0,1,1,,
ENR003667,LRN01208,CRS0120,2024-04-28,,0,11,0.4,16.8,,0,0,,
ENR003668,LRN01208,CRS0025,2024-06-18,,0,27,4.3,39.1,27.5,1,1,,
ENR003669,LRN01208,CRS0104,2024-08-03,,0,17,0.7,13.8,,0,0,,
ENR003670,LRN01208,CRS0081,2024-06-27,2024-10-11,1,100,62.9,98.7,77.0,5,21,4.4,106.0
ENR003671,LRN01208,CRS0080,2024-05-20,,0,10,2.5,8.1,,0,0,,
ENR003672,LRN01208,CRS0135,2024-06-01,,0,27,3.5,21.3,38.1,1,2,,
ENR003673,LRN01208,CRS0070,2024-07-17,,0,33,3.1,43.9,46.5,1,2,,
ENR003674,LRN01208,CRS0110,2024-03-21,,0,26,3.2,26.8,89.3,1,2,,
ENR003675,LRN01209,CRS0151,2025-04-29,,0,22,17.6,16.8,41.3,1,7,,
ENR003676,LRN01209,CRS0196,2025-03-31,,0,15,3.6,16.7,,0,2,,
ENR003677,LRN01210,CRS0036,2024-09-19,,0,16,2.0,1.7,,0,1,,
ENR003678,LRN01210,CRS0128,2024-12-15,2025-05-01,1,100,39.2,91.0,57.5,5,19,3.7,137.0
ENR003679,LRN01210,CRS0123,2024-12-18,,0,12,6.3,9.8,,0,2,,
ENR003680,LRN01211,CRS0103,2025-04-22,,0,30,12.9,24.1,84.3,1,6,,
ENR003681,LRN01212,CRS0080,2024-06-01,2024-08-26,1,100,23.2,100.0,53.5,5,8,4.8,86.0
ENR003682,LRN01213,CRS0125,2025-03-12,,0,59,25.1,46.1,50.5,2,19,,
ENR003683,LRN01213,CRS0154,2024-12-30,2025-01-18,1,100,11.5,100.0,64.7,5,5,4.2,19.0
ENR003684,LRN01214,CRS0086,2024-04-01,2024-04-12,1,100,8.7,100.0,70.7,5,5,4.8,11.0
ENR003685,LRN01215,CRS0017,2024-08-31,2024-09-11,1,100,17.7,93.7,84.2,5,8,4.4,11.0
ENR003686,LRN01215,CRS0035,2024-11-10,2024-11-17,1,100,10.4,88.4,30.7,5,5,4.8,7.0
ENR003687,LRN01215,CRS0066,2025-01-11,,0,5,0.6,2.0,,0,0,,
ENR003688,LRN01215,CRS0028,2024-08-21,,0,57,8.3,46.7,66.6,2,5,,
ENR003689,LRN01215,CRS0019,2024-10-25,2024-12-09,1,100,58.5,100.0,50.2,5,20,4.8,45.0
ENR003690,LRN01215,CRS0015,2024-09-27,,0,60,11.6,71.6,63.7,3,7,,
ENR003691,LRN01216,CRS0076,2024-11-12,,0,17,4.0,27.1,,0,2,,
ENR003692,LRN01216,CRS0199,2024-10-12,,0,2,0.6,0.0,,0,0,,
ENR003693,LRN01216,CRS0057,2024-11-16,,0,32,5.5,31.2,39.1,1,3,,
ENR003694,LRN01216,CRS0050,2024-12-24,,0,48,3.1,40.3,83.4,2,2,,
ENR003695,LRN01216,CRS0049,2024-12-19,,0,23,10.6,22.2,60.0,1,5,,
ENR003696,LRN01217,CRS0153,2024-11-03,,0,20,11.5,26.5,,0,5,,
ENR003697,LRN01217,CRS0145,2024-07-20,,0,25,8.6,34.7,53.8,1,4,,
ENR003698,LRN01218,CRS0174,2024-12-10,,0,16,14.2,22.5,,0,5,,
ENR003699,LRN01219,CRS0068,2024-01-31,,0,14,0.5,4.7,,0,0,,
ENR003700,LRN01220,CRS0014,2024-06-16,,0,22,3.9,33.1,38.1,1,1,,
ENR003701,LRN01221,CRS0084,2024-12-04,,0,32,2.3,44.4,72.4,1,1,,
ENR003702,LRN01221,CRS0096,2025-01-14,,0,23,2.1,28.8,75.6,1,1,,
ENR003703,LRN01222,CRS0046,2024-11-07,2024-11-29,1,100,22.6,100.0,55.5,5,8,4.3,22.0
ENR003704,LRN01222,CRS0006,2024-11-23,,0,39,2.4,48.8,65.6,1,0,,
ENR003705,LRN01223,CRS0190,2024-07-13,,0,14,4.1,5.5,,0,2,,
ENR003706,LRN01224,CRS0114,2024-09-18,,0,31,10.7,18.7,61.9,1,5,,
ENR003707,LRN01224,CRS0163,2024-09-04,,0,27,3.8,38.9,59.8,1,1,,
ENR003708,LRN01224,CRS0099,2024-09-30,,0,34,2.3,28.5,41.7,1,1,,
ENR003709,LRN01224,CRS0071,2024-08-30,2024-09-24,1,100,5.9,100.0,83.8,5,3,3.7,25.0
ENR003710,LRN01225,CRS0178,2024-06-21,2024-07-04,1,100,21.5,100.0,83.2,5,11,4.3,13.0
ENR003711,LRN01225,CRS0007,2024-05-09,,0,26,3.2,35.6,57.9,1,2,,
ENR003712,LRN01225,CRS0177,2024-03-10,2024-03-21,1,100,14.9,97.2,84.4,5,6,4.6,11.0
ENR003713,LRN01226,CRS0005,2025-02-08,2025-03-19,1,100,50.9,100.0,69.9,5,24,4.4,39.0
ENR003714,LRN01227,CRS0166,2024-07-14,,0,30,2.9,21.1,79.4,1,1,,
ENR003715,LRN01228,CRS0142,2025-01-17,,0,35,5.8,45.6,42.2,1,4,,
ENR003716,LRN01228,CRS0199,2024-12-30,2025-02-15,1,100,43.2,100.0,44.5,5,15,4.9,47.0
ENR003717,LRN01228,CRS0014,2025-01-19,,0,12,1.8,7.8,,0,0,,
ENR003718,LRN01229,CRS0126,2024-04-18,,0,27,3.3,38.1,68.2,1,1,,
ENR003719,LRN01230,CRS0114,2024-10-14,,0,28,14.6,22.3,47.6,1,5,,
ENR003720,LRN01231,CRS0174,2023-12-27,,0,48,21.2,37.1,69.2,2,16,,
ENR003721,LRN01232,CRS0046,2025-10-25,,0,26,3.0,30.3,64.6,1,2,,
ENR003722,LRN01233,CRS0059,2025-08-09,,0,17,2.3,24.4,,0,1,,
ENR003723,LRN01233,CRS0047,2025-07-07,,0,39,5.3,28.3,84.3,1,2,,
ENR003724,LRN01233,CRS0041,2025-10-15,,0,28,7.9,13.8,79.9,1,3,,
ENR003725,LRN01234,CRS0186,2025-10-12,,0,32,12.7,41.4,29.5,1,5,,
ENR003726,LRN01234,CRS0181,2025-09-27,,0,59,27.2,57.0,67.8,2,12,,
ENR003727,LRN01234,CRS0163,2025-10-11,,0,39,3.8,50.1,65.1,1,2,,
ENR003728,LRN01235,CRS0006,2025-07-09,,0,6,0.2,12.5,,0,0,,
ENR003729,LRN01236,CRS0155,2025-07-21,2025-09-01,1,100,60.1,93.4,63.9,5,24,3.9,42.0
ENR003730,LRN01236,CRS0124,2025-04-08,2025-05-15,1,100,45.7,93.3,83.4,5,23,4.1,37.0
ENR003731,LRN01236,CRS0147,2025-03-18,2025-04-06,1,100,30.5,100.0,60.8,5,12,4.1,19.0
ENR003732,LRN01236,CRS0024,2025-05-04,,0,30,8.8,15.6,33.6,1,4,,
ENR003733,LRN01237,CRS0057,2024-10-25,2024-12-04,1,100,26.3,100.0,56.8,5,9,4.4,40.0
ENR003734,LRN01238,CRS0103,2024-11-14,,0,9,2.6,20.7,,0,2,,
ENR003735,LRN01239,CRS0079,2024-11-23,,0,24,2.6,18.3,65.5,1,1,,
ENR003736,LRN01239,CRS0116,2024-11-04,,0,32,13.8,32.6,61.1,1,11,,
ENR003737,LRN01239,CRS0155,2024-08-01,,0,30,20.4,30.5,60.4,1,7,,
ENR003738,LRN01239,CRS0153,2024-08-28,2025-03-10,1,100,73.9,99.5,48.6,5,28,4.6,194.0
ENR003739,LRN01240,CRS0043,2025-04-09,,0,41,13.7,36.4,48.2,2,6,,
ENR003740,LRN01241,CRS0005,2025-08-07,2025-11-22,1,100,52.9,93.3,55.8,5,24,4.7,107.0
ENR003741,LRN01242,CRS0151,2024-10-22,,0,8,7.0,0.0,,0,2,,
ENR003742,LRN01242,CRS0160,2024-10-07,,0,18,8.8,28.2,,0,4,,
ENR003743,LRN01242,CRS0153,2024-12-05,,0,19,9.3,14.5,,0,5,,
ENR003744,LRN01242,CRS0130,2024-11-19,,0,41,7.9,38.0,46.7,2,4,,
ENR003745,LRN01242,CRS0068,2024-11-26,,0,7,0.2,0.0,,0,0,,
ENR003746,LRN01242,CRS0125,2024-07-09,2024-11-19,1,100,88.8,99.8,61.6,5,33,3.5,133.0
ENR003747,LRN01243,CRS0187,2025-01-10,2025-03-30,1,100,93.5,87.8,70.8,5,29,4.0,79.0
ENR003748,LRN01243,CRS0193,2025-01-19,,0,15,6.6,7.9,,0,3,,
ENR003749,LRN01244,CRS0096,2024-12-12,,0,33,3.4,27.2,66.6,1,2,,
ENR003750,LRN01245,CRS0173,2024-03-28,,0,62,39.0,56.1,65.9,3,15,,
ENR003751,LRN01245,CRS0031,2024-05-08,,0,6,3.3,15.2,,0,1,,
ENR003752,LRN01246,CRS0092,2024-03-15,,0,10,3.3,10.6,,0,1,,
ENR003753,LRN01247,CRS0134,2025-05-04,,0,18,2.5,6.9,,0,1,,
ENR003754,LRN01247,CRS0190,2025-06-25,2025-09-16,1,100,39.3,100.0,29.3,5,15,4.4,83.0
ENR003755,LRN01248,CRS0082,2025-01-29,,0,32,1.4,34.2,82.0,1,1,,
ENR003756,LRN01248,CRS0159,2025-06-22,,0,30,3.0,32.2,36.4,1,2,,
ENR003757,LRN01248,CRS0074,2025-03-25,2025-05-17,1,100,61.8,93.0,71.6,5,24,4.6,53.0
ENR003758,LRN01248,CRS0083,2025-03-13,,0,26,16.0,18.2,60.7,1,5,,
ENR003759,LRN01249,CRS0183,2025-07-04,,0,36,18.2,30.8,67.3,1,8,,
ENR003760,LRN01249,CRS0181,2025-04-04,,0,38,12.8,43.5,35.2,1,7,,
ENR003761,LRN01249,CRS0188,2025-03-03,,0,35,7.9,22.5,82.4,1,4,,
ENR003762,LRN01249,CRS0167,2025-06-10,2025-06-17,1,100,5.6,93.9,48.2,5,4,4.4,7.0
ENR003763,LRN01249,CRS0084,2025-03-15,,0,34,2.6,29.1,77.4,1,1,,
ENR003764,LRN01249,CRS0197,2025-03-19,,0,22,5.5,15.8,56.5,1,4,,
ENR003765,LRN01249,CRS0168,2025-02-15,,0,10,1.4,11.4,,0,0,,
ENR003766,LRN01249,CRS0184,2025-03-29,2025-06-20,1,100,63.4,100.0,59.7,5,25,4.8,83.0
ENR003767,LRN01249,CRS0196,2025-03-04,2025-04-15,1,100,29.1,99.4,66.6,5,13,4.0,42.0
ENR003768,LRN01249,CRS0199,2025-02-03,2025-03-16,1,100,35.8,100.0,85.8,5,15,4.2,41.0
ENR003769,LRN01250,CRS0185,2024-02-21,,0,37,8.5,50.0,78.1,1,5,,
ENR003770,LRN01251,CRS0071,2023-12-01,,0,61,3.5,74.5,28.5,3,1,,
ENR003771,LRN01251,CRS0042,2024-04-29,,0,17,10.9,12.1,,0,5,,
ENR003772,LRN01252,CRS0128,2025-12-20,,0,22,8.1,34.5,54.8,1,4,,
ENR003773,LRN01253,CRS0164,2025-02-28,,0,15,4.7,16.4,,0,2,,
ENR003774,LRN01253,CRS0034,2025-04-15,,0,23,13.0,12.5,36.4,1,6,,
ENR003775,LRN01254,CRS0002,2025-11-26,2026-01-05,1,100,34.5,100.0,64.6,5,14,4.6,40.0
ENR003776,LRN01255,CRS0118,2024-04-25,2024-06-06,1,100,67.1,100.0,63.1,5,28,4.5,42.0
ENR003777,LRN01255,CRS0170,2024-02-06,,0,69,4.2,79.8,55.0,3,2,,
ENR003778,LRN01256,CRS0062,2024-06-06,,0,26,2.2,25.8,61.2,1,1,,
ENR003779,LRN01256,CRS0002,2024-04-07,,0,23,6.2,8.9,53.0,1,3,,
ENR003780,LRN01256,CRS0196,2024-06-16,,0,46,9.1,32.8,42.2,2,6,,
ENR003781,LRN01256,CRS0070,2024-04-16,,0,30,1.6,17.5,74.6,1,2,,
ENR003782,LRN01256,CRS0093,2024-04-17,,0,47,13.8,37.1,71.4,2,6,,
ENR003783,LRN01256,CRS0040,2024-02-05,2024-04-05,1,100,42.3,100.0,73.6,5,19,4.2,60.0
ENR003784,LRN01257,CRS0175,2025-06-21,,0,46,4.3,36.7,66.9,2,1,,
ENR003785,LRN01258,CRS0189,2024-01-17,2024-08-14,1,100,88.2,99.5,75.0,5,34,3.9,210.0
ENR003786,LRN01258,CRS0092,2024-02-11,,0,45,9.7,31.6,72.1,2,7,,
ENR003787,LRN01258,CRS0132,2024-04-30,,0,30,3.9,26.2,62.1,1,2,,
ENR003788,LRN01258,CRS0031,2024-02-24,2024-08-18,1,100,92.4,100.0,43.3,5,31,4.0,176.0
ENR003789,LRN01259,CRS0004,2024-03-15,,0,16,6.7,11.0,,0,4,,
ENR003790,LRN01260,CRS0011,2025-04-07,,0,9,2.0,9.5,,0,1,,
ENR003791,LRN01260,CRS0118,2025-01-01,,0,10,7.2,1.2,,0,2,,
ENR003792,LRN01260,CRS0111,2025-04-02,2025-06-16,1,100,56.1,88.1,47.7,5,27,4.3,75.0
ENR003793,LRN01260,CRS0097,2025-01-21,,0,16,2.4,1.2,,0,1,,
ENR003794,LRN01260,CRS0136,2025-02-24,,0,21,16.1,19.7,63.3,1,5,,
ENR003795,LRN01260,CRS0119,2025-04-22,,0,10,1.6,0.0,,0,0,,
ENR003796,LRN01260,CRS0086,2025-06-04,,0,7,0.6,18.3,,0,0,,
ENR003797,LRN01260,CRS0032,2025-03-07,,0,25,2.9,22.0,66.7,1,2,,
ENR003798,LRN01260,CRS0092,2025-05-11,,0,13,3.2,0.3,,0,2,,
ENR003799,LRN01260,CRS0087,2025-05-21,,0,4,1.2,0.0,,0,0,,
ENR003800,LRN01260,CRS0120,2025-05-18,2025-05-25,1,100,6.6,100.0,63.8,5,3,4.3,7.0
ENR003801,LRN01260,CRS0103,2025-04-04,,0,28,12.6,33.4,36.3,1,6,,
ENR003802,LRN01261,CRS0011,2026-01-14,,0,23,5.8,34.7,32.7,1,2,,
ENR003803,LRN01262,CRS0085,2025-11-23,,0,34,10.4,44.2,75.6,1,4,,
ENR003804,LRN01262,CRS0084,2025-12-14,2025-12-24,1,100,10.6,100.0,53.5,5,4,3.2,10.0
ENR003805,LRN01263,CRS0157,2025-09-18,,0,59,17.2,45.6,60.1,2,8,,
ENR003806,LRN01264,CRS0139,2025-01-14,,0,27,12.2,28.1,83.1,1,4,,
ENR003807,LRN01264,CRS0152,2024-12-28,2025-04-07,1,100,15.7,100.0,78.8,5,5,4.6,100.0
ENR003808,LRN01264,CRS0125,2024-12-22,,0,14,11.3,8.8,,0,4,,
ENR003809,LRN01265,CRS0059,2025-02-04,,0,22,1.6,23.0,60.3,1,2,,
ENR003810,LRN01265,CRS0177,2025-01-21,,0,12,1.5,26.6,,0,0,,
ENR003811,LRN01265,CRS0049,2025-01-21,,0,38,17.6,39.2,76.0,1,8,,
ENR003812,LRN01265,CRS0044,2025-07-14,,0,21,9.8,16.3,61.1,1,4,,
ENR003813,LRN01266,CRS0040,2024-08-10,,0,10,2.9,10.7,,0,1,,
ENR003814,LRN01266,CRS0015,2024-04-18,,0,30,6.8,24.3,70.7,1,3,,
ENR003815,LRN01267,CRS0090,2025-05-29,,0,57,17.0,61.8,52.1,2,7,,
ENR003816,LRN01267,CRS0119,2025-10-02,,0,26,3.8,33.4,85.8,1,1,,
ENR003817,LRN01267,CRS0107,2025-05-27,,0,6,1.9,10.8,,0,0,,
ENR003818,LRN01267,CRS0108,2025-09-16,2025-10-19,1,100,29.3,100.0,67.1,5,12,4.3,33.0
ENR003819,LRN01268,CRS0041,2025-08-31,2025-09-28,1,100,29.6,97.8,26.7,5,11,4.1,28.0
ENR003820,LRN01269,CRS0107,2024-05-22,,0,19,7.8,4.7,,0,3,,
ENR003821,LRN01269,CRS0112,2024-07-13,2024-07-23,1,100,8.5,97.3,63.5,5,4,3.7,10.0
ENR003822,LRN01269,CRS0090,2024-05-18,2024-06-23,1,100,24.3,85.4,45.0,5,12,4.4,36.0
ENR003823,LRN01269,CRS0106,2024-10-11,,0,60,13.1,56.2,90.3,3,7,,
ENR003824,LRN01269,CRS0092,2024-10-01,,0,25,6.3,28.1,55.6,1,4,,
ENR003825,LRN01269,CRS0114,2024-06-03,,0,41,16.7,26.2,61.2,2,7,,
ENR003826,LRN01269,CRS0096,2024-06-04,,0,61,7.0,71.0,29.7,3,4,,
ENR003827,LRN01269,CRS0101,2024-09-07,,0,11,1.1,0.7,,0,0,,
ENR003828,LRN01269,CRS0115,2024-07-05,,0,59,22.2,68.7,64.8,2,8,,
ENR003829,LRN01269,CRS0088,2024-06-01,2024-06-14,1,100,11.3,100.0,24.6,5,8,4.2,13.0
ENR003830,LRN01269,CRS0104,2024-10-20,2024-10-28,1,100,5.9,92.4,59.6,5,2,3.2,8.0
ENR003831,LRN01269,CRS0113,2024-05-10,2024-05-27,1,100,13.1,98.0,26.9,5,8,4.5,17.0
ENR003832,LRN01269,CRS0026,2024-05-31,2024-06-28,1,100,19.1,85.2,81.7,5,10,4.7,28.0
ENR003833,LRN01269,CRS0093,2024-05-31,,0,56,17.5,70.3,81.7,2,8,,
ENR003834,LRN01269,CRS0086,2024-04-29,,0,12,1.4,0.0,,0,0,,
ENR003835,LRN01270,CRS0148,2025-08-10,2025-08-27,1,100,6.0,100.0,56.3,5,4,4.5,17.0
ENR003836,LRN01270,CRS0153,2026-01-25,,0,1,0.8,0.0,,0,0,,
ENR003837,LRN01271,CRS0166,2024-06-15,,0,65,5.0,62.2,84.9,3,3,,
ENR003838,LRN01271,CRS0171,2024-07-06,,0,39,7.7,26.7,58.7,1,4,,
ENR003839,LRN01272,CRS0088,2025-01-16,,0,2,0.2,14.3,,0,0,,
ENR003840,LRN01273,CRS0023,2024-09-12,,0,20,5.8,15.4,,0,4,,
ENR003841,LRN01274,CRS0180,2024-02-24,,0,2,1.4,0.0,,0,0,,
ENR003842,LRN01274,CRS0103,2024-04-26,,0,54,18.6,56.5,57.6,2,12,,
ENR003843,LRN01274,CRS0186,2024-04-25,2024-07-05,1,100,32.4,87.5,81.2,5,16,4.8,71.0
ENR003844,LRN01275,CRS0066,2025-01-03,2025-01-24,1,100,12.9,86.1,54.2,5,7,4.9,21.0
ENR003845,LRN01276,CRS0056,2024-04-18,2024-05-15,1,100,35.0,92.6,64.1,5,14,2.9,27.0
ENR003846,LRN01276,CRS0137,2024-05-19,,0,24,17.0,16.4,73.2,1,7,,
ENR003847,LRN01277,CRS0200,2024-10-20,2025-02-07,1,100,36.3,95.9,44.8,5,14,4.7,110.0
ENR003848,LRN01277,CRS0089,2024-10-14,,0,38,11.6,48.8,59.8,1,4,,
ENR003849,LRN01277,CRS0120,2024-08-01,,0,9,0.5,19.3,,0,0,,
ENR003850,LRN01277,CRS0113,2024-07-17,,0,12,0.8,0.2,,0,1,,
ENR003851,LRN01277,CRS0134,2024-08-13,,0,54,4.9,61.1,54.7,2,3,,
ENR003852,LRN01277,CRS0103,2024-10-05,2025-05-11,1,100,59.6,100.0,49.9,5,23,3.9,218.0
ENR003853,LRN01277,CRS0099,2024-07-28,,0,31,1.0,41.4,42.7,1,1,,
ENR003854,LRN01277,CRS0092,2024-11-06,,0,1,0.4,0.0,,0,0,,
ENR003855,LRN01277,CRS0094,2024-09-06,2025-09-09,1,100,81.8,100.0,72.4,5,31,4.7,368.0
ENR003856,LRN01277,CRS0085,2024-11-04,,0,10,2.9,23.0,,0,1,,
ENR003857,LRN01277,CRS0091,2024-07-18,,0,39,3.2,30.2,50.4,1,1,,
ENR003858,LRN01278,CRS0078,2026-03-11,,0,24,10.0,19.6,69.2,1,7,,
