learner_id,age,primary_interest,learning_style,time_available_weekly,learning_goal,experience_level,joined_date
LRN01053,25,Programming,Theoretical,1.5,Career Switch,Advanced,2024-02-26
LRN01054,20,Design,Visual,3.2,Career Switch,Intermediate,2024-10-17
LRN01055,36,Design,Mixed,4.0,Career Switch,Beginner,2023-12-10
LRN01056,18,Cloud,Visual,7.9,Certification,Beginner,2024-11-30
LRN01057,18,Cloud,Visual,6.8,Personal Interest,Advanced,2024-03-09
LRN01058,40,Data Science,Theoretical,1.0,Promotion,Advanced,2025-02-24
LRN01059,25,Data Science,Visual,5.9,Certification,Intermediate,2024-02-07
LRN01060,35,Cloud,Visual,3.5,Skill Enhancement,Intermediate,2024-12-16
LRN01061,28,Design,Hands-on,1.1,Skill Enhancement,Intermediate,2025-07-16
LRN01062,27,Design,Visual,1.1,Promotion,Intermediate,2025-01-13
LRN01063,28,Programming,Mixed,2.5,Promotion,Intermediate,2025-05-28
LRN01064,27,Data Science,Mixed,6.8,Promotion,Beginner,2024-05-27
LRN01065,33,Design,Hands-on,7.7,Promotion,Advanced,2024-04-20
LRN01066,32,Data Science,Hands-on,6.4,Career Switch,Intermediate,2024-07-25
LRN01067,21,Business,Visual,14.0,Career Switch,Advanced,2024-08-11
LRN01068,35,Design,Theoretical,3.8,Personal Interest,Beginner,2024-11-14
LRN01069,28,Business,Visual,4.9,Personal Interest,Beginner,2024-10-15
LRN01070,21,Cloud,Mixed,2.5,Promotion,Beginner,2024-07-14
LRN01071,29,Programming,Hands-on,3.9,Skill Enhancement,Advanced,2024-09-21
LRN01072,31,Data Science,Visual,1.0,Career Switch,Advanced,2025-08-14
LRN01073,44,Data Science,Hands-on,8.8,Personal Interest,Beginner,2024-10-22
LRN01074,30,Programming,Theoretical,3.4,Certification,Intermediate,2025-09-15
LRN01075,29,Business,Hands-on,4.1,Promotion,Beginner,2025-03-14
LRN01076,23,Cloud,Theoretical,5.8,Promotion,Intermediate,2024-01-10
LRN01077,32,Data Science,Visual,3.5,Certification,Advanced,2023-11-29
LRN01078,30,Cloud,Visual,8.6,Personal Interest,Beginner,2025-08-08
LRN01079,18,Business,Hands-on,6.5,Promotion,Intermediate,2025-08-15
LRN01080,26,Design,Visual,9.7,Career Switch,Intermediate,2023-12-02
LRN01081,35,Business,Theoretical,11.0,Career Switch,Beginner,2024-12-13
LRN01082,38,Design,Hands-on,4.9,Certification,Advanced,2025-06-29
LRN01083,34,Business,Mixed,9.7,Promotion,Advanced,2025-07-10
LRN01084,24,Data Science,Hands-on,3.4,Promotion,Intermediate,2024-03-13
LRN01085,27,Programming,Visual,8.3,Skill Enhancement,Advanced,2024-11-30
LRN01086,27,Business,Mixed,6.2,Certification,Advanced,2025-05-01
LRN01087,18,Programming,Theoretical,5.1,Personal Interest,Intermediate,2024-01-07
LRN01088,29,Business,Hands-on,11.2,Promotion,Intermediate,2025-08-06
LRN01089,19,Business,Mixed,2.7,Career Switch,Advanced,2024-12-26
LRN01090,35,Data Science,Hands-on,6.6,Personal Interest,Intermediate,2023-12-06
LRN01091,21,Data Science,Visual,9.3,Certification,Advanced,2023-11-14
LRN01092,30,Cloud,Hands-on,1.4,Certification,Beginner,2024-03-01
LRN01093,18,Data Science,Mixed,9.3,Personal Interest,Advanced,2024-11-05
LRN01094,32,Design,Hands-on,10.2,Skill Enhancement,Advanced,2025-05-20
LRN01095,25,Cloud,Hands-on,6.4,Skill Enhancement,Intermediate,2024-04-20
LRN01096,18,Data Science,Mixed,7.3,Skill Enhancement,Advanced,2024-03-09
LRN01097,33,Data Science,Theoretical,4.7,Career Switch,Advanced,2024-04-11
LRN01098,37,Programming,Hands-on,2.9,Personal Interest,Beginner,2025-09-08
LRN01099,28,Business,Mixed,2.2,Certification,Intermediate,2024-07-12
LRN01100,30,Business,Hands-on,10.0,Skill Enhancement,Beginner,2025-05-27
LRN01101,30,Data Science,Visual,5.7,Promotion,Advanced,2025-01-08
LRN01102,23,Cloud,Hands-on,2.4,Promotion,Beginner,2025-02-14
LRN01103,18,Programming,Theoretical,8.2,Career Switch,Advanced,2024-06-07
LRN01104,39,Data Science,Mixed,8.6,Personal Interest,Beginner,2024-09-07
LRN01105,37,Design,Mixed,3.0,Skill Enhancement,Beginner,2025-03-25
LRN01106,25,Data Science,Visual,8.6,Certification,Beginner,2025-01-05
LRN01107,31,Design,Hands-on,2.4,Skill Enhancement,Beginner,2025-08-02
LRN01108,31,Data Science,Mixed,6.5,Promotion,Intermediate,2024-11-10
LRN01109,38,Design,Hands-on,8.0,Certification,Intermediate,2025-08-27
LRN01110,35,Cloud,Mixed,4.0,Personal Interest,Intermediate,2024-01-21
LRN01111,34,Cloud,Visual,6.0,Promotion,Beginner,2024-07-03
LRN01112,27,Design,Visual,2.3,Skill Enhancement,Advanced,2024-04-06
LRN01113,30,Design,Visual,3.8,Promotion,Intermediate,2024-04-28
LRN01114,22,Programming,Hands-on,6.8,Personal Interest,Intermediate,2024-08-27
LRN01115,23,Business,Theoretical,2.2,Certification,Beginner,2024-08-02
LRN01116,33,Business,Visual,8.6,Promotion,Beginner,2024-06-21
LRN01117,41,Design,Visual,3.8,Promotion,Beginner,2025-04-07
LRN01118,18,Cloud,Hands-on,2.8,Certification,Intermediate,2024-11-11
LRN01119,18,Design,Visual,6.4,Skill Enhancement,Intermediate,2024-02-12
LRN01120,26,Data Science,Mixed,7.9,Career Switch,Intermediate,2024-11-11
LRN01121,30,Data Science,Visual,5.2,Career Switch,Beginner,2024-07-05
LRN01122,31,Business,Visual,2.3,Promotion,Advanced,2024-09-10
LRN01123,36,Cloud,Hands-on,3.7,Certification,Advanced,2024-09-14
LRN01124,25,Programming,Hands-on,4.8,Personal Interest,Advanced,2023-12-03
LRN01125,20,Data Science,Hands-on,2.4,Skill Enhancement,Beginner,2025-08-17
LRN01126,32,Design,Theoretical,3.9,Personal Interest,Advanced,2024-07-09
LRN01127,36,Business,Hands-on,14.7,Career Switch,Beginner,2025-03-15
LRN01128,31,Programming,Theoretical,2.0,Career Switch,Intermediate,2024-05-17
LRN01129,34,Design,Visual,9.2,Promotion,Intermediate,2025-02-07
LRN01130,27,Data Science,Mixed,7.1,Certification,Intermediate,2024-07-13
LRN01131,20,Programming,Visual,2.5,Skill Enhancement,Advanced,2024-12-28
LRN01132,34,Cloud,Hands-on,6.1,Career Switch,Beginner,2025-05-10
LRN01133,25,Programming,Theoretical,12.0,Career Switch,Beginner,2025-09-05
LRN01134,18,Cloud,Theoretical,1.3,Personal Interest,Beginner,2025-08-19
LRN01135,23,Programming,Mixed,5.8,Skill Enhancement,Beginner,2023-11-20
LRN01136,27,Business,Hands-on,5.0,Certification,Advanced,2024-02-24
LRN01137,27,Business,Visual,6.1,Career Switch,Intermediate,2024-11-12
LRN01138,33,Business,Mixed,8.7,Career Switch,Intermediate,2024-03-24
LRN01139,20,Programming,Theoretical,11.6,Certification,Beginner,2025-06-06
LRN01140,18,Business,Theoretical,3.8,Promotion,Intermediate,2024-04-19
LRN01141,33,Data Science,Hands-on,12.6,Promotion,Beginner,2025-06-19
LRN01142,18,Cloud,Visual,3.7,Certification,Advanced,2024-01-28
LRN01143,34,Business,Mixed,2.2,Promotion,Intermediate,2025-01-16
LRN01144,28,Cloud,Theoretical,8.7,Skill Enhancement,Advanced,2024-03-11
LRN01145,23,Design,Mixed,4.4,Certification,Beginner,2024-01-23
LRN01146,24,Data Science,Theoretical,10.1,Skill Enhancement,Beginner,2025-06-09
LRN01147,18,Programming,Mixed,13.8,Career Switch,Advanced,2025-03-10
LRN01148,25,Cloud,Mixed,4.8,Certification,Beginner,2024-11-01
LRN01149,29,Business,Hands-on,2.7,Career Switch,Advanced,2025-03-16
LRN01150,37,Business,Theoretical,5.3,Career Switch,Intermediate,2024-12-05
LRN01151,36,Cloud,Theoretical,8.9,Career Switch,Beginner,2024-11-01
LRN01152,38,Business,Mixed,2.0,Promotion,Advanced,2025-09-09
LRN01153,32,Data Science,Hands-on,11.0,Personal Interest,Intermediate,2023-11-20
LRN01154,27,Design,Mixed,6.8,Career Switch,Advanced,2025-05-22
LRN01155,38,Design,Hands-on,13.2,Certification,Advanced,2024-10-30
LRN01156,18,Design,Mixed,2.5,Career Switch,Advanced,2024-12-06
LRN01157,25,Cloud,Theoretical,3.3,Promotion,Advanced,2025-09-19
LRN01158,22,Data Science,Theoretical,5.6,Personal Interest,Beginner,2025-05-09
LRN01159,18,Business,Visual,4.5,Personal Interest,Intermediate,2024-01-06
LRN01160,36,Cloud,Hands-on,5.5,Promotion,Advanced,2024-09-05
LRN01161,25,Data Science,Visual,4.6,Personal Interest,Advanced,2024-11-20
LRN01162,28,Programming,Theoretical,4.0,Certification,Beginner,2024-05-18
LRN01163,41,Data Science,Theoretical,7.8,Certification,Intermediate,2025-03-01
LRN01164,23,Cloud,Theoretical,3.4,Skill Enhancement,Beginner,2024-09-20
LRN01165,22,Programming,Hands-on,4.4,Career Switch,Intermediate,2024-05-08
LRN01166,37,Programming,Mixed,6.7,Promotion,Beginner,2025-03-28
LRN01167,34,Business,Mixed,1.9,Promotion,Intermediate,2024-11-07
LRN01168,27,Data Science,Visual,1.1,Promotion,Advanced,2025-05-26
LRN01169,18,Data Science,Visual,13.3,Certification,Intermediate,2024-04-22
LRN01170,24,Programming,Visual,2.0,Personal Interest,Beginner,2024-02-08
LRN01171,27,Programming,Theoretical,6.3,Certification,Beginner,2025-06-25
LRN01172,26,Cloud,Theoretical,5.5,Career Switch,Advanced,2024-11-23
LRN01173,32,Data Science,Theoretical,2.5,Skill Enhancement,Beginner,2024-12-19
LRN01174,28,Business,Theoretical,6.2,Certification,Advanced,2025-06-10
LRN01175,21,Business,Hands-on,3.4,Skill Enhancement,Intermediate,2025-06-13
LRN01176,33,Programming,Visual,8.0,Skill Enhancement,Advanced,2024-10-15
LRN01177,26,Cloud,Theoretical,7.4,Personal Interest,Beginner,2024-12-22
LRN01178,18,Cloud,Hands-on,7.8,Skill Enhancement,Beginner,2024-11-24
LRN01179,18,Cloud,Theoretical,2.2,Promotion,Intermediate,2025-08-18
LRN01180,33,Data Science,Visual,7.9,Certification,Advanced,2025-08-18
LRN01181,36,Programming,Mixed,2.3,Career Switch,Beginner,2024-07-29
LRN01182,21,Design,Hands-on,11.7,Promotion,Advanced,2024-01-03
LRN01183,22,Design,Theoretical,3.4,Personal Interest,Intermediate,2025-03-20
LRN01184,22,Cloud,Visual,1.9,Certification,Advanced,2025-05-27
LRN01185,24,Programming,Mixed,2.2,Career Switch,Intermediate,2024-11-25
LRN01186,18,Design,Mixed,9.1,Skill Enhancement,Beginner,2025-05-14
LRN01187,32,Cloud,Theoretical,6.9,Personal Interest,Intermediate,2025-04-04
LRN01188,23,Business,Theoretical,5.8,Certification,Intermediate,2025-09-08
LRN01189,24,Programming,Mixed,10.7,Career Switch,Intermediate,2024-06-05
LRN01190,22,Design,Hands-on,7.4,Personal Interest,Intermediate,2024-01-29
LRN01191,26,Cloud,Hands-on,5.0,Promotion,Beginner,2024-08-19
LRN01192,40,Programming,Theoretical,3.6,Promotion,Advanced,2025-07-28
LRN01193,32,Business,Mixed,4.0,Certification,Advanced,2024-08-11
LRN01194,34,Data Science,Hands-on,17.6,Promotion,Beginner,2024-06-02
LRN01195,37,Design,Visual,5.5,Personal Interest,Beginner,2024-02-11
LRN01196,25,Design,Mixed,9.3,Promotion,Intermediate,2024-03-30
LRN01197,32,Data Science,Hands-on,1.1,Career Switch,Advanced,2024-02-29
LRN01198,44,Design,Visual,6.1,Promotion,Advanced,2024-06-21
LRN01199,24,Business,Visual,5.1,Certification,Beginner,2024-11-27
LRN01200,40,Design,Visual,2.6,Promotion,Beginner,2024-02-06
LRN01201,31,Design,Theoretical,2.5,Certification,Advanced,2023-12-02
LRN01202,30,Programming,Visual,3.1,Skill Enhancement,Beginner,2024-02-22
LRN01203,28,Programming,Hands-on,8.3,Skill Enhancement,Intermediate,2024-04-12
LRN01204,23,Business,Mixed,5.3,Promotion,Advanced,2024-07-08
LRN01205,31,Data Science,Hands-on,3.7,Personal Interest,Intermediate,2024-03-04
LRN01206,31,Business,Mixed,3.0,Personal Interest,Beginner,2024-02-20
LRN01207,28,Programming,Mixed,7.5,Skill Enhancement,Intermediate,2025-08-06
LRN01208,25,Business,Visual,3.8,Career Switch,Advanced,2024-03-14
LRN01209,30,Business,Visual,10.2,Personal Interest,Beginner,2025-02-10
LRN01210,23,Design,Mixed,2.2,Personal Interest,Advanced,2024-09-12
LRN01211,33,Design,Mixed,6.2,Certification,Advanced,2025-03-06
LRN01212,36,Data Science,Mixed,2.3,Skill Enhancement,Beginner,2024-03-19
LRN01213,25,Design,Theoretical,4.1,Certification,Beginner,2024-12-17
LRN01214,30,Data Science,Hands-on,7.7,Career Switch,Beginner,2023-12-15
LRN01215,28,Programming,Hands-on,9.7,Certification,Advanced,2024-07-18
LRN01216,25,Data Science,Visual,2.5,Skill Enhancement,Advanced,2024-08-09
LRN01217,18,Design,Mixed,4.3,Promotion,Beginner,2024-06-30
LRN01218,37,Cloud,Mixed,20.3,Promotion,Intermediate,2024-09-10
LRN01219,25,Business,Hands-on,5.1,Skill Enhancement,Intermediate,2024-01-28
LRN01220,39,Programming,Mixed,4.5,Skill Enhancement,Advanced,2024-05-13
LRN01221,24,Business,Mixed,2.9,Promotion,Advanced,2024-09-28
LRN01222,23,Programming,Visual,7.1,Promotion,Intermediate,2024-09-26
LRN01223,18,Programming,Mixed,3.2,Career Switch,Beginner,2024-04-17
LRN01224,18,Business,Mixed,2.0,Promotion,Beginner,2024-04-21
LRN01225,22,Cloud,Visual,12.4,Skill Enhancement,Intermediate,2024-01-02
LRN01226,25,Programming,Theoretical,11.5,Promotion,Beginner,2024-10-22
LRN01227,24,Cloud,Visual,2.0,Certification,Intermediate,2024-05-02
LRN01228,30,Design,Theoretical,6.4,Certification,Intermediate,2024-12-11
LRN01229,26,Business,Hands-on,2.8,Career Switch,Advanced,2024-02-05
LRN01230,37,Business,Theoretical,4.8,Career Switch,Advanced,2024-06-11
LRN01231,26,Cloud,Hands-on,7.9,Promotion,Beginner,2023-12-06
LRN01232,26,Business,Visual,9.0,Personal Interest,Intermediate,2025-07-16
LRN01233,19,Data Science,Visual,4.2,Personal Interest,Intermediate,2025-05-26
LRN01234,29,Cloud,Theoretical,7.5,Personal Interest,Intermediate,2025-09-24
LRN01235,32,Programming,Hands-on,3.1,Promotion,Advanced,2025-05-07
LRN01236,24,Design,Theoretical,11.1,Skill Enhancement,Intermediate,2025-02-09
LRN01237,22,Design,Hands-on,4.7,Promotion,Beginner,2024-10-22
LRN01238,20,Programming,Hands-on,10.1,Promotion,Beginner,2024-05-19
LRN01239,32,Design,Mixed,3.1,Skill Enhancement,Advanced,2024-07-15
LRN01240,25,Data Science,Hands-on,3.7,Promotion,Advanced,2024-10-20
LRN01241,31,Programming,Theoretical,4.6,Career Switch,Beginner,2025-04-20
LRN01242,22,Design,Mixed,5.5,Certification,Intermediate,2024-06-08
LRN01243,34,Cloud,Hands-on,9.1,Certification,Advanced,2024-09-04
LRN01244,25,Design,Theoretical,6.3,Skill Enhancement,Advanced,2024-07-20
LRN01245,22,Programming,Theoretical,2.0,Certification,Intermediate,2023-11-14
LRN01246,18,Business,Visual,4.4,Career Switch,Advanced,2023-12-26
LRN01247,29,Business,Mixed,3.8,Promotion,Advanced,2025-01-02
LRN01248,28,Business,Theoretical,10.6,Personal Interest,Beginner,2025-01-20
LRN01249,18,Cloud,Mixed,6.1,Certification,Advanced,2025-02-03
LRN01250,34,Cloud,Hands-on,1.5,Promotion,Intermediate,2023-11-15
LRN01251,22,Data Science,Theoretical,9.2,Promotion,Beginner,2023-11-20
LRN01252,31,Programming,Visual,3.1,Career Switch,Intermediate,2025-06-30
LRN01253,21,Cloud,Visual,7.0,Certification,Intermediate,2025-02-26
LRN01254,24,Business,Theoretical,7.1,Skill Enhancement,Beginner,2025-09-14
LRN01255,21,Cloud,Visual,12.5,Career Switch,Advanced,2023-12-06
LRN01256,22,Data Science,Visual,6.2,Career Switch,Beginner,2024-01-28
LRN01257,21,Data Science,Mixed,2.3,Promotion,Beginner,2025-06-17
LRN01258,27,Data Science,Theoretical,3.5,Personal Interest,Intermediate,2023-12-02
LRN01259,18,Programming,Mixed,2.4,Personal Interest,Intermediate,2023-11-25
LRN01260,24,Business,Theoretical,6.7,Skill Enhancement,Beginner,2024-12-29
LRN01261,19,Programming,Mixed,4.2,Certification,Intermediate,2025-08-08
LRN01262,20,Business,Theoretical,7.6,Skill Enhancement,Intermediate,2025-07-29
LRN01263,30,Design,Hands-on,3.1,Promotion,Intermediate,2025-04-09
LRN01264,38,Design,Visual,1.3,Skill Enhancement,Advanced,2024-07-24
LRN01265,18,Data Science,Visual,6.1,Certification,Advanced,2025-01-16
LRN01266,31,Programming,Visual,9.3,Career Switch,Beginner,2024-03-02
LRN01267,41,Business,Mixed,6.4,Career Switch,Intermediate,2025-05-09
LRN01268,18,Programming,Visual,6.6,Certification,Intermediate,2025-05-06
LRN01269,24,Business,Mixed,6.2,Promotion,Beginner,2024-04-29
LRN01270,23,Design,Mixed,2.7,Certification,Intermediate,2025-07-29
LRN01271,36,Cloud,Hands-on,1.0,Career Switch,Intermediate,2024-06-02
LRN01272,35,Programming,Theoretical,7.0,Personal Interest,Advanced,2024-12-02
LRN01273,28,Design,Visual,10.4,Career Switch,Intermediate,2024-04-09
LRN01274,25,Business,Visual,3.6,Certification,Intermediate,2023-12-15
LRN01275,32,Data Science,Hands-on,4.7,Promotion,Beginner,2024-09-10
LRN01276,45,Data Science,Theoretical,10.3,Certification,Beginner,2024-01-02
LRN01277,22,Business,Mixed,2.1,Career Switch,Advanced,2024-07-17
LRN01278,31,Data Science,Hands-on,4.0,Career Switch,Beginner,2025-09-13
LRN01279,34,Cloud,Hands-on,9.2,Certification,Intermediate,2025-08-05
LRN01280,36,Cloud,Theoretical,6.0,Certification,Advanced,2024-07-05
LRN01281,27,Programming,Visual,7.2,Personal Interest,Beginner,2024-10-28
LRN01282,32,Programming,Mixed,4.9,Career Switch,Beginner,2023-12-09
LRN01283,22,Cloud,Mixed,4.6,Promotion,Beginner,2024-02-23
LRN01284,36,Data Science,Visual,3.4,Career Switch,Advanced,2025-05-17
LRN01285,40,Design,Visual,5.1,Certification,Advanced,2025-08-23
LRN01286,18,Data Science,Hands-on,2.8,Career Switch,Beginner,2023-12-31
LRN01287,39,Programming,Theoretical,5.7,Career Switch,Intermediate,2024-01-22
LRN01288,44,Data Science,Visual,6.3,Career Switch,Beginner,2024-05-17
LRN01289,30,Cloud,Hands-on,4.9,Career Switch,Beginner,2024-07-29
LRN01290,42,Business,Mixed,9.2,Personal Interest,Beginner,2023-11-08
LRN01291,29,Cloud,Hands-on,17.6,Personal Interest,Beginner,2025-08-23
LRN01292,22,Cloud,Hands-on,4.6,Personal Interest,Beginner,2025-06-07
LRN01293,27,Business,Hands-on,7.4,Certification,Beginner,2024-09-25
LRN01294,30,Cloud,Hands-on,13.5,Certification,Beginner,2024-02-21
LRN01295,34,Programming,Hands-on,3.0,Career Switch,Advanced,2024-01-20
LRN01296,26,Design,Hands-on,2.0,Career Switch,Intermediate,2025-07-18
LRN01297,33,Programming,Visual,2.2,Skill Enhancement,Beginner,2023-12-11
LRN01298,25,Cloud,Theoretical,10.4,Certification,Advanced,2024-06-08
LRN01299,40,Data Science,Hands-on,8.1,Skill Enhancement,Advanced,2025-01-04
LRN01300,23,Cloud,Mixed,5.4,Certification,Beginner,2025-04-13
LRN01301,18,Cloud,Visual,15.2,Promotion,Beginner,2024-05-15
LRN01302,24,Cloud,Visual,6.0,Personal Interest,Intermediate,2024-08-06
LRN01303,26,Programming,Hands-on,1.6,Skill Enhancement,Beginner,2024-04-14
LRN01304,18,Programming,Theoretical,9.5,Promotion,Advanced,2025-02-26
LRN01305,38,Design,Hands-on,5.4,Personal Interest,Beginner,2025-03-24
LRN01306,32,Programming,Hands-on,4.7,Certification,Intermediate,2025-04-11
LRN01307,33,Data Science,Visual,7.3,Career Switch,Advanced,2024-10-01
LRN01308,29,Business,Hands-on,8.9,Certification,Intermediate,2024-10-31
LRN01309,45,Cloud,Mixed,3.4,Career Switch,Beginner,2025-08-16
LRN01310,21,Cloud,Hands-on,9.1,Skill Enhancement,Beginner,2024-05-30
LRN01311,26,Cloud,Visual,3.1,Career Switch,Beginner,2024-07-10
LRN01312,27,Cloud,Theoretical,1.3,Certification,Beginner,2023-11-15
LRN01313,36,Business,Hands-on,4.7,Career Switch,Intermediate,2025-02-17
LRN01314,26,Programming,Hands-on,6.3,Certification,Beginner,2024-09-19
LRN01315,18,Data Science,Visual,2.4,Certification,Advanced,2024-05-30
LRN01316,35,Programming,Mixed,4.2,Skill Enhancement,Beginner,2024-01-23
LRN01317,25,Design,Hands-on,2.0,Certification,Intermediate,2025-05-22
LRN01318,29,Design,Hands-on,6.1,Personal Interest,Intermediate,2025-03-15
LRN01319,27,Business,Hands-on,6.3,Career Switch,Advanced,2024-03-05
LRN01320,24,Programming,Theoretical,1.6,Skill Enhancement,Beginner,2024-06-19
LRN01321,32,Design,Mixed,1.7,Skill Enhancement,Intermediate,2025-02-25
LRN01322,40,Business,Hands-on,5.6,Promotion,Beginner,2024-02-25
LRN01323,20,Cloud,Hands-on,5.8,Career Switch,Intermediate,2024-04-22
LRN01324,18,Design,Hands-on,6.1,Promotion,Intermediate,2024-06-22
LRN01325,35,Business,Visual,3.3,Certification,Advanced,2025-01-29
LRN01326,27,Data Science,Theoretical,1.3,Certification,Advanced,2025-02-23
LRN01327,22,Cloud,Hands-on,7.0,Promotion,Beginner,2024-08-07
LRN01328,18,Programming,Visual,5.0,Certification,Advanced,2024-05-10
LRN01329,25,Programming,Mixed,6.4,Promotion,Intermediate,2024-06-05
LRN01330,29,Programming,Mixed,3.2,Certification,Beginner,2025-07-15
LRN01331,28,Cloud,Visual,8.0,Certification,Beginner,2025-05-26
LRN01332,37,Business,Theoretical,6.2,Skill Enhancement,Advanced,2025-07-08
LRN01333,28,Programming,Mixed,5.4,Personal Interest,Beginner,2024-06-25
LRN01334,34,Cloud,Visual,2.5,Certification,Intermediate,2025-05-20
LRN01335,28,Design,Hands-on,17.2,Personal Interest,Advanced,2024-06-20
LRN01336,25,Programming,Visual,5.2,Certification,Advanced,2024-11-02
LRN01337,18,Cloud,Visual,2.2,Personal Interest,Intermediate,2025-01-05
LRN01338,18,Cloud,Hands-on,1.7,Career Switch,Advanced,2024-10-30
LRN01339,34,Programming,Theoretical,4.3,Career Switch,Beginner,2024-09-11
LRN01340,20,Business,Mixed,7.9,Promotion,Beginner,2024-09-29
LRN01341,22,Business,Hands-on,5.2,Promotion,Advanced,2025-08-01
LRN01342,21,Cloud,Hands-on,5.8,Skill Enhancement,Intermediate,2025-02-06
LRN01343,28,Cloud,Visual,4.3,Certification,Advanced,2024-02-22
LRN01344,29,Data Science,Hands-on,6.7,Personal Interest,Intermediate,2025-01-08
LRN01345,31,Cloud,Mixed,7.5,Personal Interest,Beginner,2025-08-05
LRN01346,24,Business,Theoretical,3.4,Certification,Intermediate,2024-05-13
LRN01347,22,Cloud,Visual,4.1,Certification,Advanced,2024-04-12
LRN01348,36,Cloud,Theoretical,8.9,Certification,Advanced,2024-09-27
LRN01349,28,Programming,Hands-on,8.4,Certification,Beginner,2025-07-18
LRN01350,18,Design,Hands-on,16.8,Personal Interest,Beginner,2025-06-19
LRN01351,21,Data Science,Theoretical,5.2,Career Switch,Advanced,2025-05-10
LRN01352,18,Design,Hands-on,5.8,Skill Enhancement,Advanced,2024-01-05
LRN01353,51,Programming,Theoretical,1.2,Certification,Advanced,2024-04-02
LRN01354,22,Data Science,Mixed,5.0,Personal Interest,Intermediate,2024-07-11
LRN01355,28,Programming,Theoretical,2.9,Skill Enhancement,Beginner,2025-09-16
LRN01356,39,Data Science,Theoretical,3.2,Certification,Advanced,2024-10-22
LRN01357,18,Business,Mixed,2.4,Promotion,Advanced,2024-04-14
LRN01358,30,Cloud,Mixed,7.3,Certification,Intermediate,2024-03-07
LRN01359,42,Data Science,Theoretical,12.2,Skill Enhancement,Intermediate,2025-02-18
LRN01360,18,Design,Theoretical,6.1,Personal Interest,Beginner,2025-05-10
LRN01361,24,Business,Theoretical,3.2,Certification,Beginner,2024-01-14
LRN01362,18,Data Science,Theoretical,4.2,Skill Enhancement,Beginner,2023-11-26
LRN01363,29,Data Science,Hands-on,3.1,Skill Enhancement,Beginner,2025-08-27
LRN01364,18,Business,Hands-on,7.4,Certification,Intermediate,2024-09-25
LRN01365,23,Data Science,Hands-on,2.9,Promotion,Advanced,2025-09-03
LRN01366,18,Business,Theoretical,3.0,Skill Enhancement,Intermediate,2024-07-06
LRN01367,35,Cloud,Hands-on,6.2,Promotion,Intermediate,2025-06-06
LRN01368,26,Programming,Mixed,17.5,Certification,Beginner,2024-06-26
LRN01369,34,Business,Hands-on,5.7,Career Switch,Advanced,2024-03-28
LRN01370,39,Cloud,Theoretical,5.7,Personal Interest,Intermediate,2024-12-16
LRN01371,19,Cloud,Hands-on,8.2,Promotion,Advanced,2024-07-13
LRN01372,24,Business,Visual,6.3,Certification,Beginner,2025-05-19
LRN01373,23,Cloud,Visual,5.4,Personal Interest,Beginner,2024-08-23
LRN01374,18,Cloud,Hands-on,4.6,Certification,Intermediate,2025-07-06
LRN01375,20,Business,Visual,10.9,Promotion,Advanced,2025-03-23
LRN01376,29,Cloud,Hands-on,7.5,Personal Interest,Beginner,2025-09-15
LRN01377,35,Programming,Mixed,3.3,Career Switch,Advanced,2024-08-31
LRN01378,41,Data Science,Mixed,6.4,Personal Interest,Advanced,2024-01-28
LRN01379,44,Cloud,Visual,7.9,Personal Interest,Intermediate,2025-05-10
LRN01380,25,Design,Theoretical,5.0,Certification,Intermediate,2025-09-26
LRN01381,21,Business,Theoretical,5.2,Personal Interest,Intermediate,2024-07-09
LRN01382,39,Cloud,Visual,3.6,Skill Enhancement,Advanced,2024-07-11
LRN01383,18,Design,Mixed,6.4,Personal Interest,Beginner,2024-07-31
LRN01384,33,Design,Hands-on,2.8,Promotion,Advanced,2025-07-12
LRN01385,23,Data Science,Hands-on,1.7,Personal Interest,Intermediate,2024-04-19
LRN01386,23,Business,Visual,4.1,Promotion,Intermediate,2025-07-10
LRN01387,22,Programming,Mixed,1.1,Personal Interest,Intermediate,2025-04-12
LRN01388,22,Cloud,Mixed,6.3,Promotion,Beginner,2025-03-18
LRN01389,31,Data Science,Mixed,3.5,Personal Interest,Advanced,2024-05-24
LRN01390,31,Programming,Theoretical,9.8,Promotion,Intermediate,2024-05-21
LRN01391,23,Cloud,Mixed,6.6,Skill Enhancement,Beginner,2025-10-06
LRN01392,35,Data Science,Theoretical,10.8,Personal Interest,Advanced,2023-12-27
LRN01393,48,Design,Visual,7.2,Personal Interest,Intermediate,2025-04-08
LRN01394,24,Design,Hands-on,1.8,Career Switch,Beginner,2024-12-29
LRN01395,18,Design,Visual,7.9,Promotion,Advanced,2024-10-03
LRN01396,19,Cloud,Mixed,12.6,Promotion,Intermediate,2025-01-17
LRN01397,31,Design,Visual,9.9,Personal Interest,Advanced,2024-02-27
LRN01398,23,Programming,Theoretical,12.3,Skill Enhancement,Advanced,2025-08-10
LRN01399,31,Data Science,Theoretical,4.2,Certification,Advanced,2025-05-23
LRN01400,18,Business,Hands-on,5.6,Career Switch,Intermediate,2024-10-04
LRN01401,34,Design,Theoretical,8.2,Career Switch,Intermediate,2024-12-14
LRN01402,20,Cloud,Visual,4.5,Promotion,Beginner,2024-01-04
LRN01403,36,Data Science,Visual,1.8,Promotion,Beginner,2024-03-31
LRN01404,25,Business,Theoretical,4.5,Personal Interest,Intermediate,2024-10-02
