response_id,employee_id,survey_number,survey_date,overall_engagement_score,job_satisfaction,work_life_balance,career_development,manager_relationship,team_collaboration,company_culture,recognition,compensation_fairness,work_meaningfulness,autonomy,resources_support,innovation_encouraged,would_recommend,likelihood_to_stay,satisfaction_change,feedback_sentiment,feedback_length_words,participated_in_events,training_hours_completed
RESP011314,EMP01324,7,2025-09-23,50.7,6.2,5.3,5.2,6.3,6.6,6.4,6.2,5.6,5.2,6.4,5.6,6.5,0,5.6,-1.0,0.507,21,0,15
RESP011315,EMP01325,7,2025-09-23,34.5,4.5,2.4,5.3,3.4,3.6,6.1,4.7,4.3,3.3,4.1,2.2,2.7,0,4.1,1.2,0.345,57,0,0
RESP011316,EMP01327,7,2025-09-23,54.0,4.8,6.0,6.5,5.9,6.8,5.8,5.2,4.3,4.9,7.3,6.3,6.5,0,5.9,-1.1,0.54,19,1,9
RESP011317,EMP01328,7,2025-09-23,44.6,3.9,4.2,6.3,6.0,4.6,5.1,3.7,4.6,3.6,4.7,5.9,5.8,0,5.0,-0.8,0.446,27,1,1
RESP011318,EMP01329,7,2025-09-23,26.2,4.4,2.8,4.0,3.5,4.7,3.6,3.8,3.3,2.3,2.9,2.3,4.2,0,3.4,-0.0,0.262,17,0,9
RESP011319,EMP01330,7,2025-09-23,49.8,4.3,4.6,6.3,5.7,6.8,4.3,4.6,4.4,5.0,6.7,5.8,4.3,0,5.5,-1.5,0.498,27,0,12
RESP011320,EMP01331,7,2025-09-23,28.2,2.8,3.7,4.0,4.1,5.4,4.1,2.4,3.3,2.4,4.6,3.9,4.0,0,3.5,1.5,0.282,29,0,7
RESP011321,EMP01332,7,2025-09-23,26.2,3.5,2.6,4.2,2.4,3.3,3.5,2.8,3.3,3.6,5.8,2.9,4.1,0,3.4,-0.7,0.262,17,1,1
RESP011322,EMP01334,7,2025-09-23,23.0,4.2,3.1,3.5,3.6,4.1,2.6,3.8,2.0,3.5,3.3,2.7,2.6,0,3.1,1.3,0.23,56,0,9
RESP011323,EMP01335,7,2025-09-23,55.9,6.1,7.4,7.5,6.6,7.2,6.7,6.0,5.1,5.6,7.7,7.2,5.9,0,6.0,0.5,0.559,48,1,12
RESP011324,EMP01336,7,2025-09-23,51.8,5.8,5.4,6.8,5.7,4.5,4.9,5.7,6.0,5.6,7.1,6.1,5.5,0,5.7,-1.1,0.518,15,1,13
RESP011325,EMP01337,7,2025-09-23,35.3,4.3,3.5,3.3,5.5,4.2,3.5,4.7,5.1,2.7,4.4,3.7,3.4,0,4.2,-0.5,0.353,47,1,5
RESP011326,EMP01338,7,2025-09-23,38.2,5.0,4.2,4.5,3.9,5.1,3.5,4.4,4.4,4.9,3.3,4.0,4.8,0,4.4,-1.1,0.382,27,1,6
RESP011327,EMP01339,7,2025-09-23,32.6,4.1,2.8,4.9,4.7,4.8,4.3,4.8,3.5,4.4,3.8,3.9,3.1,0,3.9,0.3,0.326,27,0,10
RESP011328,EMP01340,7,2025-09-23,33.3,4.1,5.8,3.7,4.0,3.5,5.0,3.9,4.4,4.5,4.9,4.6,4.5,0,4.0,-0.2,0.333,56,1,0
RESP011329,EMP01341,7,2025-09-23,40.2,5.1,4.2,4.9,5.0,3.5,4.9,5.0,5.3,5.2,3.9,4.8,3.7,0,4.6,1.8,0.402,53,1,6
RESP011330,EMP01342,7,2025-09-23,35.5,3.0,4.3,3.9,5.0,3.9,4.2,5.6,3.6,3.5,3.9,4.1,3.4,0,4.2,-0.1,0.355,9,1,3
RESP011331,EMP01343,7,2025-09-23,57.2,6.5,5.7,8.2,8.0,6.1,5.9,6.4,4.6,6.1,6.4,5.2,5.2,0,6.2,0.3,0.572,62,1,14
RESP011332,EMP01344,7,2025-09-23,42.5,5.3,5.3,4.6,3.7,5.8,4.1,5.7,5.6,5.4,4.8,4.8,5.6,0,4.8,0.7,0.425,74,1,9
RESP011333,EMP01345,7,2025-09-23,34.4,3.0,3.1,5.5,4.6,5.3,2.7,4.6,4.9,4.8,4.5,4.6,3.1,0,4.1,-0.3,0.344,92,0,5
RESP011334,EMP01346,7,2025-09-23,54.5,5.2,5.8,6.9,5.8,6.7,7.2,5.5,4.6,5.2,5.7,5.7,6.2,0,5.9,-0.3,0.545,87,1,4
RESP011335,EMP01347,7,2025-09-23,36.0,3.9,4.4,5.0,3.5,4.2,3.6,4.9,2.8,3.3,3.3,4.0,3.8,0,4.2,-1.1,0.36,75,0,11
RESP011336,EMP01348,7,2025-09-23,50.8,4.7,4.7,7.1,4.2,5.8,6.0,6.9,4.9,7.5,3.9,7.4,5.8,0,5.6,1.8,0.508,42,1,20
RESP011337,EMP01349,7,2025-09-23,44.3,4.5,4.2,6.4,4.4,4.1,6.1,4.5,5.3,4.8,5.3,4.7,5.4,0,5.0,-0.1,0.443,18,0,8
RESP011338,EMP01350,7,2025-09-23,40.8,4.1,5.5,5.1,4.0,5.4,5.6,3.9,3.1,4.7,4.0,4.4,5.0,0,4.7,-0.0,0.408,33,0,2
RESP011339,EMP01351,7,2025-09-23,36.7,4.0,4.4,5.0,5.7,5.8,4.9,3.6,4.4,3.6,4.1,4.7,2.8,0,4.3,-3.5,0.367,63,1,1
RESP011340,EMP01352,7,2025-09-23,37.7,3.6,4.6,5.5,4.2,3.9,4.5,2.6,3.8,3.6,2.7,3.5,3.4,0,4.4,-0.3,0.377,52,0,0
RESP011341,EMP01353,7,2025-09-23,50.8,7.1,5.7,6.0,4.8,5.6,4.6,5.1,5.4,6.1,4.7,6.0,6.4,0,5.6,1.3,0.508,37,1,20
RESP011342,EMP01354,7,2025-09-23,35.9,4.1,4.1,4.5,3.9,4.5,4.9,3.9,3.6,5.2,4.0,2.9,4.6,0,4.2,-0.1,0.359,24,1,14
RESP011343,EMP01355,7,2025-09-23,42.3,4.9,5.9,4.2,3.6,3.6,3.9,4.6,5.6,6.0,4.9,5.6,5.4,0,4.8,-0.5,0.423,7,0,0
RESP011344,EMP01356,7,2025-09-23,41.6,4.6,4.6,5.9,5.1,3.9,5.9,4.8,4.2,3.2,6.3,3.4,4.2,0,4.7,-1.8,0.416,33,0,11
RESP011345,EMP01357,7,2025-09-23,58.7,7.5,4.7,6.5,7.8,7.6,6.5,7.4,7.9,5.9,5.5,5.6,6.6,0,6.3,0.2,0.587,28,0,1
RESP011346,EMP01358,7,2025-09-23,46.2,4.2,5.9,6.6,7.1,6.5,5.9,5.7,4.5,5.0,4.9,5.2,4.4,0,5.2,-1.1,0.462,54,1,6
RESP011347,EMP01359,7,2025-09-23,29.5,3.8,3.1,3.5,5.1,3.2,4.1,3.6,3.2,5.4,4.0,4.4,4.4,0,3.7,-0.1,0.295,74,0,2
RESP011348,EMP01360,7,2025-09-23,60.7,6.4,5.9,7.7,6.0,6.4,7.0,7.1,7.2,5.5,6.3,6.1,6.8,0,6.5,0.3,0.607,36,1,14
RESP011349,EMP01361,7,2025-09-23,42.6,3.7,5.1,5.2,5.8,4.8,4.6,5.5,5.2,6.2,4.2,3.2,5.6,0,4.8,-0.6,0.426,30,0,8
RESP011350,EMP01364,7,2025-09-23,19.8,2.8,1.2,4.3,3.5,2.1,3.8,3.2,3.9,3.4,2.9,1.9,3.7,0,2.8,-0.8,0.198,20,1,9
RESP011351,EMP01365,7,2025-09-23,27.3,2.6,3.5,4.3,3.5,3.5,4.3,3.1,3.2,3.6,3.2,3.3,2.9,0,3.5,-1.7,0.273,49,0,10
RESP011352,EMP01366,7,2025-09-23,38.2,4.9,4.1,3.8,4.3,4.1,5.3,4.1,4.7,5.5,4.2,5.3,4.3,0,4.4,-0.9,0.382,39,1,3
RESP011353,EMP01367,7,2025-09-23,23.3,3.9,2.6,2.9,2.3,2.5,2.6,2.8,2.9,4.3,2.4,3.6,3.2,0,3.1,1.1,0.233,31,0,9
RESP011354,EMP01368,7,2025-09-23,45.1,4.2,5.0,4.8,3.8,6.1,5.6,5.9,5.4,6.1,6.0,5.1,4.7,0,5.1,0.8,0.451,46,0,8
RESP011355,EMP01369,7,2025-09-23,45.2,5.4,4.8,4.3,5.3,2.7,5.1,4.9,4.0,3.6,4.8,5.9,3.9,0,5.1,-0.9,0.452,111,0,6
RESP011356,EMP01370,7,2025-09-23,43.1,5.6,5.1,5.2,5.0,4.9,5.2,5.2,5.0,3.5,4.7,6.4,3.7,0,4.9,0.9,0.431,73,1,9
RESP011357,EMP01371,7,2025-09-23,45.7,4.1,5.8,4.7,4.0,5.0,5.7,5.5,5.2,4.7,5.1,5.3,5.1,0,5.1,-0.8,0.457,29,0,9
RESP011358,EMP01372,7,2025-09-23,21.7,3.0,2.6,3.5,2.2,2.4,2.9,4.5,1.0,2.9,3.0,2.8,2.3,0,2.9,0.5,0.217,100,1,5
RESP011359,EMP01373,7,2025-09-23,31.8,3.2,4.2,3.8,4.8,5.5,4.9,3.1,4.1,4.1,4.4,3.3,4.0,0,3.9,0.8,0.318,27,0,8
RESP011360,EMP01374,7,2025-09-23,22.7,2.6,3.2,3.4,3.0,2.5,3.6,4.6,2.9,3.1,1.6,4.1,2.4,0,3.0,0.8,0.227,44,1,1
RESP011361,EMP01376,7,2025-09-23,29.1,3.6,2.8,4.7,3.1,4.2,3.5,4.5,2.9,4.0,3.4,3.8,4.3,0,3.6,-0.9,0.291,18,0,0
RESP011362,EMP01377,7,2025-09-23,22.1,4.2,3.7,3.6,3.5,2.9,2.8,2.0,3.4,3.5,2.1,2.6,1.0,0,3.0,-0.4,0.221,26,0,7
RESP011363,EMP01378,7,2025-09-23,28.7,5.1,4.8,4.0,3.6,2.1,4.4,4.9,3.4,2.6,3.4,3.4,2.7,0,3.6,0.3,0.287,108,1,7
RESP011364,EMP01379,7,2025-09-23,47.4,4.8,4.9,5.8,6.8,4.5,5.0,5.1,6.3,4.6,4.5,5.6,5.7,0,5.3,-0.6,0.474,17,1,6
RESP011365,EMP01380,7,2025-09-23,72.8,8.6,7.4,7.0,8.9,7.4,7.1,8.2,8.1,5.8,7.7,8.3,7.1,1,7.5,-0.3,0.728,54,1,12
RESP011366,EMP01381,7,2025-09-23,34.4,4.3,5.0,5.4,4.6,4.9,3.9,2.5,4.9,3.8,4.4,3.7,3.0,0,4.1,-1.7,0.344,55,0,7
RESP011367,EMP01382,7,2025-09-23,59.3,6.4,7.0,5.3,6.7,6.2,5.7,5.4,6.8,6.3,7.2,6.8,7.7,0,6.3,-0.4,0.593,26,1,0
RESP011368,EMP01383,7,2025-09-23,36.5,4.2,5.0,4.9,5.3,4.7,3.9,5.4,4.8,4.6,3.8,5.2,2.8,0,4.3,-0.8,0.365,16,0,6
RESP011369,EMP01384,7,2025-09-23,42.6,4.3,5.5,4.1,5.4,3.9,3.2,5.4,4.9,4.3,4.5,5.7,6.0,0,4.8,-0.2,0.426,16,0,3
RESP011370,EMP01386,7,2025-09-23,38.2,4.0,5.9,3.8,5.1,3.7,5.5,4.6,3.4,4.5,4.5,4.2,6.0,0,4.4,2.3,0.382,45,1,0
RESP011371,EMP01387,7,2025-09-23,43.1,5.1,5.2,6.5,4.5,5.2,6.0,5.1,3.5,4.2,4.5,3.6,4.4,0,4.9,-0.2,0.431,28,0,3
RESP011372,EMP01389,7,2025-09-23,43.0,4.6,4.3,6.3,5.9,5.4,4.8,5.0,4.1,4.3,5.8,4.6,6.1,0,4.9,-0.5,0.43,159,1,14
RESP011373,EMP01390,7,2025-09-23,47.8,4.5,5.8,6.1,4.4,4.5,6.4,5.2,5.7,4.6,5.5,5.2,4.7,0,5.3,0.1,0.478,105,0,9
RESP011374,EMP01391,7,2025-09-23,26.8,2.3,3.6,2.8,2.7,3.9,4.4,3.1,3.9,2.9,4.7,3.4,2.7,0,3.4,-0.3,0.268,6,0,7
RESP011375,EMP01392,7,2025-09-23,25.1,3.6,1.9,3.2,3.6,5.1,2.9,3.2,3.6,4.2,2.0,4.6,2.4,0,3.3,-1.1,0.251,14,0,5
RESP011376,EMP01393,7,2025-09-23,26.6,4.2,3.7,3.5,3.5,4.7,2.7,4.3,2.2,3.4,2.9,3.3,2.2,0,3.4,-0.0,0.266,106,0,6
RESP011377,EMP01394,7,2025-09-23,41.3,4.6,6.0,4.8,5.5,4.1,4.8,3.8,6.1,5.6,4.5,4.2,5.2,0,4.7,-0.8,0.413,33,1,7
RESP011378,EMP01395,7,2025-09-23,52.8,5.1,4.7,6.9,6.1,6.5,4.9,5.2,5.4,5.9,5.7,7.4,6.8,0,5.8,0.3,0.528,25,0,13
RESP011379,EMP01396,7,2025-09-23,25.6,2.7,3.6,3.5,3.4,2.2,3.6,3.9,3.5,4.8,2.5,4.0,3.7,0,3.3,-0.4,0.256,49,0,2
RESP011380,EMP01397,7,2025-09-23,51.0,5.4,5.1,5.2,5.7,6.0,5.4,4.8,6.2,5.6,5.7,5.7,6.1,0,5.6,0.6,0.51,37,1,6
RESP011381,EMP01398,7,2025-09-23,24.8,3.5,3.8,3.5,4.3,4.4,3.1,5.2,2.8,3.0,4.3,3.0,2.8,0,3.2,-1.6,0.248,32,0,0
RESP011382,EMP01399,7,2025-09-23,39.8,4.9,4.3,4.9,4.3,3.5,4.4,4.7,5.0,5.0,5.5,5.1,5.7,0,4.6,-0.6,0.398,53,0,1
RESP011383,EMP01400,7,2025-09-23,66.1,6.3,7.2,6.4,7.7,7.3,5.7,7.4,6.3,7.4,7.7,6.4,5.5,0,7.0,-1.5,0.661,65,0,20
RESP011384,EMP01402,7,2025-09-23,41.4,5.5,4.8,6.4,5.7,4.7,4.9,4.1,5.3,5.1,4.8,4.1,6.2,0,4.7,-0.3,0.414,59,0,7
RESP011385,EMP01403,7,2025-09-23,34.2,3.2,4.4,4.0,4.9,1.9,3.6,4.3,2.4,5.5,5.3,3.8,3.8,0,4.1,-1.5,0.342,39,1,8
RESP011386,EMP01404,7,2025-09-23,32.0,4.2,2.6,4.7,3.1,2.0,3.3,4.6,3.7,5.0,4.9,4.0,2.4,0,3.9,0.9,0.32,29,0,16
RESP011387,EMP01405,7,2025-09-23,37.6,3.7,4.2,4.9,4.5,5.5,3.7,4.0,5.0,4.7,5.1,4.2,3.1,0,4.4,0.8,0.376,36,0,5
RESP011388,EMP01406,7,2025-09-23,41.5,4.3,5.6,5.7,4.1,4.6,4.4,4.1,3.9,4.2,4.3,4.4,3.2,0,4.7,0.7,0.415,33,0,3
RESP011389,EMP01407,7,2025-09-23,29.9,4.1,4.4,2.9,4.4,4.3,3.5,1.9,3.3,3.2,4.0,3.6,4.6,0,3.7,0.7,0.299,11,0,2
RESP011390,EMP01408,7,2025-09-23,36.3,5.2,5.4,4.5,4.5,4.9,3.9,4.5,4.0,5.1,3.6,4.0,4.3,0,4.3,0.3,0.363,159,0,12
RESP011391,EMP01409,7,2025-09-23,30.3,3.5,4.3,4.2,3.5,3.3,5.0,3.4,3.2,3.3,4.7,3.3,4.1,0,3.7,1.1,0.303,84,0,3
RESP011392,EMP01412,7,2025-09-23,39.5,3.6,6.1,4.4,3.9,4.5,3.8,4.8,4.7,3.9,5.5,2.7,3.1,0,4.6,1.2,0.395,15,0,2
RESP011393,EMP01413,7,2025-09-23,28.9,4.3,2.8,4.9,3.8,2.3,3.3,2.8,1.2,3.4,3.4,3.4,4.4,0,3.6,-0.1,0.289,50,1,12
RESP011394,EMP01414,7,2025-09-23,41.5,3.7,4.8,5.8,5.8,2.7,4.8,4.6,4.4,4.6,3.9,4.8,4.2,0,4.7,-2.2,0.415,36,0,7
RESP011395,EMP01415,7,2025-09-23,23.3,4.1,1.9,2.9,2.8,2.8,1.0,3.2,4.9,3.0,2.3,5.4,2.8,0,3.1,-0.9,0.233,76,0,0
RESP011396,EMP01416,7,2025-09-23,40.1,3.1,3.9,4.9,5.7,5.4,5.5,3.5,4.9,5.4,5.0,4.7,3.9,0,4.6,2.0,0.401,31,0,4
RESP011397,EMP01418,7,2025-09-23,37.6,4.5,4.1,5.2,3.4,6.2,6.0,5.3,3.6,4.6,4.9,5.0,2.9,0,4.4,-0.4,0.376,19,1,9
RESP011398,EMP01419,7,2025-09-23,23.3,2.5,3.3,3.9,4.1,3.2,3.0,3.6,3.1,3.2,3.6,3.4,3.1,0,3.1,1.1,0.233,108,0,5
RESP011399,EMP01420,7,2025-09-23,42.8,4.7,4.5,5.3,5.2,7.3,5.6,5.1,4.0,5.6,5.4,4.6,4.4,0,4.9,0.8,0.428,66,0,12
RESP011400,EMP01421,7,2025-09-23,54.4,6.3,6.5,6.6,5.4,7.5,5.2,5.0,5.0,6.0,5.2,6.6,5.6,0,5.9,-0.7,0.544,70,1,19
RESP011401,EMP01422,7,2025-09-23,34.8,3.7,4.7,5.6,4.2,4.4,2.1,4.8,4.6,3.1,3.1,4.6,4.2,0,4.1,-0.7,0.348,50,1,12
RESP011402,EMP01423,7,2025-09-23,36.9,4.8,3.0,5.1,6.1,3.6,4.1,5.6,5.3,5.6,4.2,2.9,5.8,0,4.3,-0.6,0.369,17,0,17
RESP011403,EMP01424,7,2025-09-23,54.6,5.7,7.5,5.8,6.3,7.3,6.0,5.4,5.9,5.1,5.9,5.8,6.7,0,5.9,-0.4,0.546,63,1,17
RESP011404,EMP01425,7,2025-09-23,56.4,5.7,5.6,6.0,6.6,6.0,5.6,5.3,5.3,7.7,6.5,5.8,5.2,0,6.1,-0.5,0.564,67,1,4
RESP011405,EMP01426,7,2025-09-23,45.5,5.6,5.5,3.7,5.9,5.3,6.0,5.5,6.1,5.0,6.1,4.2,3.2,0,5.1,-0.9,0.455,21,0,8
RESP011406,EMP01428,7,2025-09-23,49.4,4.6,5.5,5.1,6.8,7.7,5.0,6.5,5.1,6.0,5.7,4.2,4.6,0,5.4,0.5,0.494,51,1,12
RESP011407,EMP01430,7,2025-09-23,41.9,5.2,5.3,3.8,4.1,4.6,4.3,6.7,6.6,4.2,4.3,4.1,4.4,0,4.8,-0.2,0.419,25,1,14
RESP011408,EMP01431,7,2025-09-23,16.4,1.9,2.9,2.0,3.0,4.8,3.1,2.8,1.1,3.1,2.3,3.0,2.0,0,2.5,-2.4,0.164,26,0,2
RESP011409,EMP01432,7,2025-09-23,35.8,3.2,4.1,4.5,3.6,3.0,5.1,4.5,5.0,3.7,3.4,5.5,6.3,0,4.2,1.9,0.358,17,1,3
RESP011410,EMP01433,7,2025-09-23,26.5,2.3,2.3,4.1,4.9,2.8,2.8,4.3,3.1,3.1,2.0,2.1,2.7,0,3.4,2.2,0.265,91,0,0
RESP011411,EMP01435,7,2025-09-23,55.9,7.2,6.5,5.7,5.2,4.2,5.2,6.0,7.2,7.0,6.8,5.1,6.0,0,6.0,2.2,0.559,69,0,10
RESP011412,EMP01436,7,2025-09-23,45.6,4.8,4.3,6.7,3.6,7.1,4.3,4.0,5.4,4.3,3.1,4.0,4.6,0,5.1,-1.3,0.456,56,1,16
RESP011413,EMP01437,7,2025-09-23,38.5,4.0,4.8,4.0,2.9,5.6,3.8,5.3,4.2,4.1,5.3,4.2,4.9,0,4.5,0.2,0.385,65,0,13
RESP011414,EMP01438,7,2025-09-23,69.4,7.6,8.0,7.7,6.7,6.9,6.7,6.1,5.9,7.9,5.7,6.5,5.6,0,7.2,1.1,0.694,71,1,15
RESP011415,EMP01439,7,2025-09-23,44.9,4.6,5.0,4.9,4.9,4.9,4.3,5.2,4.3,5.7,4.6,5.2,4.7,0,5.0,1.1,0.449,80,1,6
RESP011416,EMP01440,7,2025-09-23,45.6,6.6,3.9,5.9,3.9,4.7,5.6,4.5,5.4,5.0,5.5,5.8,5.7,0,5.1,1.5,0.456,66,0,8
RESP011417,EMP01441,7,2025-09-23,18.7,2.7,2.8,3.5,4.2,2.0,3.0,2.0,2.5,3.2,2.6,2.3,3.4,0,2.7,0.5,0.187,7,0,5
RESP011418,EMP01442,7,2025-09-23,36.9,4.6,4.2,4.6,5.3,4.1,5.0,4.3,3.7,3.8,5.3,4.8,4.2,0,4.3,1.7,0.369,56,0,11
RESP011419,EMP01443,7,2025-09-23,47.4,5.7,3.5,4.0,7.0,5.9,5.5,5.7,5.8,5.7,4.2,6.8,5.2,0,5.3,-0.6,0.474,100,0,1
RESP011420,EMP01444,7,2025-09-23,55.5,5.2,5.8,6.0,7.0,6.5,7.1,5.9,5.8,7.0,5.5,6.8,6.0,0,6.0,-0.4,0.555,32,1,16
RESP011421,EMP01445,7,2025-09-23,40.0,2.1,4.0,3.1,5.1,5.7,4.7,5.2,2.5,5.7,3.8,5.0,5.5,0,4.6,-1.0,0.4,32,1,12
RESP011422,EMP01446,7,2025-09-23,44.3,5.0,5.2,5.4,4.9,3.4,5.1,4.5,4.0,5.4,5.6,5.5,5.5,0,5.0,0.4,0.443,24,0,6
RESP011423,EMP01447,7,2025-09-23,41.9,6.2,5.0,4.8,5.2,5.6,4.7,5.9,5.3,5.5,3.6,3.9,5.1,0,4.8,0.3,0.419,34,1,13
RESP011424,EMP01448,7,2025-09-23,31.2,4.0,5.0,4.7,3.0,5.0,5.0,4.7,3.6,3.8,5.1,4.4,2.4,0,3.8,0.2,0.312,95,0,2
RESP011425,EMP01451,7,2025-09-23,37.1,4.1,5.0,5.1,4.0,5.7,5.0,3.2,4.9,3.3,5.0,3.3,4.2,0,4.3,-0.4,0.371,10,1,9
RESP011426,EMP01452,7,2025-09-23,57.6,5.1,6.4,6.1,5.5,6.8,6.1,6.5,5.7,6.5,6.1,5.4,5.9,0,6.2,-1.0,0.576,29,1,8
RESP011427,EMP01453,7,2025-09-23,50.4,5.2,6.1,5.6,6.2,6.3,5.4,4.4,6.4,5.7,6.1,4.3,6.1,0,5.5,-0.4,0.504,48,1,14
RESP011428,EMP01455,7,2025-09-23,54.9,7.0,5.6,7.0,4.9,6.3,6.9,5.9,4.9,5.7,4.6,7.1,6.6,0,5.9,-0.4,0.549,65,0,14
RESP011429,EMP01456,7,2025-09-23,55.3,6.2,5.9,7.3,5.6,6.5,5.2,6.7,5.1,6.3,6.0,5.2,5.4,0,6.0,-0.4,0.553,57,1,16
RESP011430,EMP01457,7,2025-09-23,55.9,6.6,5.4,8.0,7.1,5.5,4.8,5.4,5.9,6.2,6.3,6.6,7.0,0,6.0,-0.1,0.559,50,0,1
RESP011431,EMP01458,7,2025-09-23,43.4,3.6,3.7,5.2,5.4,6.1,2.9,5.1,3.1,4.2,5.4,4.9,5.5,0,4.9,0.4,0.434,41,1,14
RESP011432,EMP01461,7,2025-09-23,43.7,4.8,4.6,5.6,5.4,5.0,4.7,5.7,5.6,4.9,4.2,4.1,5.1,0,4.9,-0.1,0.437,47,1,0
RESP011433,EMP01462,7,2025-09-23,44.9,4.6,3.2,5.5,4.3,5.1,4.6,4.7,4.3,5.3,3.9,5.9,4.5,0,5.0,0.9,0.449,68,1,2
RESP011434,EMP01463,7,2025-09-23,47.0,5.9,4.3,6.3,6.8,6.2,5.6,4.7,6.1,4.9,3.5,4.5,5.0,0,5.2,-1.2,0.47,44,0,8
RESP011435,EMP01465,7,2025-09-23,44.8,4.1,3.6,4.9,5.3,5.2,4.5,3.9,5.5,4.6,5.7,6.1,4.4,0,5.0,-0.7,0.448,53,0,6
RESP011436,EMP01466,7,2025-09-23,40.6,4.3,6.3,6.6,3.0,3.5,4.0,5.9,4.1,3.6,4.2,3.7,4.5,0,4.7,-0.2,0.406,18,0,12
RESP011437,EMP01467,7,2025-09-23,30.7,3.1,4.0,2.3,3.9,2.9,4.0,4.3,3.3,3.6,3.6,4.9,4.7,0,3.8,-0.8,0.307,50,0,6
RESP011438,EMP01468,7,2025-09-23,42.5,5.7,5.6,5.3,4.8,4.1,4.0,5.3,5.0,3.7,5.0,5.8,5.7,0,4.8,0.0,0.425,24,0,17
RESP011439,EMP01469,7,2025-09-23,20.8,2.8,3.8,3.5,2.9,4.3,1.9,1.4,4.8,1.8,2.4,2.7,1.5,0,2.9,0.3,0.208,42,0,2
RESP011440,EMP01472,7,2025-09-23,34.3,4.6,3.9,4.0,3.4,4.4,4.9,4.3,4.0,5.5,4.8,4.3,4.2,0,4.1,-0.1,0.343,73,0,15
RESP011441,EMP01473,7,2025-09-23,32.7,2.9,4.0,4.4,4.1,2.5,5.0,4.3,2.3,2.8,4.4,3.3,4.2,0,3.9,-1.1,0.327,27,0,2
RESP011442,EMP01474,7,2025-09-23,53.2,5.4,5.5,5.0,3.0,5.6,5.4,4.9,5.2,5.9,7.0,5.5,6.0,0,5.8,1.1,0.532,45,1,5
RESP011443,EMP01475,7,2025-09-23,32.5,4.4,4.0,4.1,3.4,1.4,3.8,5.4,4.3,3.6,4.7,4.1,3.5,0,3.9,0.3,0.325,50,0,6
RESP011444,EMP01476,7,2025-09-23,37.2,5.4,4.1,4.0,6.0,4.2,3.3,5.1,5.7,3.9,4.7,4.7,4.9,0,4.4,0.0,0.372,26,1,0
RESP011445,EMP01477,7,2025-09-23,51.4,5.4,6.1,4.2,5.7,6.1,5.7,5.5,4.7,5.9,6.2,5.5,6.7,0,5.6,1.6,0.514,44,1,7
RESP011446,EMP01478,7,2025-09-23,34.6,3.3,5.5,6.0,4.1,3.2,3.6,4.7,4.6,4.6,4.0,4.0,3.6,0,4.1,1.1,0.346,35,0,6
RESP011447,EMP01479,7,2025-09-23,24.9,4.0,3.5,3.0,4.2,3.2,2.2,3.6,3.0,4.0,3.0,2.9,3.3,0,3.2,-1.0,0.249,14,0,14
RESP011448,EMP01480,7,2025-09-23,47.0,5.9,6.0,3.8,6.2,3.9,3.6,4.6,6.3,5.8,5.3,5.3,4.8,0,5.2,0.7,0.47,69,0,11
RESP011449,EMP01481,7,2025-09-23,39.0,4.1,5.4,3.6,4.5,4.9,4.0,4.8,4.6,5.2,5.0,4.5,5.1,0,4.5,-0.7,0.39,38,0,3
RESP011450,EMP01482,7,2025-09-23,44.2,4.1,5.3,4.3,4.2,6.5,5.4,5.6,4.9,4.9,4.3,4.5,4.0,0,5.0,0.8,0.442,102,1,2
RESP011451,EMP01483,7,2025-09-23,26.5,3.2,3.7,3.8,3.9,3.8,4.3,3.5,3.9,1.9,2.6,4.3,3.4,0,3.4,1.2,0.265,23,0,6
RESP011452,EMP01484,7,2025-09-23,50.9,6.5,6.6,5.3,5.2,6.0,5.2,4.6,6.8,5.5,4.9,5.6,5.7,0,5.6,-0.9,0.509,46,0,18
RESP011453,EMP01485,7,2025-09-23,41.0,4.6,3.4,5.7,4.0,3.0,4.3,4.8,5.0,4.2,4.7,4.6,4.1,0,4.7,-0.2,0.41,68,0,14
RESP011454,EMP01486,7,2025-09-23,6.9,1.3,1.0,2.4,3.1,1.0,1.1,2.6,1.2,1.9,2.0,2.3,1.2,0,1.6,0.2,0.069,66,1,8
RESP011455,EMP01488,7,2025-09-23,35.4,4.0,2.2,3.8,4.1,3.0,3.5,5.4,4.2,5.3,4.4,5.0,4.8,0,4.2,0.6,0.354,20,0,0
RESP011456,EMP01489,7,2025-09-23,56.7,6.0,7.6,6.7,6.0,8.7,6.3,5.0,6.8,6.3,5.0,5.0,5.6,0,6.1,-0.4,0.567,49,1,8
RESP011457,EMP01490,7,2025-09-23,43.6,6.1,6.1,4.3,4.7,5.3,5.0,4.2,5.3,4.7,4.0,5.0,5.4,0,4.9,0.3,0.436,20,1,4
RESP011458,EMP01491,7,2025-09-23,30.1,3.2,4.7,5.7,4.5,3.3,4.3,2.7,4.3,3.6,2.9,3.4,3.5,0,3.7,-0.6,0.301,52,0,7
RESP011459,EMP01492,7,2025-09-23,45.5,4.6,4.1,5.5,5.1,5.8,4.3,5.8,6.0,5.4,5.1,4.8,2.4,0,5.1,1.8,0.455,50,0,4
RESP011460,EMP01493,7,2025-09-23,32.8,3.0,4.2,4.3,4.8,3.7,5.2,4.0,3.4,3.3,3.3,3.0,5.4,0,4.0,0.3,0.328,71,1,6
