employee_id,age,tenure_months,department,seniority,intrinsic_motivation,learning_orientation,social_connection
EMP01387,22,68,Legal,IC1,0.484,0.815,0.582
EMP01388,29,14,Engineering,IC3,0.907,0.72,0.248
EMP01389,37,23,Data,IC4,0.781,0.412,0.596
EMP01390,25,22,Operations,IC3,0.61,0.8,0.612
EMP01391,45,6,Engineering,Director,0.634,0.551,0.304
EMP01392,27,10,Sales,Senior Manager,0.726,0.789,0.295
EMP01393,46,11,Operations,IC2,0.428,0.725,0.843
EMP01394,22,10,Operations,IC2,0.682,0.41,0.517
EMP01395,38,39,Customer Success,IC3,0.751,0.722,0.691
EMP01396,32,9,Customer Success,IC2,0.79,0.632,0.109
EMP01397,23,19,Engineering,IC2,0.753,0.559,0.26
EMP01398,22,12,Sales,IC4,0.653,0.799,0.688
EMP01399,34,18,Sales,IC3,0.848,0.696,0.824
EMP01400,39,53,Data,IC1,0.694,0.628,0.609
EMP01401,37,46,Finance,IC1,0.686,0.84,0.597
EMP01402,30,19,Product,Director,0.774,0.705,0.556
EMP01403,30,37,Sales,Manager,0.632,0.358,0.484
EMP01404,25,9,Engineering,IC1,0.869,0.808,0.304
EMP01405,30,46,Product,IC4,0.831,0.669,0.584
EMP01406,39,21,Legal,IC1,0.471,0.667,0.517
EMP01407,31,8,Marketing,IC2,0.574,0.624,0.392
EMP01408,25,5,Finance,IC2,0.694,0.562,0.388
EMP01409,33,45,Finance,IC3,0.457,0.593,0.678
EMP01410,40,13,HR,IC1,0.47,0.708,0.852
EMP01411,24,27,Customer Success,Manager,0.704,0.524,0.506
EMP01412,35,41,Sales,IC2,0.44,0.633,0.773
EMP01413,29,41,Customer Success,IC2,0.387,0.765,0.427
EMP01414,22,8,Operations,IC2,0.762,0.765,0.63
EMP01415,22,11,Customer Success,IC2,0.479,0.867,0.396
EMP01416,23,11,Data,IC3,0.583,0.355,0.701
EMP01417,31,6,Data,IC4,0.834,0.634,0.607
EMP01418,25,30,Product,IC2,0.752,0.545,0.593
EMP01419,45,24,Engineering,Manager,0.763,0.713,0.404
EMP01420,22,21,Sales,IC1,0.831,0.452,0.666
EMP01421,25,24,Sales,IC2,0.656,0.797,0.793
EMP01422,22,27,Data,IC4,0.712,0.636,0.407
EMP01423,22,31,Engineering,IC2,0.677,0.451,0.432
EMP01424,32,17,Product,IC1,0.863,0.605,0.691
EMP01425,26,38,Operations,IC1,0.944,0.465,0.675
EMP01426,37,21,HR,IC3,0.758,0.298,0.439
EMP01427,30,18,Finance,IC2,0.446,0.235,0.727
EMP01428,28,14,HR,IC1,0.295,0.523,0.501
EMP01429,34,26,Data,IC4,0.574,0.731,0.623
EMP01430,33,23,HR,IC2,0.688,0.518,0.661
EMP01431,33,32,Finance,Manager,0.256,0.593,0.62
EMP01432,42,9,Operations,IC1,0.433,0.757,0.493
EMP01433,45,19,Marketing,IC4,0.639,0.545,0.37
EMP01434,28,30,Legal,Director,0.869,0.843,0.742
EMP01435,25,15,Product,IC2,0.716,0.536,0.811
EMP01436,39,30,Customer Success,IC3,0.537,0.503,0.7
EMP01437,22,61,Finance,IC3,0.457,0.623,0.46
EMP01438,31,50,Product,IC2,0.459,0.669,0.602
EMP01439,22,16,Operations,IC4,0.65,0.701,0.719
EMP01440,42,16,Data,IC3,0.682,0.542,0.617
EMP01441,36,14,HR,IC2,0.215,0.517,0.44
EMP01442,42,24,Legal,IC2,0.445,0.768,0.664
EMP01443,22,32,Operations,IC2,0.693,0.589,0.604
EMP01444,36,17,Engineering,Manager,0.821,0.387,0.87
EMP01445,22,50,Marketing,IC2,0.7,0.723,0.531
EMP01446,22,24,Finance,IC1,0.892,0.399,0.477
EMP01447,22,6,Data,IC2,0.732,0.429,0.773
EMP01448,30,17,Engineering,IC2,0.681,0.414,0.666
EMP01449,30,41,Engineering,IC3,0.519,0.703,0.781
EMP01450,29,25,Marketing,IC1,0.53,0.508,0.668
EMP01451,22,8,Operations,IC4,0.688,0.694,0.526
EMP01452,36,24,Marketing,IC1,0.749,0.528,0.686
EMP01453,33,18,Sales,IC2,0.583,0.598,0.656
EMP01454,32,33,Operations,IC1,0.659,0.711,0.656
EMP01455,23,27,Operations,IC3,0.682,0.795,0.738
EMP01456,22,19,Customer Success,IC4,0.507,0.744,0.675
EMP01457,36,51,Product,IC2,0.663,0.721,0.611
EMP01458,31,32,Engineering,IC4,0.465,0.709,0.529
EMP01459,28,29,HR,IC1,0.539,0.616,0.86
EMP01460,29,15,Finance,Manager,0.832,0.683,0.564
EMP01461,45,38,Sales,IC2,0.56,0.592,0.691
EMP01462,42,37,Sales,IC2,0.776,0.721,0.334
EMP01463,23,9,Finance,IC3,0.675,0.798,0.818
EMP01464,27,13,Legal,IC3,0.824,0.243,0.58
EMP01465,44,11,Marketing,IC1,0.801,0.675,0.914
EMP01466,23,47,Legal,IC4,0.384,0.596,0.654
EMP01467,33,28,Legal,IC3,0.72,0.404,0.412
EMP01468,28,11,Customer Success,IC3,0.768,0.533,0.562
EMP01469,31,8,Product,IC3,0.411,0.531,0.805
EMP01470,44,8,Finance,IC2,0.784,0.644,0.536
EMP01471,46,11,Engineering,IC2,0.543,0.503,0.557
EMP01472,41,25,Finance,IC1,0.707,0.547,0.585
EMP01473,43,40,Engineering,IC3,0.38,0.889,0.498
EMP01474,28,6,HR,IC3,0.773,0.632,0.667
EMP01475,36,31,Product,IC1,0.692,0.557,0.49
EMP01476,38,30,Customer Success,Manager,0.682,0.639,0.343
EMP01477,47,21,Data,IC1,0.581,0.607,0.653
EMP01478,45,32,Finance,IC4,0.757,0.71,0.526
EMP01479,30,22,Data,IC4,0.623,0.628,0.46
EMP01480,33,26,Finance,IC3,0.716,0.521,0.769
EMP01481,44,10,Finance,IC2,0.496,0.634,0.56
EMP01482,33,23,Operations,IC1,0.579,0.786,0.758
EMP01483,23,8,Product,IC2,0.468,0.812,0.513
EMP01484,32,5,Finance,IC1,0.542,0.61,0.704
EMP01485,30,42,Engineering,IC2,0.712,0.798,0.459
EMP01486,22,17,Customer Success,IC4,0.841,0.587,0.409
EMP01487,40,41,Sales,IC2,0.489,0.745,0.457
EMP01488,33,10,Data,IC4,0.717,0.876,0.399
EMP01489,33,1,HR,Manager,0.572,0.753,0.669
EMP01490,22,43,Customer Success,IC1,0.84,0.4,0.642
EMP01491,43,19,Product,Manager,0.317,0.84,0.525
EMP01492,31,13,Finance,IC1,0.781,0.425,0.718
EMP01493,43,16,Product,IC3,0.649,0.277,0.457
EMP01494,43,27,Marketing,IC1,0.829,0.619,0.345
EMP01495,33,12,Finance,IC1,0.726,0.847,0.696
EMP01496,33,30,Data,IC4,0.498,0.365,0.668
EMP01497,27,16,Finance,IC1,0.77,0.718,0.504
EMP01498,34,5,Legal,IC4,0.774,0.725,0.628
EMP01499,37,6,Product,IC2,0.717,0.553,0.49
EMP01500,40,18,Finance,Senior Manager,0.777,0.795,0.368
EMP01501,22,26,Operations,IC2,0.56,0.451,0.736
EMP01502,25,22,Customer Success,IC3,0.588,0.785,0.54
EMP01503,33,34,Marketing,Manager,0.807,0.485,0.384
EMP01504,29,17,Customer Success,IC3,0.523,0.492,0.574
EMP01505,29,19,Sales,IC2,0.614,0.495,0.721
EMP01506,24,17,Product,Director,0.783,0.825,0.762
EMP01507,22,6,Legal,IC1,0.464,0.389,0.632
EMP01508,22,34,Product,Senior Manager,0.705,0.124,0.202
EMP01509,22,37,Legal,IC4,0.793,0.438,0.364
EMP01510,34,23,Legal,IC2,0.499,0.779,0.681
EMP01511,32,14,Marketing,IC2,0.619,0.584,0.391
EMP01512,35,29,Customer Success,IC3,0.593,0.234,0.591
EMP01513,23,35,Customer Success,IC1,0.781,0.719,0.583
EMP01514,33,44,Sales,IC1,0.645,0.735,0.72
EMP01515,27,6,Marketing,IC2,0.61,0.576,0.381
EMP01516,42,5,Product,IC1,0.376,0.783,0.57
EMP01517,36,9,Sales,Senior Manager,0.435,0.648,0.775
EMP01518,32,10,Operations,IC3,0.394,0.77,0.377
EMP01519,40,3,Marketing,Manager,0.78,0.608,0.541
EMP01520,31,65,Sales,IC2,0.518,0.698,0.943
EMP01521,32,25,Data,IC3,0.57,0.703,0.615
EMP01522,36,38,Sales,IC1,0.753,0.705,0.326
EMP01523,30,17,Product,IC2,0.613,0.735,0.639
EMP01524,39,18,Sales,Manager,0.558,0.501,0.325
EMP01525,40,60,HR,Senior Manager,0.515,0.681,0.569
EMP01526,31,15,HR,IC1,0.287,0.712,0.535
EMP01527,23,15,Data,IC4,0.632,0.792,0.271
EMP01528,29,20,Data,IC3,0.706,0.683,0.71
EMP01529,35,34,HR,Director,0.897,0.709,0.432
EMP01530,27,22,Data,IC1,0.74,0.862,0.621
EMP01531,22,30,Data,IC3,0.772,0.794,0.495
EMP01532,33,31,Customer Success,IC1,0.737,0.872,0.685
EMP01533,22,19,Customer Success,IC2,0.806,0.574,0.75
EMP01534,39,10,Sales,IC2,0.856,0.504,0.399
EMP01535,29,13,HR,IC2,0.5,0.539,0.408
EMP01536,44,13,Product,IC3,0.86,0.59,0.48
EMP01537,41,10,HR,IC3,0.738,0.425,0.482
EMP01538,44,14,HR,IC1,0.48,0.403,0.635
EMP01539,22,26,Operations,IC1,0.275,0.859,0.444
EMP01540,39,22,Operations,IC2,0.553,0.855,0.658
EMP01541,23,17,Data,IC2,0.588,0.701,0.571
EMP01542,34,16,Engineering,IC2,0.51,0.478,0.337
EMP01543,31,33,Customer Success,IC3,0.706,0.484,0.317
EMP01544,30,17,Legal,IC4,0.295,0.899,0.447
EMP01545,33,17,Product,IC2,0.737,0.598,0.521
EMP01546,23,19,Operations,IC1,0.337,0.721,0.39
EMP01547,32,25,HR,Manager,0.762,0.83,0.445
EMP01548,22,23,HR,IC1,0.609,0.383,0.591
EMP01549,23,30,Engineering,IC1,0.377,0.492,0.435
EMP01550,22,31,Engineering,IC4,0.388,0.726,0.515
EMP01551,28,20,Customer Success,IC4,0.679,0.382,0.797
EMP01552,27,19,Operations,IC3,0.59,0.461,0.73
EMP01553,32,18,Product,Manager,0.283,0.589,0.443
EMP01554,45,41,Product,IC1,0.099,0.668,0.534
EMP01555,34,21,Data,IC2,0.7,0.421,0.434
EMP01556,33,21,Data,IC1,0.939,0.52,0.705
EMP01557,29,5,Legal,IC1,0.891,0.885,0.846
EMP01558,27,13,Finance,Manager,0.674,0.914,0.521
EMP01559,46,20,HR,IC1,0.417,0.295,0.507
EMP01560,46,22,Data,IC4,0.499,0.532,0.614
EMP01561,30,8,Legal,IC2,0.55,0.832,0.715
EMP01562,28,17,Engineering,IC1,0.701,0.523,0.438
EMP01563,37,7,HR,IC3,0.765,0.735,0.949
EMP01564,28,16,Data,Manager,0.527,0.734,0.536
EMP01565,55,11,Marketing,IC3,0.736,0.569,0.415
EMP01566,27,27,Customer Success,IC1,0.861,0.924,0.553
EMP01567,28,32,Data,IC3,0.713,0.443,0.313
EMP01568,33,18,HR,IC1,0.499,0.643,0.535
EMP01569,39,28,Legal,IC2,0.448,0.494,0.655
EMP01570,44,49,Sales,IC3,0.454,0.646,0.452
EMP01571,35,12,Engineering,IC1,0.548,0.796,0.856
EMP01572,38,44,HR,IC2,0.874,0.658,0.417
EMP01573,22,28,Product,IC4,0.799,0.775,0.686
EMP01574,22,7,Customer Success,IC4,0.531,0.447,0.602
EMP01575,22,20,Product,IC3,0.568,0.843,0.294
EMP01576,32,22,Legal,IC1,0.723,0.619,0.325
EMP01577,37,27,Sales,IC3,0.569,0.688,0.562
EMP01578,31,14,Engineering,IC2,0.601,0.706,0.417
EMP01579,35,31,Marketing,IC3,0.856,0.862,0.627
EMP01580,26,43,HR,IC3,0.574,0.571,0.672
EMP01581,30,32,HR,IC3,0.287,0.846,0.523
EMP01582,24,9,Legal,IC4,0.712,0.542,0.458
EMP01583,41,2,Legal,IC4,0.547,0.812,0.404
EMP01584,37,10,Data,IC3,0.56,0.385,0.708
EMP01585,24,11,Sales,IC3,0.896,0.619,0.685
EMP01586,35,52,Customer Success,IC2,0.469,0.5,0.264
EMP01587,44,33,Customer Success,IC4,0.548,0.598,0.617
EMP01588,31,31,Operations,IC1,0.734,0.673,0.476
EMP01589,36,17,Finance,IC3,0.491,0.86,0.276
EMP01590,31,61,Finance,IC3,0.611,0.483,0.404
EMP01591,38,50,Customer Success,IC2,0.302,0.607,0.203
EMP01592,31,14,Data,IC3,0.587,0.617,0.499
EMP01593,27,18,Engineering,IC2,0.417,0.514,0.846
EMP01594,41,51,Customer Success,IC2,0.657,0.772,0.227
EMP01595,31,8,Product,IC4,0.612,0.565,0.478
EMP01596,22,15,Customer Success,IC4,0.488,0.465,0.487
EMP01597,39,15,Product,Manager,0.49,0.493,0.496
EMP01598,22,5,Legal,IC1,0.532,0.774,0.628
EMP01599,22,14,Finance,IC1,0.845,0.82,0.349
EMP01600,29,26,Operations,IC2,0.662,0.445,0.499
EMP01601,23,5,Operations,IC1,0.6,0.708,0.603
EMP01602,25,7,Data,IC2,0.41,0.669,0.672
EMP01603,34,15,Sales,IC3,0.233,0.91,0.572
EMP01604,30,11,Customer Success,Manager,0.785,0.97,0.494
EMP01605,28,39,Product,IC2,0.709,0.385,0.734
EMP01606,30,17,Data,IC2,0.417,0.42,0.851
EMP01607,39,20,Sales,IC1,0.44,0.89,0.678
EMP01608,40,8,Customer Success,IC4,0.509,0.397,0.496
EMP01609,26,44,Operations,IC1,0.657,0.481,0.655
EMP01610,27,27,Finance,IC3,0.858,0.37,0.691
EMP01611,55,25,Sales,IC1,0.676,0.683,0.543
EMP01612,26,21,Data,IC2,0.725,0.392,0.431
EMP01613,27,41,Product,IC1,0.335,0.758,0.73
EMP01614,22,40,Operations,Senior Manager,0.477,0.316,0.824
EMP01615,43,20,Legal,IC1,0.458,0.338,0.456
EMP01616,24,24,Finance,IC1,0.383,0.609,0.679
EMP01617,22,24,Customer Success,IC4,0.181,0.461,0.376
EMP01618,35,32,Sales,IC3,0.521,0.697,0.752
EMP01619,42,11,Legal,IC4,0.798,0.819,0.615
EMP01620,22,14,Product,IC1,0.533,0.783,0.814
EMP01621,22,18,Finance,IC3,0.597,0.741,0.422
EMP01622,23,9,Legal,Senior Manager,0.775,0.507,0.513
EMP01623,46,7,Customer Success,IC4,0.432,0.671,0.871
EMP01624,33,12,Engineering,IC2,0.793,0.564,0.612
EMP01625,38,7,Customer Success,Manager,0.77,0.704,0.502
EMP01626,34,28,Operations,IC3,0.757,0.662,0.453
EMP01627,37,15,Sales,IC2,0.833,0.677,0.448
EMP01628,46,22,Marketing,IC3,0.632,0.465,0.845
EMP01629,39,20,Customer Success,IC3,0.5,0.385,0.476
EMP01630,32,14,HR,IC2,0.589,0.762,0.598
EMP01631,22,16,Marketing,IC1,0.55,0.532,0.501
EMP01632,26,29,Marketing,IC1,0.477,0.492,0.588
EMP01633,29,28,Sales,Manager,0.728,0.789,0.578
EMP01634,45,11,Sales,Manager,0.723,0.408,0.618
EMP01635,26,9,Product,IC1,0.911,0.603,0.726
EMP01636,27,32,Operations,IC3,0.844,0.74,0.732
EMP01637,22,13,Product,IC2,0.671,0.842,0.466
EMP01638,31,25,Legal,IC2,0.509,0.612,0.568
EMP01639,22,31,Legal,IC2,0.576,0.485,0.678
EMP01640,38,8,Legal,IC1,0.726,0.774,0.857
EMP01641,36,38,Engineering,IC4,0.504,0.538,0.598
EMP01642,22,39,Customer Success,Manager,0.668,0.568,0.426
EMP01643,22,59,Data,IC2,0.75,0.789,0.284
EMP01644,22,37,Sales,IC1,0.711,0.464,0.742
EMP01645,27,28,Data,IC3,0.68,0.634,0.408
EMP01646,28,25,Finance,Senior Manager,0.322,0.455,0.577
EMP01647,33,22,Sales,IC1,0.751,0.47,0.29
EMP01648,33,21,Sales,IC1,0.494,0.721,0.633
EMP01649,26,16,Sales,IC2,0.782,0.726,0.644
EMP01650,43,30,Data,IC2,0.497,0.812,0.792
EMP01651,31,29,Sales,IC3,0.584,0.704,0.378
EMP01652,34,35,HR,IC1,0.598,0.676,0.742
EMP01653,22,37,Engineering,IC3,0.702,0.451,0.646
EMP01654,22,30,Finance,IC3,0.718,0.941,0.487
EMP01655,22,11,Customer Success,IC1,0.817,0.713,0.597
EMP01656,34,22,Marketing,Manager,0.772,0.599,0.676
EMP01657,38,32,HR,IC1,0.9,0.853,0.5
EMP01658,46,93,Data,IC3,0.707,0.715,0.738
EMP01659,31,38,Operations,IC3,0.573,0.748,0.803
EMP01660,22,6,HR,IC1,0.599,0.668,0.617
EMP01661,22,12,Marketing,IC2,0.725,0.271,0.569
EMP01662,35,37,Legal,IC2,0.775,0.535,0.601
EMP01663,23,23,Marketing,IC3,0.617,0.679,0.509
EMP01664,22,15,Operations,IC2,0.476,0.876,0.357
EMP01665,34,40,HR,IC2,0.811,0.737,0.724
EMP01666,29,32,Marketing,Manager,0.698,0.659,0.678
EMP01667,24,15,Customer Success,IC3,0.461,0.648,0.653
EMP01668,36,28,Data,IC2,0.311,0.721,0.557
EMP01669,41,31,HR,IC1,0.642,0.379,0.741
EMP01670,45,51,HR,IC2,0.917,0.563,0.577
EMP01671,22,12,Operations,IC2,0.916,0.499,0.481
EMP01672,24,19,Finance,IC4,0.693,0.667,0.84
EMP01673,23,36,Legal,IC2,0.821,0.671,0.787
EMP01674,31,45,Legal,IC4,0.433,0.44,0.359
EMP01675,36,36,Finance,IC2,0.547,0.635,0.568
EMP01676,22,19,Sales,IC2,0.329,0.714,0.497
EMP01677,38,50,Marketing,IC4,0.688,0.572,0.727
EMP01678,31,14,Data,Manager,0.762,0.525,0.706
EMP01679,40,26,Sales,Manager,0.273,0.859,0.633
EMP01680,24,50,Operations,IC1,0.727,0.701,0.58
EMP01681,35,28,Engineering,IC1,0.821,0.552,0.52
EMP01682,34,41,HR,Senior Manager,0.543,0.826,0.472
EMP01683,39,36,Customer Success,IC4,0.649,0.69,0.692
EMP01684,22,27,Legal,IC2,0.825,0.699,0.513
EMP01685,46,41,Product,IC2,0.652,0.5,0.591
EMP01686,29,25,Legal,IC4,0.541,0.555,0.735
EMP01687,49,4,Product,IC4,0.511,0.377,0.655
EMP01688,25,21,Operations,Manager,0.785,0.809,0.463
EMP01689,28,13,Product,IC1,0.61,0.835,0.253
EMP01690,54,26,Sales,IC3,0.457,0.804,0.47
EMP01691,24,23,Operations,IC2,0.417,0.439,0.29
EMP01692,22,35,HR,IC4,0.344,0.615,0.248
EMP01693,22,48,Legal,IC4,0.615,0.735,0.513
EMP01694,24,25,Sales,IC4,0.58,0.606,0.577
EMP01695,37,28,Finance,IC2,0.772,0.389,0.898
EMP01696,32,19,Product,IC1,0.265,0.734,0.665
EMP01697,22,30,Marketing,IC2,0.401,0.624,0.463
EMP01698,30,11,HR,IC1,0.375,0.696,0.746
EMP01699,31,42,Customer Success,IC3,0.518,0.383,0.43
EMP01700,33,27,Engineering,IC2,0.477,0.83,0.759
EMP01701,37,10,Finance,IC1,0.388,0.764,0.454
EMP01702,22,36,Engineering,IC3,0.918,0.817,0.604
EMP01703,33,33,Finance,IC3,0.775,0.665,0.464
EMP01704,31,24,Legal,IC1,0.802,0.691,0.654
EMP01705,44,30,Customer Success,IC4,0.799,0.555,0.649
EMP01706,40,32,Marketing,Manager,0.742,0.609,0.502
EMP01707,22,19,Finance,IC1,0.489,0.513,0.597
EMP01708,23,46,Product,IC1,0.384,0.558,0.808
EMP01709,34,27,Customer Success,IC4,0.665,0.435,0.577
EMP01710,22,31,Marketing,IC1,0.785,0.585,0.531
EMP01711,35,27,Engineering,IC3,0.671,0.59,0.405
EMP01712,23,15,Customer Success,IC3,0.659,0.728,0.408
EMP01713,41,21,Product,IC1,0.91,0.567,0.363
EMP01714,26,46,Customer Success,IC1,0.876,0.82,0.284
EMP01715,35,5,Sales,IC3,0.79,0.44,0.657
EMP01716,30,23,Sales,IC2,0.756,0.815,0.597
EMP01717,22,29,Engineering,IC1,0.692,0.383,0.34
EMP01718,40,17,Operations,IC4,0.692,0.715,0.601
EMP01719,27,17,HR,IC1,0.583,0.579,0.593
EMP01720,32,20,Sales,IC3,0.574,0.737,0.537
EMP01721,41,14,HR,Manager,0.294,0.467,0.649
EMP01722,39,13,HR,IC1,0.803,0.93,0.38
EMP01723,41,21,Data,IC2,0.636,0.721,0.386
EMP01724,39,31,Engineering,IC2,0.433,0.789,0.37
EMP01725,31,30,Product,IC3,0.703,0.435,0.755
EMP01726,30,19,Engineering,Director,0.751,0.285,0.805
EMP01727,31,20,Operations,IC4,0.613,0.651,0.594
EMP01728,22,22,Marketing,IC1,0.776,0.478,0.31
EMP01729,34,9,Sales,IC3,0.807,0.296,0.399
EMP01730,41,30,Legal,IC3,0.52,0.644,0.553
EMP01731,35,26,Data,IC2,0.301,0.782,0.549
EMP01732,43,7,Legal,IC2,0.848,0.338,0.694
EMP01733,25,27,Finance,Manager,0.462,0.389,0.291
EMP01734,33,17,Product,IC1,0.66,0.562,0.639
EMP01735,32,21,Operations,Director,0.681,0.71,0.383
EMP01736,23,15,Marketing,IC2,0.712,0.542,0.554
EMP01737,27,8,Operations,IC1,0.593,0.338,0.415
EMP01738,29,24,Product,IC2,0.433,0.641,0.426
EMP01739,31,18,Engineering,Manager,0.851,0.623,0.667
EMP01740,30,26,Marketing,IC4,0.592,0.665,0.639
EMP01741,48,35,Finance,IC3,0.556,0.614,0.696
EMP01742,29,11,Data,IC2,0.863,0.358,0.427
EMP01743,25,28,HR,IC3,0.782,0.473,0.546
EMP01744,40,11,Product,IC3,0.503,0.758,0.789
EMP01745,32,15,Product,Manager,0.565,0.432,0.668
EMP01746,32,9,HR,IC2,0.346,0.686,0.586
EMP01747,28,15,Data,IC2,0.617,0.469,0.602
EMP01748,30,25,Legal,IC2,0.48,0.754,0.591
EMP01749,23,9,Engineering,IC1,0.688,0.703,0.236
EMP01750,37,6,Legal,IC3,0.518,0.662,0.397
EMP01751,31,28,Data,IC4,0.629,0.657,0.572
EMP01752,31,27,Marketing,Director,0.63,0.946,0.781
EMP01753,41,41,Sales,IC1,0.567,0.341,0.601
EMP01754,27,33,Operations,Director,0.635,0.499,0.635
EMP01755,39,9,Finance,IC1,0.859,0.725,0.696
EMP01756,45,16,Engineering,IC1,0.455,0.455,0.328
EMP01757,22,24,Data,IC2,0.318,0.745,0.544
EMP01758,37,50,Customer Success,Senior Manager,0.49,0.91,0.626
EMP01759,32,18,Marketing,IC3,0.638,0.712,0.346
EMP01760,30,7,Data,IC2,0.659,0.514,0.686
EMP01761,37,14,Finance,Manager,0.631,0.364,0.491
EMP01762,22,6,Sales,IC2,0.66,0.758,0.596
EMP01763,24,29,Product,IC3,0.643,0.736,0.765
EMP01764,22,35,Legal,IC1,0.638,0.545,0.355
EMP01765,33,27,Customer Success,Manager,0.65,0.914,0.726
EMP01766,34,18,Product,IC3,0.668,0.753,0.534
EMP01767,23,47,Legal,IC1,0.833,0.81,0.599
EMP01768,29,47,Legal,IC3,0.702,0.847,0.409
EMP01769,31,45,Legal,IC1,0.879,0.777,0.448
EMP01770,25,13,Legal,IC2,0.734,0.555,0.332
EMP01771,40,23,Legal,Manager,0.699,0.637,0.639
EMP01772,47,27,Engineering,IC3,0.67,0.772,0.618
EMP01773,37,12,Finance,IC2,0.364,0.797,0.794
EMP01774,32,56,HR,Director,0.659,0.841,0.431
EMP01775,30,25,Engineering,IC3,0.35,0.527,0.374
EMP01776,34,53,Finance,IC2,0.387,0.737,0.774
EMP01777,35,32,Customer Success,Senior Manager,0.29,0.726,0.337
EMP01778,36,12,Operations,IC4,0.569,0.665,0.657
EMP01779,26,30,Engineering,IC2,0.557,0.732,0.783
EMP01780,33,15,Customer Success,IC2,0.644,0.837,0.557
EMP01781,29,12,Product,IC3,0.308,0.876,0.656
EMP01782,38,24,Customer Success,IC1,0.815,0.61,0.79
EMP01783,34,22,Marketing,IC3,0.398,0.78,0.825
EMP01784,25,27,Product,IC1,0.694,0.547,0.82
EMP01785,24,21,Data,Senior Manager,0.467,0.626,0.449
EMP01786,30,56,Customer Success,IC3,0.502,0.414,0.572
EMP01787,30,14,Sales,Manager,0.791,0.896,0.636
EMP01788,29,38,Engineering,IC2,0.584,0.834,0.587
EMP01789,22,16,Customer Success,IC4,0.809,0.537,0.585
EMP01790,22,65,Legal,IC2,0.774,0.385,0.524
EMP01791,38,11,Customer Success,IC2,0.6,0.903,0.474
EMP01792,43,30,Sales,IC1,0.752,0.498,0.856
EMP01793,55,11,HR,IC3,0.714,0.405,0.673
EMP01794,37,8,HR,IC1,0.395,0.467,0.56
EMP01795,37,10,Sales,IC1,0.833,0.577,0.546
EMP01796,36,58,Sales,IC3,0.895,0.361,0.584
EMP01797,27,27,Product,IC2,0.759,0.806,0.665
EMP01798,27,34,HR,IC1,0.634,0.459,0.244
EMP01799,25,45,Engineering,Manager,0.809,0.549,0.702
EMP01800,26,12,Operations,Senior Manager,0.858,0.495,0.681
EMP01801,46,27,Marketing,IC3,0.703,0.411,0.417
EMP01802,22,9,Engineering,IC4,0.785,0.91,0.271
EMP01803,40,41,Marketing,IC4,0.528,0.695,0.506
EMP01804,30,9,Engineering,IC1,0.678,0.646,0.68
EMP01805,44,47,Customer Success,Manager,0.578,0.778,0.651
EMP01806,37,35,Operations,IC2,0.688,0.44,0.744
EMP01807,41,76,Legal,IC1,0.494,0.413,0.688
EMP01808,34,13,Finance,IC1,0.415,0.7,0.519
EMP01809,49,12,Legal,IC2,0.359,0.469,0.79
EMP01810,37,18,HR,IC4,0.604,0.736,0.562
EMP01811,24,38,Operations,IC2,0.893,0.64,0.15
EMP01812,42,49,Engineering,IC2,0.573,0.8,0.712
EMP01813,32,13,Marketing,IC2,0.569,0.651,0.834
EMP01814,28,11,Operations,Director,0.479,0.455,0.553
EMP01815,33,18,Customer Success,Senior Manager,0.781,0.477,0.808
EMP01816,45,10,Engineering,IC4,0.389,0.672,0.559
EMP01817,30,29,Customer Success,IC3,0.736,0.746,0.455
EMP01818,26,30,Operations,IC1,0.685,0.557,0.658
EMP01819,36,22,Product,IC1,0.709,0.767,0.528
EMP01820,36,14,Customer Success,IC1,0.777,0.516,0.665
EMP01821,24,16,Finance,IC3,0.487,0.827,0.353
EMP01822,36,6,Finance,Manager,0.571,0.8,0.687
EMP01823,27,19,HR,IC4,0.596,0.659,0.387
EMP01824,33,30,Finance,IC2,0.529,0.738,0.463
EMP01825,39,42,Customer Success,IC2,0.608,0.534,0.597
EMP01826,49,54,Sales,IC3,0.721,0.859,0.727
EMP01827,44,5,HR,IC3,0.547,0.741,0.59
EMP01828,33,16,HR,IC1,0.693,0.498,0.565
EMP01829,22,28,Customer Success,IC4,0.767,0.465,0.459
EMP01830,22,10,Legal,IC2,0.694,0.75,0.362
EMP01831,22,5,Operations,IC3,0.462,0.675,0.711
EMP01832,46,10,Product,IC3,0.624,0.393,0.446
EMP01833,22,42,Finance,IC2,0.169,0.505,0.462
EMP01834,32,14,Product,Manager,0.76,0.57,0.524
EMP01835,31,44,Finance,Manager,0.496,0.736,0.49
EMP01836,24,9,Data,IC3,0.34,0.348,0.68
EMP01837,38,20,Sales,IC3,0.471,0.418,0.835
EMP01838,39,22,Legal,Director,0.256,0.685,0.771
EMP01839,39,26,Operations,IC3,0.556,0.532,0.564
EMP01840,31,3,Customer Success,IC1,0.833,0.742,0.502
EMP01841,34,64,Product,IC2,0.605,0.878,0.47
EMP01842,30,27,Product,IC2,0.46,0.692,0.354
EMP01843,47,41,Customer Success,IC2,0.481,0.418,0.283
EMP01844,22,19,Operations,IC2,0.65,0.508,0.69
EMP01845,33,32,Operations,IC1,0.647,0.704,0.826
EMP01846,41,23,HR,IC2,0.611,0.477,0.348
EMP01847,31,15,Data,IC1,0.392,0.722,0.463
EMP01848,33,6,Finance,IC1,0.679,0.655,0.75
