employee_id,num_surveys_completed,avg_engagement,latest_engagement,engagement_trend,attrition_risk,did_leave
EMP01576,7,37.3,29.5,-1.88,0.705,1
EMP01577,8,47.5,60.3,-2.53,0.397,0
EMP01578,5,33.8,31.8,0.05,0.682,0
EMP01579,7,60.7,60.5,2.23,0.395,1
EMP01580,5,41.5,43.1,0.8,0.569,0
EMP01581,7,35.9,32.0,1.53,0.68,1
EMP01582,7,32.7,29.0,-3.4,0.71,1
EMP01583,7,44.1,44.0,0.1,0.56,0
EMP01584,7,34.2,29.8,-0.95,0.702,1
EMP01585,7,43.7,51.0,-0.62,0.49,0
EMP01586,6,27.6,33.5,2.72,0.665,1
EMP01587,7,35.4,34.0,-0.2,0.66,1
EMP01588,7,48.3,47.9,2.67,0.521,0
EMP01589,6,35.6,29.8,-2.2,0.702,0
EMP01590,8,34.2,34.8,3.16,0.652,0
EMP01591,8,24.3,26.3,1.23,0.737,1
EMP01592,8,36.7,32.5,0.77,0.675,0
EMP01593,8,29.0,34.2,0.94,0.658,0
EMP01594,8,38.4,32.1,-3.2,0.679,0
EMP01595,8,33.5,34.5,2.51,0.655,1
EMP01596,8,25.5,16.3,-3.37,0.837,0
EMP01597,7,26.1,21.3,-3.62,0.787,1
EMP01598,8,51.2,48.7,0.04,0.513,0
EMP01599,8,38.2,40.3,1.11,0.597,1
EMP01600,6,43.0,46.5,0.0,0.535,1
EMP01601,6,50.2,53.5,3.26,0.465,0
EMP01602,7,31.3,31.8,4.17,0.682,1
EMP01603,8,36.2,34.0,-1.63,0.66,1
EMP01604,6,49.8,50.9,-2.24,0.491,0
EMP01605,6,46.0,45.6,-0.16,0.544,0
EMP01606,8,33.2,32.0,1.5,0.68,1
EMP01607,7,39.2,39.1,0.08,0.609,0
EMP01608,7,33.3,36.8,1.9,0.632,0
EMP01609,7,43.0,40.0,-2.47,0.6,1
EMP01610,7,46.7,51.5,6.53,0.385,0
EMP01611,8,46.4,54.6,-0.17,0.454,1
EMP01612,8,35.3,27.3,-3.27,0.727,0
EMP01613,7,50.5,51.9,1.58,0.481,1
EMP01614,7,33.9,26.6,0.35,0.734,1
EMP01615,6,26.9,25.1,2.08,0.749,0
EMP01616,6,34.0,26.8,-3.02,0.732,1
EMP01617,5,28.6,24.1,0.77,0.759,1
EMP01618,8,42.5,41.8,-1.71,0.582,0
EMP01619,6,37.9,32.6,-3.04,0.674,0
EMP01620,7,40.8,38.5,1.1,0.615,1
EMP01621,7,38.2,36.8,-1.28,0.632,1
EMP01622,6,37.5,30.4,-2.58,0.696,0
EMP01623,7,34.7,30.7,0.53,0.693,1
EMP01624,6,39.8,40.2,0.62,0.598,0
EMP01625,8,35.3,37.6,3.9,0.624,1
EMP01626,6,47.2,49.8,0.3,0.502,0
EMP01627,7,41.8,42.1,-0.37,0.579,1
EMP01628,8,37.8,36.8,-1.6,0.632,1
EMP01629,7,28.1,28.9,-2.55,0.711,1
EMP01630,6,43.1,41.0,-1.26,0.59,0
EMP01631,7,34.0,38.0,1.9,0.62,1
EMP01632,8,36.4,30.6,-0.04,0.694,1
EMP01633,5,55.2,51.2,-2.75,0.488,0
EMP01634,8,37.2,28.4,1.5,0.716,1
EMP01635,8,44.3,38.7,-2.31,0.613,0
EMP01636,7,55.9,61.7,0.95,0.383,1
EMP01637,8,36.2,41.4,4.2,0.586,0
EMP01638,7,29.7,31.5,1.32,0.685,0
EMP01639,7,37.6,41.5,0.88,0.585,0
EMP01640,5,48.8,45.3,-2.85,0.547,0
EMP01641,5,40.0,44.4,0.25,0.556,1
EMP01642,7,33.5,27.9,-4.85,0.721,0
EMP01643,8,46.5,44.7,-4.07,0.553,0
EMP01644,7,44.8,46.4,-0.1,0.536,1
EMP01645,6,34.6,38.2,-2.48,0.618,0
EMP01646,8,26.8,25.9,-0.56,0.741,1
EMP01647,6,32.0,29.0,-1.74,0.71,0
EMP01648,7,31.9,32.1,5.32,0.579,0
EMP01649,6,43.2,46.7,-2.24,0.533,1
EMP01650,8,50.0,41.9,1.2,0.581,1
EMP01651,8,34.0,30.9,-0.86,0.691,1
EMP01652,5,50.8,48.3,-0.15,0.517,1
EMP01653,7,43.6,43.7,0.65,0.563,1
EMP01654,6,52.4,50.8,-0.42,0.492,0
EMP01655,8,41.6,47.5,1.93,0.525,0
EMP01656,7,37.2,37.4,1.48,0.626,0
EMP01657,8,52.3,46.9,-3.24,0.531,0
EMP01658,6,52.2,55.2,7.78,0.348,0
EMP01659,8,56.9,59.4,-0.36,0.406,0
EMP01660,8,39.9,35.2,-0.19,0.648,1
EMP01661,8,41.0,45.2,4.46,0.548,1
EMP01662,5,48.4,49.9,1.62,0.501,0
EMP01663,7,34.2,35.4,-0.4,0.646,1
EMP01664,7,37.3,30.1,-1.45,0.699,0
EMP01665,6,61.3,58.2,0.9,0.418,0
EMP01666,6,46.8,48.9,-3.36,0.511,0
EMP01667,8,38.0,32.0,-4.3,0.68,1
EMP01668,7,40.8,36.5,-4.07,0.635,1
EMP01669,7,44.3,41.3,-2.12,0.587,0
EMP01670,7,49.7,53.4,-0.45,0.466,1
EMP01671,8,40.8,38.0,-4.24,0.62,0
EMP01672,6,46.4,41.8,1.98,0.582,1
EMP01673,7,52.9,51.5,1.02,0.485,0
EMP01674,7,28.0,32.9,0.12,0.671,1
EMP01675,7,39.3,37.5,1.82,0.625,1
EMP01676,5,23.5,25.9,5.8,0.641,1
EMP01677,8,48.5,57.8,1.6,0.422,1
EMP01678,6,46.4,46.0,1.72,0.54,0
EMP01679,7,39.9,36.9,0.42,0.631,1
EMP01680,7,52.1,53.2,0.0,0.468,0
EMP01681,7,42.1,45.9,1.47,0.541,0
EMP01682,6,43.0,44.7,-1.5,0.553,1
EMP01683,7,46.0,53.6,6.1,0.364,0
EMP01684,7,47.6,40.7,-4.67,0.593,0
EMP01685,7,42.9,40.7,-0.62,0.593,0
EMP01686,4,40.2,41.8,2.43,0.582,0
EMP01687,8,39.8,35.4,1.3,0.646,1
EMP01688,6,34.2,46.1,5.0,0.539,0
EMP01689,8,36.4,33.9,-2.71,0.661,0
EMP01690,5,30.9,32.8,3.12,0.672,1
EMP01691,6,18.8,26.6,4.98,0.734,1
EMP01692,8,30.8,29.2,-2.96,0.708,1
EMP01693,7,40.9,43.1,0.87,0.569,1
EMP01694,7,43.5,55.9,4.35,0.441,0
EMP01695,8,41.4,48.0,2.6,0.52,0
EMP01696,6,31.4,36.5,-0.46,0.635,0
EMP01697,6,41.0,34.4,-2.76,0.656,0
EMP01698,7,33.4,32.7,-2.22,0.673,0
EMP01699,5,28.0,33.7,-1.57,0.663,0
EMP01700,6,52.7,56.0,3.14,0.44,0
EMP01701,8,36.2,32.1,0.06,0.679,1
EMP01702,7,62.0,62.6,3.67,0.374,0
EMP01703,6,46.9,40.9,-2.0,0.591,1
EMP01704,5,47.4,46.3,-5.85,0.737,1
EMP01705,6,49.2,50.6,4.58,0.494,1
EMP01706,7,44.7,43.4,-1.53,0.566,1
EMP01707,7,29.1,25.0,-1.35,0.75,0
EMP01708,8,40.0,40.8,2.53,0.592,0
EMP01709,6,42.2,46.4,0.04,0.536,0
EMP01710,8,45.7,42.9,0.2,0.571,1
EMP01711,8,37.4,35.3,-2.94,0.647,0
EMP01712,6,39.9,37.8,0.84,0.622,0
EMP01713,6,46.4,47.1,-1.48,0.529,1
EMP01714,7,49.7,44.5,-1.75,0.555,1
EMP01715,8,54.4,52.6,-1.86,0.474,0
EMP01716,7,43.4,49.8,0.22,0.502,1
EMP01717,6,37.3,32.7,-3.38,0.673,0
EMP01718,7,41.7,48.4,2.55,0.516,0
EMP01719,8,33.9,37.8,4.09,0.622,1
EMP01720,4,40.8,44.8,5.77,0.452,0
EMP01721,7,23.3,27.4,1.75,0.726,1
EMP01722,8,46.0,43.8,1.27,0.562,0
EMP01723,6,33.8,33.0,2.1,0.67,0
EMP01724,7,37.9,33.5,-2.47,0.665,0
EMP01725,5,43.1,41.8,-3.68,0.582,0
EMP01726,7,34.9,41.5,4.05,0.585,0
EMP01727,8,34.8,42.4,2.51,0.576,0
EMP01728,7,33.6,38.8,-0.23,0.612,1
EMP01729,6,26.2,26.4,1.8,0.736,1
EMP01730,5,38.8,38.4,-2.95,0.616,0
EMP01731,8,33.2,30.3,0.39,0.697,1
EMP01732,7,42.8,44.6,3.62,0.554,1
EMP01733,7,29.4,30.3,1.4,0.697,1
EMP01734,5,49.6,50.2,-3.82,0.498,1
EMP01735,7,39.5,37.2,1.95,0.628,1
EMP01736,8,39.6,36.9,-1.33,0.631,0
EMP01737,5,25.0,22.2,-5.35,0.978,1
EMP01738,4,36.7,41.5,2.07,0.585,1
EMP01739,5,41.8,38.5,-1.53,0.615,0
EMP01740,7,45.4,47.6,2.22,0.524,0
EMP01741,6,48.4,45.6,-4.64,0.544,0
EMP01742,6,36.9,35.5,-0.2,0.645,1
EMP01743,7,43.6,49.8,-0.33,0.502,1
EMP01744,8,32.6,30.7,0.27,0.693,1
EMP01745,7,36.8,30.1,-2.05,0.699,1
EMP01746,7,32.4,37.0,3.7,0.63,0
EMP01747,7,35.0,33.5,-0.17,0.665,0
EMP01748,7,36.2,40.9,2.87,0.591,0
EMP01749,6,37.9,37.2,-3.58,0.628,1
EMP01750,7,35.5,39.1,1.1,0.609,1
EMP01751,7,43.7,42.3,3.57,0.577,0
EMP01752,6,57.8,53.6,-1.64,0.464,0
EMP01753,7,35.9,35.8,-1.0,0.642,0
EMP01754,6,51.2,46.1,-0.4,0.539,1
EMP01755,7,47.8,54.6,2.17,0.454,0
EMP01756,8,25.0,31.9,1.76,0.681,0
EMP01757,5,34.8,37.4,-3.68,0.626,1
EMP01758,6,47.9,55.6,3.7,0.444,0
EMP01759,8,31.6,35.7,0.0,0.643,0
EMP01760,8,42.4,46.2,0.97,0.538,1
EMP01761,8,27.8,21.6,-0.93,0.784,1
EMP01762,6,42.2,46.4,-0.62,0.536,1
EMP01763,5,46.0,51.1,5.58,0.389,1
EMP01764,8,35.8,36.4,0.8,0.636,1
EMP01765,6,48.7,53.8,2.06,0.462,0
EMP01766,7,39.4,34.9,-0.58,0.651,1
EMP01767,8,57.1,54.4,-2.04,0.456,0
EMP01768,6,47.1,56.5,3.94,0.435,1
EMP01769,6,55.6,57.0,3.82,0.43,1
EMP01770,7,34.8,29.2,3.13,0.708,1
EMP01771,7,40.1,36.7,-0.02,0.633,1
EMP01772,7,43.3,47.4,2.6,0.526,0
EMP01773,7,34.0,27.4,-3.07,0.726,0
EMP01774,6,46.1,48.8,-0.36,0.512,1
EMP01775,6,32.2,37.2,-3.38,0.628,0
EMP01776,7,42.8,36.0,-1.07,0.64,1
EMP01777,7,26.2,29.6,1.4,0.704,1
EMP01778,7,37.6,34.6,-0.43,0.654,0
EMP01779,8,51.4,53.4,-0.29,0.466,0
EMP01780,8,39.8,36.9,0.34,0.631,1
EMP01781,6,36.1,37.9,-0.72,0.621,1
EMP01782,8,60.0,59.2,-2.77,0.408,0
EMP01783,8,40.2,47.8,0.69,0.522,1
EMP01784,8,45.2,45.5,-2.11,0.545,0
EMP01785,7,32.6,26.0,-1.85,0.74,1
EMP01786,8,35.1,22.5,-2.26,0.775,1
EMP01787,8,42.8,45.4,-0.79,0.546,0
EMP01788,7,46.6,50.1,-1.32,0.499,1
EMP01789,6,47.1,45.0,0.12,0.55,0
EMP01790,6,39.6,36.9,-3.48,0.631,1
EMP01791,8,34.0,42.7,0.44,0.573,0
EMP01792,7,48.0,45.9,1.7,0.541,0
EMP01793,7,38.4,36.4,-0.68,0.636,0
EMP01794,7,28.2,32.7,1.88,0.673,1
EMP01795,7,38.3,40.4,1.75,0.596,1
EMP01796,8,48.5,52.7,2.04,0.473,1
EMP01797,8,51.0,51.0,1.93,0.49,1
EMP01798,7,37.2,45.1,3.93,0.549,1
EMP01799,6,46.1,47.2,-1.88,0.528,0
EMP01800,7,40.1,52.8,-0.65,0.472,0
EMP01801,7,33.0,33.2,3.77,0.668,0
EMP01802,8,40.9,51.9,4.86,0.481,1
EMP01803,7,44.2,41.7,2.08,0.583,1
EMP01804,8,33.1,37.5,1.3,0.625,1
EMP01805,6,42.2,41.8,0.84,0.582,1
EMP01806,8,48.2,48.2,-1.26,0.518,0
EMP01807,8,37.0,40.1,1.67,0.599,1
EMP01808,6,33.9,29.8,-2.78,0.702,1
EMP01809,6,32.8,27.7,-1.94,0.723,0
EMP01810,8,42.4,48.4,3.76,0.516,1
EMP01811,8,42.0,37.4,-1.6,0.626,1
EMP01812,7,50.7,57.0,2.5,0.43,1
EMP01813,7,36.1,39.8,1.15,0.602,1
EMP01814,6,31.1,39.7,4.36,0.603,1
EMP01815,7,38.4,43.1,1.4,0.569,1
EMP01816,6,36.5,30.6,-1.18,0.694,1
EMP01817,8,40.4,45.2,0.4,0.548,1
EMP01818,7,49.9,47.2,-0.08,0.528,1
EMP01819,6,39.4,42.1,-0.28,0.579,1
EMP01820,8,38.9,41.1,0.66,0.589,0
EMP01821,7,28.7,36.6,2.8,0.634,1
EMP01822,3,42.7,42.7,9.75,0.473,0
EMP01823,6,30.4,24.8,-1.52,0.752,1
EMP01824,6,40.0,37.9,0.3,0.621,0
EMP01825,6,37.6,36.4,-1.8,0.636,0
EMP01826,6,51.8,56.2,2.88,0.438,0
EMP01827,7,57.0,57.8,-0.23,0.422,0
EMP01828,8,33.3,33.0,0.03,0.67,1
EMP01829,6,42.9,42.9,0.5,0.571,1
EMP01830,8,30.5,27.6,-1.4,0.724,0
EMP01831,6,54.6,55.5,-1.2,0.445,1
EMP01832,6,34.4,37.2,-0.86,0.628,1
EMP01833,7,23.9,28.6,0.65,0.714,1
EMP01834,7,40.9,38.8,-2.52,0.612,1
EMP01835,7,37.8,36.9,-3.02,0.631,1
EMP01836,7,26.9,23.7,0.23,0.763,1
EMP01837,8,39.5,37.2,-0.87,0.628,1
EMP01838,5,38.0,37.6,-6.43,0.824,1
EMP01839,8,41.6,46.6,5.1,0.434,1
EMP01840,6,59.9,65.4,1.88,0.346,0
EMP01841,4,46.1,45.0,2.37,0.55,0
EMP01842,7,37.6,32.1,1.35,0.679,1
EMP01843,7,23.3,24.0,-0.42,0.76,1
EMP01844,7,34.9,41.4,3.7,0.586,1
EMP01845,7,46.2,41.6,-3.22,0.584,1
EMP01846,6,41.0,43.3,0.8,0.567,0
EMP01847,8,31.4,33.0,1.86,0.67,1
EMP01848,7,45.8,40.7,-2.53,0.593,0
EMP01849,8,37.4,37.2,-0.69,0.628,1
EMP01850,7,34.1,34.2,-0.08,0.658,1
EMP01851,7,35.2,33.5,1.33,0.665,1
EMP01852,7,24.4,20.5,-0.1,0.795,1
EMP01853,7,44.2,49.5,0.72,0.505,1
EMP01854,6,35.7,35.8,-2.04,0.642,0
EMP01855,8,37.0,31.5,3.64,0.685,0
EMP01856,7,27.9,26.0,-2.13,0.74,1
EMP01857,7,39.0,34.6,-2.17,0.654,1
EMP01858,5,31.7,39.6,2.05,0.604,1
EMP01859,7,37.7,35.5,-2.73,0.645,1
EMP01860,7,43.6,48.4,1.28,0.516,0
EMP01861,7,47.3,42.0,-1.83,0.58,1
EMP01862,7,33.4,35.5,-2.17,0.645,1
EMP01863,6,42.3,41.0,-3.52,0.59,1
EMP01864,8,47.8,50.4,2.3,0.496,0
EMP01865,7,23.0,20.2,-0.4,0.798,1
EMP01866,6,44.6,51.9,1.54,0.481,0
EMP01867,7,44.7,57.0,4.23,0.43,0
EMP01868,8,31.2,32.8,-1.16,0.672,1
EMP01869,8,36.0,29.6,-0.99,0.704,1
EMP01870,5,49.9,53.8,4.0,0.462,0
EMP01871,6,46.9,45.1,-2.72,0.549,1
EMP01872,8,44.0,35.7,-4.96,0.643,0
EMP01873,8,40.7,40.9,1.46,0.591,1
EMP01874,7,37.7,40.4,0.88,0.596,1
EMP01875,5,28.3,27.0,2.78,0.73,1
EMP01876,8,49.9,55.5,1.04,0.445,1
EMP01877,6,45.9,44.3,-4.82,0.557,1
EMP01878,6,46.8,45.5,-1.64,0.545,0
EMP01879,5,42.1,40.5,2.83,0.595,1
EMP01880,7,41.3,44.6,0.25,0.554,1
EMP01881,8,58.5,48.5,-0.91,0.515,1
EMP01882,8,25.4,22.5,-0.8,0.775,1
EMP01883,6,47.4,52.2,2.48,0.478,1
EMP01884,8,45.3,41.6,-0.63,0.584,0
EMP01885,8,35.8,38.3,1.69,0.617,1
EMP01886,6,34.0,34.1,-1.48,0.659,1
EMP01887,7,52.5,58.8,1.63,0.412,0
EMP01888,8,23.0,26.5,1.91,0.735,1
EMP01889,7,41.4,46.7,2.27,0.533,1
EMP01890,7,57.6,52.8,-6.12,0.672,1
EMP01891,6,18.9,19.6,0.7,0.804,1
EMP01892,8,50.4,46.4,-1.56,0.536,1
EMP01893,8,38.0,37.6,1.09,0.624,1
EMP01894,8,39.1,48.0,3.77,0.52,1
EMP01895,7,49.8,44.9,-1.47,0.551,0
EMP01896,7,37.2,40.9,-0.82,0.591,1
EMP01897,6,46.9,52.0,0.56,0.48,0
EMP01898,8,41.5,30.7,-2.51,0.693,1
EMP01899,8,37.3,27.6,-2.04,0.724,1
EMP01900,4,32.9,40.6,9.1,0.494,1
EMP01901,8,40.0,39.2,1.03,0.608,1
EMP01902,6,35.9,37.7,0.46,0.623,0
EMP01903,7,41.3,44.1,-5.28,0.759,0
EMP01904,5,39.7,39.3,-1.75,0.607,1
EMP01905,6,47.6,42.9,-1.7,0.571,1
EMP01906,8,45.0,34.2,-2.81,0.658,1
EMP01907,6,36.5,33.2,-0.36,0.668,0
EMP01908,7,31.7,31.6,-4.65,0.684,1
EMP01909,6,34.4,26.9,-1.42,0.731,0
EMP01910,8,48.4,51.1,0.97,0.489,0
EMP01911,7,46.3,41.0,-0.53,0.59,0
EMP01912,7,41.3,38.8,-1.12,0.612,1
EMP01913,5,30.5,29.1,0.35,0.709,1
EMP01914,5,47.3,43.3,0.85,0.567,1
EMP01915,6,41.8,41.5,3.26,0.585,1
EMP01916,7,46.1,49.1,1.28,0.509,1
EMP01917,7,32.5,27.8,-2.02,0.722,1
EMP01918,8,65.5,68.7,-0.83,0.313,0
EMP01919,7,37.9,29.9,-4.22,0.701,0
EMP01920,8,24.2,17.1,-0.71,0.829,1
EMP01921,6,34.9,36.1,3.6,0.639,0
EMP01922,3,19.2,19.2,9.95,0.708,0
EMP01923,8,25.1,23.3,2.49,0.767,1
EMP01924,7,39.5,35.9,-1.0,0.641,1
EMP01925,7,30.4,37.4,1.53,0.626,1
EMP01926,8,38.7,36.9,-1.79,0.631,1
EMP01927,7,41.0,50.4,4.18,0.496,1
EMP01928,8,26.7,25.3,-0.89,0.747,1
EMP01929,6,37.6,36.6,0.22,0.634,0
EMP01930,6,55.6,56.9,3.12,0.431,0
EMP01931,8,42.4,47.1,0.99,0.529,1
EMP01932,5,46.1,45.7,-1.75,0.543,1
EMP01933,6,46.0,51.3,3.08,0.487,0
EMP01934,8,32.6,34.3,-2.8,0.657,1
EMP01935,7,33.2,27.2,0.95,0.728,0
EMP01936,7,40.5,35.8,1.53,0.642,0
EMP01937,5,35.6,33.3,-0.95,0.667,1
EMP01938,8,23.8,22.1,0.46,0.779,1
EMP01939,8,38.8,37.2,-1.09,0.628,1
EMP01940,7,41.3,39.9,0.27,0.601,1
EMP01941,8,56.7,56.4,-4.44,0.436,0
EMP01942,6,44.2,39.8,-5.3,0.802,0
EMP01943,6,35.8,35.3,-1.48,0.647,0
EMP01944,5,42.3,43.7,2.47,0.563,1
EMP01945,6,34.9,30.8,-7.82,0.892,1
EMP01946,6,39.8,34.0,-8.32,0.86,1
EMP01947,8,61.0,57.3,-0.43,0.427,1
EMP01948,7,36.3,37.9,-1.37,0.621,0
EMP01949,8,48.7,49.3,-1.56,0.507,0
EMP01950,6,30.6,35.5,2.56,0.645,1
EMP01951,8,53.8,52.2,1.41,0.478,0
EMP01952,7,39.4,38.1,-1.35,0.619,0
EMP01953,6,45.7,52.0,1.82,0.48,0
EMP01954,7,37.5,43.3,-0.37,0.567,0
EMP01955,7,50.0,46.9,-1.32,0.531,0
EMP01956,6,35.2,29.9,-2.44,0.701,1
EMP01957,7,39.3,38.0,1.85,0.62,0
EMP01958,7,36.4,36.1,-1.32,0.639,1
EMP01959,5,35.9,30.6,-6.13,0.894,1
EMP01960,6,39.9,36.7,0.16,0.633,1
EMP01961,7,45.1,49.3,3.25,0.507,0
EMP01962,7,45.6,39.1,-1.97,0.609,0
EMP01963,8,35.1,36.5,1.11,0.635,1
EMP01964,7,53.9,55.5,2.43,0.445,0
EMP01965,7,41.1,42.0,-2.67,0.58,1
EMP01966,8,45.2,49.4,0.24,0.506,0
EMP01967,7,49.2,52.8,3.58,0.472,1
EMP01968,7,38.2,37.1,1.33,0.629,1
EMP01969,8,56.0,57.8,3.97,0.422,1
EMP01970,5,39.0,38.6,-1.88,0.614,0
EMP01971,6,43.2,40.4,-3.88,0.596,1
EMP01972,8,46.8,48.9,1.9,0.511,1
EMP01973,6,43.9,38.7,-0.7,0.613,1
EMP01974,7,34.4,44.2,3.93,0.558,1
EMP01975,7,34.7,34.2,1.4,0.658,1
EMP01976,8,30.6,37.4,-0.01,0.626,1
EMP01977,5,37.6,40.7,7.7,0.493,1
EMP01978,7,32.3,34.7,0.37,0.653,1
EMP01979,7,28.9,32.1,2.37,0.679,0
EMP01980,6,35.5,34.1,0.06,0.659,1
EMP01981,7,36.9,37.2,-1.82,0.628,1
EMP01982,8,38.6,35.1,-5.44,0.849,0
EMP01983,6,37.4,33.5,0.34,0.665,1
EMP01984,8,39.9,32.3,-4.01,0.677,0
EMP01985,8,29.8,25.1,-4.8,0.749,0
EMP01986,7,38.2,39.2,1.83,0.608,1
EMP01987,7,47.2,46.9,-2.98,0.531,1
EMP01988,8,46.8,34.5,-8.24,0.855,1
EMP01989,7,39.8,44.2,1.58,0.558,0
EMP01990,7,27.8,26.0,1.55,0.74,1
EMP01991,7,53.9,46.8,-0.08,0.532,1
EMP01992,8,31.4,28.8,-3.07,0.712,1
EMP01993,5,48.5,48.6,-1.22,0.514,1
EMP01994,5,38.2,36.2,1.85,0.638,1
EMP01995,7,36.9,34.6,-2.43,0.654,0
EMP01996,6,41.2,36.2,-3.78,0.638,0
EMP01997,6,31.1,25.4,-1.84,0.746,1
EMP01998,5,35.4,36.3,0.62,0.637,1
EMP01999,6,46.0,45.8,-2.16,0.542,0
EMP02000,7,31.5,35.9,-1.17,0.641,0
