employee_id,age,gender,department,role,tenure_years,salary,avg_hours_per_week,overtime_hours_per_month,remote_work_type,manager_support_score,team_size,performance_rating,goals_completed_pct,sick_leave_days,vacation_days_taken,job_satisfaction,workload_stress,work_life_balance,career_growth_satisfaction,months_since_last_promotion,training_hours_last_year,burnout_score,burnout_high_risk
EMP03548,46,Female,Marketing,Associate,1.23,66440,47.7,2.9,Full Remote,7.33,5,3.54,88.3,5,7.6,8.09,3.76,5.92,4.96,10.3,2.4,0.2591,0
EMP03549,26,Male,Sales,Senior,4.42,72027,47.7,5.9,On-site,7.22,4,4.77,69.5,5,14.9,7.02,3.3,6.36,2.89,64.6,2.9,0.4097,0
EMP03550,34,Female,Operations,Senior Analyst,0.34,42033,36.7,17.9,On-site,7.06,7,2.35,68.2,2,12.4,6.87,6.18,4.55,4.82,27.0,2.0,0.5025,0
EMP03551,30,Female,Sales,Director,0.78,70153,52.6,1.6,Full Remote,9.4,7,3.61,51.0,5,12.9,6.65,5.27,6.09,7.65,8.0,4.4,0.4314,0
EMP03552,22,Female,Engineering,Tech Lead,0.1,88305,44.4,11.5,Full Remote,8.45,6,4.92,79.8,1,23.9,5.7,2.61,7.2,2.51,0.3,3.2,0.2258,0
EMP03553,37,Male,Customer Support,Senior Analyst,10.37,94062,50.5,13.7,Full Remote,7.16,8,2.56,80.7,4,14.6,6.92,5.92,4.4,4.72,104.2,4.3,0.5504,0
EMP03554,55,Male,Customer Support,Manager,2.69,114048,45.2,4.9,On-site,5.48,3,3.17,76.6,5,11.0,3.54,5.42,6.1,4.4,20.4,5.7,0.5821,0
EMP03555,22,Female,Finance,Analyst,3.82,88005,47.2,4.6,On-site,9.12,7,4.19,84.9,3,8.9,8.28,7.72,7.21,6.51,6.9,2.5,0.4952,0
EMP03556,34,Male,Marketing,Associate,3.16,81922,44.3,13.9,Hybrid,9.15,7,2.53,77.6,3,7.8,7.39,6.27,7.39,2.94,27.0,7.9,0.468,0
EMP03557,40,Female,Engineering,Senior Dev,0.47,63842,46.8,10.1,Hybrid,8.53,10,4.71,64.9,5,8.3,8.85,4.35,7.11,5.5,2.3,5.2,0.3875,0
EMP03558,35,Female,Operations,Analyst,2.71,58456,53.0,10.8,Hybrid,7.32,5,4.51,82.2,1,12.1,8.58,2.5,7.51,5.99,1.1,5.1,0.3192,0
EMP03559,34,Female,Engineering,Junior Dev,0.42,99256,35.0,14.2,Full Remote,6.07,5,3.72,55.6,2,7.6,8.97,4.76,6.33,8.61,120.0,6.5,0.2657,0
EMP03560,24,Male,Engineering,Tech Lead,1.54,98776,35.0,4.3,On-site,8.11,2,1.13,93.2,5,17.6,7.09,3.3,4.99,5.97,9.2,3.3,0.3333,0
EMP03561,36,Female,Marketing,Associate,2.52,48074,48.4,9.3,Hybrid,7.67,8,3.11,88.8,7,7.3,6.54,3.31,7.12,7.92,0.3,5.2,0.3255,0
EMP03562,28,Female,Engineering,Senior Dev,2.46,93077,56.5,3.8,Full Remote,9.61,9,4.29,85.1,2,10.9,7.25,6.54,6.48,4.85,22.2,12.8,0.4622,0
EMP03563,22,Female,Engineering,Manager,0.38,91259,58.5,11.5,Hybrid,8.99,8,3.21,65.5,1,18.9,8.47,6.84,7.54,3.67,14.2,5.2,0.4611,0
EMP03564,44,Male,Sales,Associate,0.11,47154,35.2,38.7,Hybrid,9.51,5,3.51,53.9,1,8.7,4.97,3.31,8.34,4.51,8.1,11.7,0.3567,0
EMP03565,42,Male,Engineering,Junior Dev,4.8,88511,41.8,5.8,Hybrid,4.59,8,5.0,72.9,3,13.8,5.46,4.57,6.29,6.16,5.1,2.7,0.4473,0
EMP03566,35,Male,Engineering,Junior Dev,3.88,48761,35.0,22.7,Hybrid,7.34,3,3.76,87.6,1,12.1,7.52,5.43,4.94,4.81,0.7,4.0,0.609,0
EMP03567,36,Male,Engineering,Junior Dev,0.26,40000,40.6,7.2,On-site,7.54,6,3.69,82.2,2,4.9,7.96,5.18,4.39,6.42,3.0,12.1,0.2711,0
EMP03568,43,Female,Engineering,Junior Dev,0.41,70997,54.0,9.0,On-site,6.84,6,3.2,66.3,3,13.4,5.92,3.58,4.6,1.87,11.8,2.8,0.6511,0
EMP03569,36,Female,Finance,Analyst,6.69,81445,44.9,12.5,Hybrid,5.65,15,4.76,68.3,3,11.6,7.76,3.82,2.43,4.39,72.1,4.8,0.5563,0
EMP03570,42,Male,Operations,Analyst,4.4,72123,42.0,8.0,Hybrid,8.73,7,4.32,63.2,3,17.5,4.67,4.35,8.39,4.61,0.9,7.2,0.24,0
EMP03571,32,Female,Marketing,Associate,16.69,146677,49.4,7.3,Full Remote,7.52,9,3.12,54.1,5,16.2,5.97,4.74,8.78,3.43,3.7,1.8,0.5059,0
EMP03572,45,Male,Marketing,Manager,0.88,84471,38.6,0.9,Hybrid,7.63,11,2.92,61.6,3,18.4,7.43,4.61,8.73,4.38,43.2,8.9,0.4464,0
EMP03573,37,Male,Engineering,Tech Lead,2.01,78678,57.7,9.2,Full Remote,6.85,5,2.85,67.4,4,11.9,6.95,5.97,7.72,5.13,57.7,3.1,0.4418,0
EMP03574,36,Male,Engineering,Tech Lead,0.81,85739,45.1,4.5,On-site,7.06,11,3.13,75.6,2,9.7,8.99,4.99,2.28,7.28,5.1,3.4,0.4748,0
EMP03575,24,Male,Sales,Senior,2.92,63967,41.8,21.5,On-site,9.37,11,2.88,75.7,2,6.2,8.09,5.04,8.51,4.53,3.5,11.7,0.3918,0
EMP03576,37,Female,Marketing,Associate,0.37,98236,49.7,17.1,Full Remote,9.47,4,3.6,79.3,5,12.0,9.43,4.43,3.44,5.22,0.8,1.8,0.492,0
EMP03577,28,Male,Finance,Senior Analyst,0.41,84025,52.5,12.1,On-site,5.68,5,4.18,25.1,2,23.1,7.87,3.05,5.42,6.08,6.3,6.1,0.4387,0
EMP03578,29,Female,HR,Analyst,0.22,82879,57.8,8.6,Hybrid,6.34,6,2.87,77.7,7,6.3,6.54,3.87,2.04,5.53,44.8,15.4,0.5238,0
EMP03579,28,Male,Sales,Associate,3.55,59396,43.3,10.5,On-site,4.73,4,2.94,75.5,2,14.9,6.22,4.31,6.24,5.41,16.0,2.3,0.3585,0
EMP03580,26,Female,Engineering,Tech Lead,2.04,40000,53.7,17.7,Hybrid,5.83,11,3.02,76.1,4,20.4,8.1,8.32,5.23,7.53,4.7,1.8,0.7595,1
EMP03581,51,Male,Operations,Analyst,2.88,62465,45.8,7.7,Hybrid,8.8,13,3.76,78.9,2,15.3,7.55,7.72,7.48,6.94,0.7,17.7,0.3783,0
EMP03582,45,Male,Sales,Associate,6.34,82065,40.1,8.9,Hybrid,6.43,7,2.69,88.1,2,18.9,6.34,5.9,5.17,6.45,45.3,11.4,0.5356,0
EMP03583,50,Male,Finance,Manager,4.05,63882,38.8,5.7,Full Remote,7.13,8,2.31,50.9,7,18.5,5.73,7.19,7.53,5.08,37.5,6.8,0.2968,0
EMP03584,25,Male,Marketing,Director,1.86,82293,36.2,18.8,Full Remote,7.79,11,3.3,92.8,1,10.9,4.49,5.53,6.16,6.95,1.7,3.8,0.4616,0
EMP03585,35,Male,Finance,Analyst,12.47,69190,39.1,13.7,Full Remote,4.71,7,3.56,59.3,3,12.7,7.43,3.96,2.76,5.05,36.0,6.4,0.5539,0
EMP03586,24,Female,Customer Support,Analyst,1.83,85764,53.9,5.7,Full Remote,6.01,10,3.39,86.0,3,18.3,8.79,4.15,6.43,4.96,32.1,4.0,0.4304,0
EMP03587,29,Female,Customer Support,Senior Analyst,0.36,50579,50.7,2.2,Full Remote,7.4,12,3.41,91.2,5,12.1,6.59,2.44,8.87,4.6,103.3,4.6,0.2858,0
EMP03588,27,Female,Marketing,Manager,14.74,79822,35.1,11.7,Hybrid,9.16,7,4.17,61.0,6,9.5,8.69,5.2,7.12,7.11,2.2,14.7,0.1877,0
EMP03589,44,Female,Marketing,Associate,0.1,58976,35.0,21.6,Hybrid,5.91,9,4.44,91.8,2,15.1,7.23,4.72,4.9,4.58,7.0,5.6,0.5324,0
EMP03590,31,Male,Sales,Senior,2.39,40000,36.1,5.2,On-site,6.98,6,3.45,66.6,6,15.0,6.74,6.67,6.99,2.77,22.6,5.8,0.546,0
EMP03591,43,Male,Customer Support,Manager,1.11,70871,38.8,18.5,Full Remote,6.63,8,3.6,74.6,4,11.0,6.09,5.03,7.01,4.29,7.6,8.5,0.4685,0
EMP03592,39,Other,Marketing,Associate,2.1,113407,42.6,4.4,On-site,9.9,13,4.97,69.3,6,14.2,6.62,7.26,5.61,3.61,1.9,6.5,0.5798,0
EMP03593,53,Female,Engineering,Manager,2.45,40000,54.4,4.7,Hybrid,7.03,5,3.3,92.0,2,5.2,6.57,4.3,6.0,2.44,22.5,1.4,0.6275,0
EMP03594,23,Female,Sales,Director,0.82,77984,40.6,8.9,Hybrid,6.41,6,3.16,58.0,6,5.3,4.99,4.27,5.89,8.42,24.9,14.5,0.4405,0
EMP03595,45,Female,Engineering,Junior Dev,2.44,94939,58.4,12.6,Hybrid,7.27,7,2.42,56.3,1,11.3,8.03,7.05,6.81,6.9,50.5,1.0,0.4496,0
EMP03596,44,Male,Marketing,Manager,4.23,132500,35.0,13.8,Hybrid,7.8,7,4.05,64.6,6,8.7,2.66,4.13,7.91,3.64,4.6,0.6,0.7077,1
EMP03597,27,Male,Marketing,Associate,0.93,62676,42.2,15.1,Full Remote,8.74,16,2.35,46.2,2,10.8,5.16,7.71,7.34,6.43,8.9,4.7,0.5285,0
EMP03598,43,Male,Sales,Manager,1.45,59199,51.3,9.7,On-site,5.87,8,2.99,70.1,6,20.3,7.64,4.35,5.52,4.8,19.0,2.5,0.3845,0
EMP03599,37,Male,Engineering,Tech Lead,0.94,45832,51.8,12.2,Hybrid,6.98,7,2.69,70.9,4,7.7,6.2,3.96,3.22,6.36,63.4,5.4,0.4239,0
EMP03600,33,Male,Customer Support,Analyst,5.15,103512,42.3,3.9,On-site,7.08,8,2.47,85.3,5,5.9,4.58,4.01,5.19,4.1,18.2,6.0,0.6151,0
EMP03601,28,Male,Operations,Senior Analyst,3.87,53314,53.0,3.8,On-site,6.01,10,4.71,55.6,6,8.9,7.11,5.56,5.03,5.14,25.4,3.8,0.6991,0
EMP03602,29,Female,Operations,Manager,6.15,65735,51.5,5.9,Hybrid,6.53,8,3.61,82.3,3,21.5,3.52,5.5,6.76,6.47,61.5,20.4,0.513,0
EMP03603,51,Female,Sales,Senior,0.56,40000,39.5,6.3,Hybrid,6.84,11,2.23,72.4,5,12.8,6.7,5.02,8.39,6.51,13.6,0.6,0.245,0
EMP03604,35,Female,Operations,Analyst,0.23,97099,47.5,11.0,On-site,6.19,8,3.75,68.2,1,11.5,8.22,7.23,5.85,6.85,27.9,10.2,0.4419,0
EMP03605,41,Female,Marketing,Associate,0.38,103956,50.6,2.1,On-site,8.54,15,4.31,89.5,2,13.7,4.83,2.69,6.11,4.95,1.2,9.9,0.4234,0
EMP03606,28,Male,Engineering,Senior Dev,0.53,96144,40.1,14.9,On-site,8.65,12,3.88,64.5,6,8.0,6.59,3.8,8.94,3.24,2.8,10.0,0.4083,0
EMP03607,28,Male,Engineering,Manager,2.28,40000,58.6,16.7,On-site,7.85,9,4.41,54.1,1,4.4,7.21,3.51,4.17,4.81,11.5,7.5,0.5509,0
EMP03608,43,Female,Sales,Manager,10.61,90178,38.3,20.6,Full Remote,9.59,9,3.95,89.5,4,11.3,5.86,3.04,4.53,6.43,39.3,4.2,0.3611,0
EMP03609,24,Male,Engineering,Senior Dev,1.33,40000,46.2,1.6,On-site,9.61,9,4.13,75.9,5,14.2,6.19,4.19,7.15,3.53,40.2,8.0,0.3223,0
EMP03610,31,Male,Customer Support,Senior Analyst,9.55,76451,35.0,6.2,Full Remote,4.05,2,3.42,84.6,5,16.2,8.3,4.53,3.08,5.58,1.4,5.2,0.4423,0
EMP03611,35,Male,Engineering,Junior Dev,0.12,80126,45.8,15.7,Hybrid,4.23,12,4.71,63.1,5,14.9,6.9,5.28,6.31,7.71,3.1,14.1,0.6336,0
EMP03612,35,Male,Sales,Associate,7.85,82754,36.5,8.3,Hybrid,9.35,8,4.15,92.0,4,6.8,7.19,3.92,2.99,5.44,10.7,0.2,0.353,0
EMP03613,33,Female,Marketing,Senior,0.6,88365,42.6,12.0,Full Remote,9.03,11,3.72,83.2,4,6.8,6.06,4.74,4.76,3.76,5.6,10.6,0.4458,0
EMP03614,38,Male,Sales,Senior,7.31,74799,35.0,11.8,Full Remote,9.15,6,2.82,70.5,5,10.1,8.08,5.45,6.88,5.0,3.8,16.4,0.2581,0
EMP03615,40,Female,HR,Senior Analyst,0.17,40000,51.4,11.9,On-site,6.19,8,4.34,51.2,1,8.4,8.5,8.7,6.45,8.04,1.4,5.4,0.6235,0
EMP03616,40,Female,Engineering,Manager,8.88,88378,47.9,13.0,On-site,6.22,9,4.45,96.6,6,11.6,5.28,2.28,6.6,5.06,17.8,0.9,0.4675,0
EMP03617,27,Male,Operations,Senior Analyst,0.67,77440,53.7,3.7,Hybrid,8.57,9,5.0,55.1,11,2.9,7.34,3.98,7.42,2.61,104.4,12.1,0.362,0
EMP03618,32,Male,Sales,Senior,1.08,52434,42.2,5.8,Hybrid,6.41,10,3.46,77.2,4,8.7,7.54,6.72,7.54,5.72,4.1,6.3,0.5572,0
EMP03619,44,Male,HR,Analyst,2.03,40000,54.1,2.9,On-site,8.21,10,3.82,72.6,3,17.4,4.08,6.55,4.27,4.32,9.1,8.6,0.5748,0
EMP03620,42,Male,Finance,Manager,1.44,113500,45.3,16.6,Hybrid,7.3,11,3.81,56.8,3,11.9,7.07,5.11,6.49,4.72,1.8,1.5,0.3451,0
EMP03621,24,Female,Operations,Senior Analyst,3.3,105782,45.9,2.6,Hybrid,8.01,15,1.94,82.5,5,12.6,8.41,4.11,5.98,5.67,26.6,2.8,0.3803,0
EMP03622,37,Female,Operations,Manager,11.04,92648,61.9,13.4,Hybrid,8.87,11,4.19,85.0,5,18.2,4.93,3.55,5.55,5.99,8.3,7.3,0.4518,0
EMP03623,22,Female,HR,Analyst,2.8,58092,41.1,4.3,On-site,6.65,2,3.88,67.8,3,11.6,7.29,4.19,5.78,2.69,53.2,2.2,0.5096,0
EMP03624,35,Male,Sales,Senior,3.83,40000,54.8,31.2,Hybrid,8.78,11,3.15,49.3,2,15.3,6.22,3.1,5.48,3.44,3.8,4.9,0.4919,0
EMP03625,50,Female,Marketing,Senior,0.28,94116,48.8,10.5,On-site,9.16,5,2.85,82.7,3,14.8,9.53,2.67,5.63,4.88,8.6,2.1,0.2595,0
EMP03626,27,Female,Operations,Analyst,2.97,84167,40.4,4.7,Full Remote,8.18,5,2.59,80.1,3,19.0,9.11,5.01,5.34,4.18,7.4,2.5,0.3691,0
EMP03627,28,Female,Operations,Senior Analyst,1.81,65633,35.0,6.7,Full Remote,7.13,6,4.01,69.9,5,5.0,7.03,6.83,4.91,4.69,2.7,2.2,0.3972,0
EMP03628,41,Female,Engineering,Manager,6.51,103120,36.7,1.4,Full Remote,8.63,7,2.96,82.5,1,17.3,4.39,2.64,4.88,4.67,37.8,9.0,0.1969,0
EMP03629,22,Female,Sales,Associate,1.47,96199,54.0,16.6,Hybrid,7.69,12,3.92,39.8,8,5.1,8.01,8.23,4.8,8.32,29.4,2.3,0.7569,1
EMP03630,29,Female,Operations,Analyst,3.41,79402,58.9,4.9,Hybrid,6.3,10,3.44,81.6,6,8.9,3.76,5.69,8.14,3.64,16.8,3.5,0.7648,1
EMP03631,39,Female,Sales,Manager,0.78,75876,45.7,13.5,Hybrid,9.48,12,3.73,91.5,5,10.3,6.39,6.85,7.31,4.31,16.0,18.1,0.4647,0
EMP03632,29,Male,Sales,Associate,0.9,76274,46.2,14.1,Hybrid,8.51,7,4.56,58.0,1,14.8,6.01,2.27,7.58,6.7,13.6,5.2,0.2904,0
EMP03633,33,Female,Sales,Senior,1.42,91998,51.2,4.6,Hybrid,5.09,7,3.92,87.2,5,15.3,6.1,6.05,4.77,5.42,69.8,1.6,0.6621,0
EMP03634,40,Male,HR,Senior Analyst,1.09,53563,45.6,13.5,On-site,5.38,6,3.85,65.2,5,19.8,5.04,3.61,8.65,7.9,35.2,4.8,0.5053,0
EMP03635,38,Male,Customer Support,Analyst,0.88,85649,53.8,2.7,On-site,7.75,9,3.07,83.5,3,16.6,9.03,3.12,7.23,4.4,70.5,1.1,0.1467,0
EMP03636,37,Other,Marketing,Manager,0.15,51985,47.3,9.5,Hybrid,7.11,9,3.91,76.9,2,10.8,5.6,4.83,5.42,6.13,2.4,11.2,0.5701,0
EMP03637,32,Female,Engineering,Senior Dev,5.44,108413,46.1,8.4,On-site,9.64,6,3.48,69.0,3,17.9,7.92,3.65,7.37,6.72,3.3,8.6,0.0468,0
EMP03638,37,Male,Engineering,Tech Lead,0.2,88303,39.4,9.2,Hybrid,9.78,8,2.46,84.1,4,7.7,5.68,2.45,5.38,7.29,17.7,13.4,0.0878,0
EMP03639,34,Male,Engineering,Tech Lead,6.55,57794,37.4,18.1,Full Remote,8.88,8,3.38,60.7,5,12.0,6.78,6.73,6.09,4.38,17.8,4.5,0.4141,0
EMP03640,38,Male,Marketing,Manager,0.4,77014,35.0,12.5,Full Remote,6.98,9,4.48,78.6,1,12.1,7.42,2.88,5.17,5.21,2.1,1.3,0.4763,0
EMP03641,31,Female,Marketing,Associate,0.2,53655,54.9,21.2,Full Remote,7.25,6,2.79,48.3,5,12.8,4.13,7.34,7.25,7.05,5.9,4.0,0.6777,0
EMP03642,33,Female,Engineering,Junior Dev,2.48,112602,43.8,10.3,Hybrid,6.08,11,3.78,59.3,11,17.2,7.02,3.93,4.2,6.08,26.6,11.2,0.5027,0
EMP03643,27,Female,Finance,Analyst,2.09,115571,41.8,6.4,On-site,8.19,6,3.42,58.4,4,24.0,5.94,2.68,4.23,4.2,22.4,1.6,0.3926,0
EMP03644,34,Female,Finance,Analyst,2.03,92405,35.0,12.3,On-site,8.65,11,3.52,79.6,3,18.8,7.02,4.35,6.81,6.04,20.6,5.9,0.2697,0
EMP03645,28,Male,Sales,Manager,2.56,113916,39.9,1.8,Full Remote,9.82,3,3.34,68.4,6,11.0,3.24,5.26,9.19,4.79,19.6,2.2,0.4045,0
EMP03646,26,Female,Sales,Senior,1.02,78794,38.8,9.4,Hybrid,7.97,7,3.72,64.2,5,10.6,6.06,3.61,8.56,7.81,43.0,0.8,0.372,0
EMP03647,37,Male,Customer Support,Manager,3.26,94087,38.6,4.2,Hybrid,9.17,9,2.69,55.2,5,9.2,3.38,4.55,5.16,6.81,31.6,0.8,0.4218,0
EMP03648,36,Female,Sales,Associate,2.09,105618,47.7,8.0,On-site,6.36,8,3.95,58.9,5,5.8,6.04,5.56,7.6,4.06,14.1,3.2,0.3997,0
EMP03649,41,Female,Operations,Analyst,1.22,74856,46.0,7.8,Full Remote,8.31,4,3.15,91.0,3,24.0,7.1,6.41,8.62,4.44,36.3,3.4,0.4449,0
EMP03650,31,Female,Marketing,Manager,5.25,76777,35.0,3.8,Hybrid,4.71,5,3.65,39.8,7,15.6,5.63,3.37,6.39,7.99,32.2,5.2,0.4355,0
EMP03651,38,Male,Operations,Analyst,3.9,98341,35.0,9.7,On-site,8.02,7,3.69,74.2,5,9.2,6.79,4.21,7.11,6.09,4.1,8.5,0.278,0
EMP03652,39,Male,Operations,Senior Analyst,1.5,91162,35.0,6.4,On-site,8.06,8,3.71,82.1,4,18.6,6.19,2.49,4.47,5.43,35.4,7.0,0.4359,0
EMP03653,38,Male,Finance,Analyst,5.64,56113,59.5,22.0,Full Remote,8.71,6,3.32,56.9,3,15.3,7.17,4.92,4.58,5.36,21.5,7.6,0.399,0
EMP03654,28,Female,Operations,Manager,7.59,40000,56.9,24.9,Full Remote,8.81,11,2.5,69.6,2,18.9,4.31,3.46,5.49,5.13,72.3,2.9,0.5159,0
EMP03655,36,Male,Customer Support,Senior Analyst,2.31,70611,38.2,10.5,Hybrid,6.5,7,3.06,69.6,5,12.4,7.41,3.03,6.6,7.66,3.1,5.4,0.3608,0
EMP03656,37,Male,HR,Senior Analyst,0.73,40000,35.0,4.6,On-site,7.37,3,3.22,64.5,4,13.5,8.79,2.44,6.13,5.15,17.4,10.7,0.1968,0
EMP03657,35,Male,Engineering,Junior Dev,7.42,50224,46.0,16.2,Full Remote,6.89,8,2.12,63.1,2,5.8,6.86,5.06,4.05,4.01,37.2,8.4,0.5756,0
EMP03658,22,Female,Sales,Senior,0.63,53142,45.4,2.2,On-site,6.06,8,3.07,84.5,6,9.9,6.5,6.16,4.12,5.09,28.1,2.8,0.5567,0
EMP03659,36,Male,Operations,Manager,0.15,60783,47.5,4.3,Full Remote,9.05,5,4.39,73.6,6,1.8,7.18,7.36,5.78,2.06,66.5,7.3,0.589,0
EMP03660,52,Female,Finance,Manager,1.19,95510,50.9,22.6,Hybrid,6.63,7,2.67,80.7,4,9.1,5.36,3.53,3.81,4.37,12.2,7.4,0.6425,0
EMP03661,32,Female,Engineering,Junior Dev,3.89,100941,48.6,9.3,Hybrid,7.78,8,4.11,78.7,2,13.6,6.26,3.96,2.81,6.51,25.6,7.5,0.4659,0
EMP03662,29,Female,Engineering,Senior Dev,7.7,87718,36.1,26.5,Full Remote,7.05,9,3.06,94.3,6,19.9,7.87,7.2,4.64,3.57,55.3,3.9,0.6804,0
EMP03663,37,Male,Finance,Analyst,3.04,90812,47.4,8.7,Hybrid,7.5,15,3.03,89.2,3,14.0,8.24,1.54,5.35,6.71,18.8,3.0,0.2247,0
EMP03664,37,Male,Sales,Associate,9.1,91403,51.8,13.5,Hybrid,7.55,8,3.35,48.5,3,3.0,7.9,3.79,8.47,4.69,12.1,2.2,0.3668,0
EMP03665,44,Male,Marketing,Manager,0.29,40000,39.2,13.7,On-site,6.03,5,3.75,74.6,1,16.5,6.62,5.65,5.66,6.82,10.6,4.4,0.3888,0
EMP03666,24,Male,Finance,Analyst,0.19,75254,47.4,19.0,Full Remote,7.44,5,3.15,77.2,5,6.9,6.74,6.59,4.59,5.58,48.1,4.1,0.5524,0
EMP03667,40,Male,Marketing,Associate,2.78,40000,40.6,1.6,Hybrid,8.97,10,3.08,38.8,2,8.7,7.78,6.22,8.12,5.91,44.6,3.0,0.1959,0
EMP03668,39,Female,Engineering,Senior Dev,10.15,87728,61.0,5.3,Hybrid,8.53,11,4.61,68.9,3,5.9,5.76,5.58,7.63,2.8,41.0,14.9,0.5104,0
EMP03669,33,Male,Engineering,Senior Dev,2.1,40000,35.0,22.2,Hybrid,9.67,6,3.6,83.4,7,13.9,5.6,4.98,7.18,6.64,1.4,4.4,0.2939,0
EMP03670,37,Female,Engineering,Tech Lead,0.16,70489,54.2,6.9,On-site,4.71,9,2.38,75.1,3,16.5,6.11,3.42,6.02,5.79,9.0,5.1,0.524,0
EMP03671,43,Male,Sales,Director,0.75,88694,35.0,9.2,Hybrid,9.0,4,1.81,93.6,5,17.2,4.8,6.7,8.11,6.36,27.3,2.1,0.2498,0
EMP03672,41,Female,Marketing,Associate,0.84,47056,59.3,17.1,Hybrid,4.52,9,4.66,79.3,3,18.0,8.13,5.87,3.49,6.89,15.3,2.7,0.5552,0
EMP03673,25,Female,Marketing,Manager,1.24,99042,35.9,7.6,Hybrid,6.28,7,4.24,94.7,2,9.9,4.73,3.34,5.09,4.61,34.1,3.1,0.5485,0
EMP03674,41,Female,Engineering,Junior Dev,0.13,87665,46.5,2.7,Hybrid,4.97,8,3.64,67.8,5,9.3,5.93,6.28,7.85,7.76,23.7,7.1,0.5129,0
EMP03675,34,Female,Engineering,Senior Dev,7.06,84520,35.0,11.5,Full Remote,5.64,6,3.62,65.9,2,20.0,8.1,3.94,8.61,3.14,15.5,12.3,0.4342,0
EMP03676,35,Female,Engineering,Junior Dev,2.17,92450,35.0,10.1,On-site,5.75,8,3.49,69.5,4,15.7,4.6,2.41,3.93,4.67,13.5,5.1,0.4498,0
EMP03677,35,Female,Customer Support,Analyst,3.33,66019,52.2,12.2,Full Remote,4.32,12,3.58,85.3,4,14.7,5.65,3.34,6.35,4.26,3.2,5.0,0.5324,0
EMP03678,33,Male,Marketing,Associate,0.21,78797,53.2,16.1,Hybrid,7.49,6,3.67,59.5,8,7.0,7.81,6.44,8.0,5.15,21.7,7.2,0.4251,0
EMP03679,44,Female,Operations,Analyst,0.17,75251,46.9,9.4,Hybrid,7.31,5,4.33,82.7,4,7.9,7.28,4.74,4.47,7.37,9.6,8.6,0.3835,0
EMP03680,34,Male,Operations,Manager,2.65,74686,50.9,3.4,Full Remote,7.34,9,4.26,74.7,2,15.8,6.03,2.55,4.21,4.51,120.0,11.5,0.2968,0
EMP03681,26,Male,Marketing,Manager,6.55,58199,53.4,1.4,Full Remote,8.15,6,3.66,73.3,3,14.6,5.48,6.18,6.59,2.35,86.1,9.1,0.5756,0
EMP03682,31,Male,Finance,Manager,2.26,43936,39.5,7.0,Full Remote,7.17,7,3.67,67.0,5,10.5,8.35,5.56,8.33,7.22,1.6,8.0,0.4947,0
EMP03683,36,Male,Engineering,Senior Dev,6.31,66578,35.0,10.0,Full Remote,8.99,15,4.17,61.2,3,9.9,5.52,5.13,4.53,4.53,14.4,2.0,0.3083,0
EMP03684,44,Male,Finance,Analyst,5.0,65201,44.9,3.3,On-site,9.59,11,3.97,68.0,8,12.5,4.9,5.95,4.74,6.98,14.6,4.2,0.4786,0
EMP03685,39,Male,Sales,Associate,0.24,56581,40.4,5.3,On-site,7.1,10,3.43,77.6,3,5.1,5.11,6.06,2.54,7.11,4.6,3.2,0.6025,0
EMP03686,28,Male,Operations,Analyst,0.68,96301,48.1,13.8,Full Remote,8.42,8,1.26,77.5,7,4.2,7.78,6.76,7.71,8.11,3.3,6.4,0.3429,0
EMP03687,54,Female,Engineering,Senior Dev,3.22,45694,49.4,23.0,Full Remote,6.56,6,4.05,87.9,3,18.5,6.76,6.61,7.02,4.46,9.9,3.9,0.5552,0
EMP03688,37,Male,Operations,Senior Analyst,1.76,70712,39.5,7.1,On-site,7.03,9,4.39,69.8,5,8.1,8.75,2.6,7.52,2.18,17.0,1.2,0.3627,0
EMP03689,45,Female,Engineering,Senior Dev,1.03,104158,50.6,6.2,Full Remote,5.74,10,3.29,66.3,5,11.3,6.27,6.42,5.73,3.66,27.1,12.0,0.5606,0
EMP03690,33,Male,Operations,Analyst,1.63,97728,50.2,2.2,On-site,8.67,2,2.61,59.6,3,10.4,7.7,5.68,6.18,4.04,24.3,3.1,0.4732,0
EMP03691,39,Female,Sales,Associate,1.77,105407,50.8,17.2,Full Remote,9.53,8,4.25,61.2,5,6.3,6.68,3.69,3.99,6.6,8.1,2.1,0.4779,0
EMP03692,41,Female,Finance,Analyst,7.24,60230,41.7,1.7,Hybrid,6.8,6,4.26,64.7,4,12.6,7.41,5.7,6.71,6.09,8.0,4.2,0.4993,0
EMP03693,44,Female,Marketing,Associate,0.33,94607,51.2,4.0,Hybrid,8.36,6,2.82,55.8,1,14.2,5.3,3.34,4.09,4.99,42.0,6.3,0.4352,0
EMP03694,43,Female,Sales,Associate,0.98,48425,49.2,21.5,Full Remote,9.94,9,3.88,72.7,4,13.4,9.47,5.85,8.44,5.16,30.9,5.6,0.4343,0
EMP03695,41,Male,HR,Senior Analyst,2.31,68103,50.1,4.0,Full Remote,4.12,9,3.14,83.3,7,20.5,7.2,8.32,5.34,6.77,23.3,1.0,0.4613,0
EMP03696,32,Other,Customer Support,Analyst,3.59,70456,58.4,13.9,Hybrid,7.82,8,3.78,58.0,1,5.7,4.13,5.07,4.92,6.0,35.4,4.2,0.4608,0
EMP03697,30,Female,Engineering,Tech Lead,2.99,60603,47.6,23.5,Full Remote,8.1,7,4.62,70.6,3,11.1,5.03,7.55,5.67,3.61,9.8,5.1,0.7392,1
